Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Executive Double Room - River View,2  ,October 2020,Couple, All services,10.0,Exceptional,0,1,staff|
United Kingdom,Superior Double Room,2  ,September 2020,Couple," Studio apartment, there was more room.",7.0,Good,0,1,
United Kingdom,Executive Double Room - River View,2  ,October 2020,Couple, Excellent staff and excellent facilities. Always enjoy staying here. Fantastic location.,10.0,Fantastic hotel at a great price.,0,1,staff|location|
United Kingdom,Executive Double Room - River View,3  ,October 2020,Couple," The staff memeber whom we checked in with whose name was Khaldoon was brilliant. So helpful, friendly and informative. The room which had been upgraded for us by the hotel was exceptional. We stayed in a one bedroom king suite with the view of the Big Ben, River Thames and London Eye. The view was so beautiful at night. Opted in for a few upgrades as it was my partners birthday so went for prosecco on arrival, and the 'celebration package' which included more prosecco in an ice bucket, balloons which were blown up around lounge area and a hand-made cake. Breakfast each morning was hosted in the hotel restaurant and was a english breakfast buffet-style. The location was so convenient and close to the main attractions such as the Sea Life Centre, London Eye, Big Ben, Houses of Parliament, etc. and not far from the Shard and bars we visited.",10.0,"Excellent, enjoyable stay. Worth the money for the occasion.",0,1,staff|bathroom|location|food|restaurant|comfort|drink|
United Kingdom,Superior Twin Room,1  ,September 2020,Couple, Very clean and tidy. Staff very helpful too. An enjoyable stay.,7.0,Good,0,1,dirty|staff|
United Kingdom,Superior Double Room,1  ,October 2020,Family," Size of the room, nice staff, nice view",10.0,Exceptional,0,1,staff|location|
United Kingdom,Superior Double Room,1  ,October 2020,Family," Everything was lovely, room so spacious and nice view .",10.0,Exceptional,0,1,location|
United Kingdom,Executive Double Room - River View,1  ,October 2020,Couple," Good location 
Good view
Great staff
Impressive reception area and security 
Toiletries were very good quality.",7.0,We liked the hotel as it was quiet and in a good location but the food and cleanliness let it down.,0,1,location|staff|
United Kingdom,Executive Double Room - River View,2  ,October 2020,Group," Because of the Covid 19 unfortunately  we were unable to stay at our original  hotel ,The Park Pkaza River bank as it is not open to guests at the present time so we were moved to Park Pkaza Westminster ,we were also given 20% off food and drinks by the hotel . So this review is for the Park Plaza Westminster . We were not disappointed, we were given a suite with stunning views of the River Thames and the Houses of Parliament and Big Ben . The facilities in the room could not be faulted, it was roomy ,clean and well equipped and although  at the present time the cleaning staff  only  clean every third  day we were left a collection of new toiletries ,drinks each day . The hotel staff were all very friendly and helpful and made our stay very relaxed . Hotel was local to everything which meant we could walk to were we wanted to visit as didnt want to have to use the Tube in current  climate .",9.0,Short break in London (originally planned to watch Lindon marathon),0,1,covid|drink|food|location|comfort|dirty|staff|
United Kingdom,One-Bedroom Suite with Kitchenette,2  ,October 2020,Family, Staff were really friendly and helpful and location was perfect,8.0,Very Good,0,1,staff|location|
United Kingdom,One-Bedroom Suite with Balcony and River View,2  ,October 2020,Couple, View and location were incredible. Balcony overlooking London Eye. TV had plenty of channels. The selection of hot drinks was nice.,8.0,Nice getaway. Great location,0,1,location|tv|wifi|drink|
United Kingdom,Suite,1  ,September 2020,Couple," Our room was a suite, lovely to size, impeccably cleaned, nice large towels, & the shower was lovely. Horrid paper cups for tea/coffee, but couldn't b helped due to present circumstances.",8.0,Very Good,0,1,bathroom|bed|drink|
United Kingdom,Superior Twin Room,2  ,September 2020,Family, Great central location,9.0,Wonderful,0,1,location|
United Kingdom,Executive Double Room,3  ,September 2020,Couple," Great location
Close to tube/station
Friendly staff
Exceptionally clean",10.0,"Excellent hotel, great location",0,1,location|staff|dirty|
United Kingdom,Superior Double Room,1  ,September 2020,Couple, The hotel is very grand and is a big wow statement if you’re trying to impress. We asked for a later checkout and they happily honoured us an hour! Great location for central London. Excellent Covid measures and felt very safe.,7.0,Pleasant,0,1,location|covid|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, The room felt comforting and it was cosy,9.0,It was excellent,0,1,
United Kingdom,Superior Twin Room,2  ,September 2020,Family," Hotel was in a great location and was very clean and smart
Staff were very friendly",8.0,Great location...,0,1,location|dirty|staff|
United Kingdom,Executive Double Room,1  ,September 2020,Couple," Yeah he breakfast was well cooked, really nice, the room was extra clean! The staff were very professional and nice, really enjoyed it will be coming back !",10.0,"Everything was perfect! The food, the staff. The room!",0,1,food|dirty|staff|
United Kingdom,Executive Double Room,1  ,September 2020,Solo traveler, I was only staying 1 might but enjoyed my stay,9.0,Wonderful,0,1,
United Kingdom,Executive Double Room,2  ,September 2020,Couple," Views were nice. The hotel was very clean which was very reassuring.
The staff were lovely, and made us feel welcome!",8.0,Very Good,0,1,location|dirty|staff|
United Kingdom,Executive Double Room - River View,2  ,September 2020,Couple," We were moved to one of its sisters, the park plaza Westminster Bridge hotel, the property was still lovely and spacious, and was very comfortable! The views from the balcony were also insane!",10.0,Park Plaza,0,1,comfort|location|
United Kingdom,Executive Double Room,2  ,September 2020,Couple, We love the room and the view - v comfy bed and brilliant shower.,9.0,Wonderful,0,1,location|comfort|bed|bathroom|
United Kingdom,One-Bedroom Suite with Balcony and River View,2  ,September 2020,Couple," The hotel is amazing even during COViD times excellent facilities in place to keep you safe. We were so lucky to get an upgrade to the presidential suite and have had the most memorable stay in London for my birthday.  Room service was great we enjoyed both breakfast and dinner in our room.  
Thank you again Park Plaza for everything",10.0,Hotel move to Westminster Bridge,0,1,covid|location|staff|food|
United Kingdom,One-Bedroom Suite with Balcony and River View,1  ,September 2020,Solo traveler, Decor,10.0,Great place to stay,0,1,comfort|
Hong Kong,Executive Twin Room,5  ,September 2020,Family, great location and big rooms,7.0,great stay during odd times,0,1,location|
United Kingdom,Executive Double Room,2  ,August 2020,Couple, Room was very spacious and modern enjoyed the stay very much will be coming back and 100% recommend,10.0,Very good,0,1,comfort|
United Kingdom,Superior Double Room,2  ,August 2020,Family, Location,8.0,Clean did the job,0,1,location|
United Kingdom,Executive Double Room - River View,2  ,August 2020,Group, Breakfast was good and quick. Staff friendly. Great hotel.,10.0,Fab,0,1,food|staff|
United Kingdom,Studio Double Room with Sofa Bed,1  ,August 2020,Couple," The bed was really huge and comfy, with nice comfy pillows and bedding.
The bathroom was also incredibly clean.",7.0,"A nice, average hotel for a London stay",0,1,bed|comfort|bathroom|dirty|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Excellent service. Rooms were very clean and bed was comfortable. Location is great!,10.0,Exceptional,0,1,staff|dirty|bed|comfort|location|
United Kingdom,Executive Double Room,1  ,August 2020,Family, Excellent location just off Westminster Bridge and great check in staff.,7.0,Weekend break,0,1,location|staff|
United Kingdom,Studio Double Room with Sofa Bed,2  ,August 2020,Couple," building was very nice and clean bedroom was spacious bed was very comfortable,staff were friendly and helpful",8.0,Plaza feedback,0,1,dirty|bathroom|bed|comfort|staff|
United Kingdom,Superior Twin Room,1  ,August 2020,Couple, Originally booked Park Plaza Riverbank but it is still closed they offered the Westminster Bridge in place of it but was £66.25 cheaper for the same night they wouldn’t refund but upgraded to a studio apartment and added breakfast which was good of the them but  I’d rather have had a refund as was only staying one night,7.0,Park plaza Westminster Bridge,0,1,location|price|food|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler," Good location, initially booked the Riverbank, but I was moved further away from my location. Would have been nice to be asked first?",8.0,Very Good,0,1,location|
United Kingdom,Executive Double Room - River View,3  ,August 2020,Couple, The layout of the room was spacious yet had a warm feeling to it. The view was amazing with clear sight of the London Eye. All staff were friendly and greeted us with a smile.,10.0,really good place to stay. Central.,0,1,location|staff|
United Kingdom,Executive Double Room - River View,1  ,August 2020,Couple, Lovely view of the London eye and great location to all restaurants and bars.,10.0,Exceptional,0,1,location|restaurant|drink|
Croatia,Executive Double Room,3  ,August 2020,Couple, Location of this hotel is fantastic - everything important is near. Room was very comfort. Breakfast delicious. Staff very kind - special mister Denzil from restaurant. Everything adjusted to the special situation caused of pandemia of corona virus. A guest is felling save.,8.0,Very good hotel with kindly stuff and fantastic location!,0,1,location|comfort|food|staff|restaurant|covid|
United Kingdom,Superior Double Room,2  ,August 2020,Couple," Breakfast lovely, incredible room and great staff. Made us feel safe and welcome.",8.0,Would fully recommend. Ideal place for sightseeing and lots to do in walking distance.,0,1,food|staff|
United Kingdom,One-Bedroom Suite with Balcony and River View,2  ,August 2020,Couple," The room was beautiful! The food and staff were lovely. 
Our balcony and view was perfect",10.0,Lovely weekend,0,1,drink|food|staff|location|
United Kingdom,Executive Double Room - River View,1  ,August 2020,Couple," Nice room, good location and staff.",9.0,Very pleasant,0,1,location|staff|
United Kingdom,Superior Double Room,4  ,August 2020,Family," Excellent location for Westminster sights and for the Southbank attractions.  
Very spacious hallways with a great lobby.  Very polite & friendly staff.
Well-equipped rooms & v comfortable bed.
Very good sanitation procedures.",9.0,Great location for a hotel,0,1,location|staff|comfort|bed|
United Kingdom,One-Bedroom Suite with Kitchenette and Balcony - River View,1  ,August 2020,Couple, Lovely and spacious! Love love loved the view from my balcony,10.0,Exceptional,0,1,location|
United Kingdom,Executive Double Room,2  ,August 2020,Solo traveler," A wonderful room, and the staff were magnificent. Everything was well laid out to deal with the current situation. Very helpful, friendly and professional",9.0,Short business trip made very comfortable due to a well run hotel.,0,1,staff|
United Kingdom,Executive Double Room - River View,1  ,July 2020,Couple," Breakfast was delightful with a promo service. Lots of choice and a good
Amount.",9.0,Excellent service stunning location and highly recommend. Will be staying again.,0,1,food|staff|
United Kingdom,Executive Double Room,2  ,July 2020,Couple, The breakfast though rather expensive was plentiful and full of variety.,10.0,Beautiful location and really comfortable rooms.,0,1,food|price|
United Kingdom,One-Bedroom Suite with Balcony and River View,1  ,July 2020,Family, Amazing room and balcony room 1318,9.0,Amazing! Would have been 110% if we could have used the pool,0,1,
United Kingdom,Executive Double Room,1  ,July 2020,Couple, The room was great lovely lounge area with large TV bedroom area had a great view of the London Eye and big Ben and so quite a great night stay,10.0,Exceptional,0,1,location|tv|bathroom|
United Kingdom,Executive Double Room - River View,1  ,July 2020,Couple, The Room was fantastic and clean,7.0,Lovely Hotel in the heart of London,0,1,dirty|
United Kingdom,One-Bedroom Suite with Kitchenette and Balcony - River View,1  ,July 2020,Group, Everything,10.0,Really nice,0,1,
United Arab Emirates,Executive Double Room - River View,1  ,March 2020,Family, The staff were brilliant,7.0,Good,0,1,staff|
United Kingdom,Executive Double Room,3  ,March 2020,Solo traveler," The breakfast room was absolutely gorgeous, the staff greeted me enthusiastically and made me feel really welcome.",10.0,Very comfortable stay,0,1,food|staff|
United Kingdom,Family King Studio with Kitchenette,1  ,March 2020,Couple," We were lucky enough to be upgraded to a suite with a separate living room and a kitchen! It was lovely! Great amount of space, river view room and I even had a lovely relaxing bath!",9.2,Wonderful,0,1,bathroom|location|
Singapore,Executive Double Room,1  ,February 2020,Solo traveler, The location was superb. Just in the middle of everything and easily accesible. Staff were very friendly and helpful.,8.0,Very Good,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler," Clean , smart and great beds and bathrooms",10.0,Exceptional,0,1,dirty|bed|bathroom|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple, The view was amazing. The room was beautiful. The added extras for my husband’s birthday were very sweet,10.0,Very special - shame about the restaurant,0,1,location|
United Kingdom,One-Bedroom Suite with Balcony and River View,1  ,March 2020,Couple," The hotel is always clean, the staff always polite.",10.0,"Do you want a nice place to stay, this is the one of the best hotels in London",0,1,dirty|staff|
Australia,Studio Double Room with Sofa Bed,3  ,March 2020,Family," Fantastic location, clean rooms, nice breakfast area. Professional staff",9.0,Top notch hotel,0,1,location|dirty|food|staff|
United Kingdom,Executive Double Room,1  ,March 2020,Couple, That was great,10.0,Exceptional,0,1,
United States of America,Superior Double Room,3  ,March 2020,Couple," Great location! Walking distance from train and lots of great area attractions, restaurants & bars. Restaurant bar has great view of the river too.",8.0,Great Location With Gorgeous Views!,0,1,location|restaurant|drink|
United Kingdom,Suite,1  ,March 2020,Solo traveler," Location excellent, staff all lovely, even though the current state of the Country with the Coronavirus Pandemic, I thought the hotel was really helpful considering how quiet London is they still put 100% on ensuring guests stay was spot on, well done to all the staff.",10.0,Exceptional,0,1,location|staff|covid|noisiness|
United Kingdom,Superior Double Room,2  ,March 2020,Couple, The staff were all exceptionally friendly and helpful. The view from our room was lovely and the room and bathroom were both very spacious.  Breakfast was also very good. I would certainly return to this hotel.,9.0,Wonderful,0,1,staff|location|bathroom|food|
United Kingdom,Superior Double Room,1  ,February 2020,Couple," Location is excellent, staff very friendly",8.0,Ideal position for weekend break,0,1,location|staff|
United Kingdom,Family King Studio with Kitchenette,1  ,March 2020,Family," As always we had a lovely stay and the staff were very helpful , we will be returning at Christmas . Thank you",10.0,Returning Customer,0,1,staff|
United Kingdom,Superior Double Room,3  ,March 2020,Solo traveler, Pleasant and helpful staff,10.0,Exceptional,0,1,noisiness|staff|
United Kingdom,Executive Double Room,2  ,March 2020,Couple, Locality,8.8,Excellent,0,1,
United Kingdom,Executive Double Room - River View,3  ,March 2020,Couple," The staff were friendly & helpful, especially a young  lad who bought all our luggage up to our room for us ( I think he was on work experience)the room was a nice size with a fantastic view,comfortable bed ,good sized tv , bathroom modern & clean ,lighting & curtains remote controlled which was very handy.swimming pool ,steam room and sauna were really relaxing after a busy day.",7.1,Good,0,1,staff|location|comfort|bed|tv|bathroom|dirty|fitness|
United Kingdom,Superior Double Room,3  ,March 2020,Couple, This hotel was booked last minute for my son and his girlfriend who had already booked with booking.com and when got to the first place was disgusting so l found this hotel for them the staff were amazingly helpful when he got there and was over the moon with there help and the room I had booked so thank very much he loved the 3 night stay and said the breakfast was fantastic once again thank you very much,10.0,Exceptional,0,1,location|staff|food|
United Kingdom,Executive Double Room,1  ,March 2020,Couple, The  receptionist Jodie was very  kind and looked after  us very well .,8.0,Very Good,0,1,
United Kingdom,Superior Double Room,1  ,March 2020,Family," This is a good location and the river view rooms are really nice also the suites are lovely too , the cheaper rate rooms aren’t as nice but if you pay abit more it’s worth it at this hotel .",10.0,Exceptional,0,1,location|price|
Nigeria,Suite - River View,1  ,March 2020,Group, Lovely state of the art hotel. Great location (right at the heart of central London). Loved everything about it,10.0,Exceptional,0,1,location|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple, The view of parliament and the Thames was amazing,9.0,Wonderful,0,1,location|
United Kingdom,Executive Double Room,1  ,March 2020,Couple," Hotel was really nice, Room was very clean and bed was comfortable, staff very welcoming and kind, bar area overlooking thames was a yreat,  we will be staying again and would recommend",10.0,Excellent,0,1,dirty|bed|comfort|staff|drink|restaurant|location|
United Kingdom,Superior Double Room,1  ,March 2020,Couple, Friendly polite receptionist Jodie,9.0,Very comfortable and clean with friendly staff,0,1,staff|
United Kingdom,Superior Twin Room,1  ,March 2020,Couple," Staff were so helpful, great location and lovely room.",10.0,Exceptional,0,1,staff|location|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple, So the location and everything was very good but it had its downfalls,8.3,Very nice but,0,1,location|
United Kingdom,Executive Twin Room,2  ,March 2020,Solo traveler, Great location,10.0,Exceptional,0,1,location|
United Kingdom,Executive Double Room - River View,2  ,March 2020,Couple, Excellent location and accommodation was perfect.,10.0,Exceptional,0,1,location|
United Kingdom,Superior Twin Room,1  ,February 2020,Solo traveler, repeat visitor. great location for my work and great facilities. will be back.,9.0,repeat visitor. great location for my work and great facilities. will be back.,0,1,location|
United Kingdom,Superior Double Room,4  ,December 2019,Solo traveler, repeat visitor. great location for my work and great facilities. will be back.,9.0,repeat visitor. great location for my work and great facilities. will be back.,0,1,location|
United Kingdom,Executive Double Room,1  ,March 2020,Couple, Valet parking was great and loved the style of the hotel. Great location too which meant lots of things to do and see were a short uber away.,10.0,we had a great time,0,1,parking|comfort|location|
United Kingdom,Executive Double Room,2  ,March 2020,Couple," The rooms were fantastic. We booked and executive room and had Elemis toiletries in addition to robes and slippers. The curtains were operated by buttons at the side of your bed and there was a large TV. The hotel was so clean, we were only there 2 nights and we put our cleaning light on the room door and our room was cleaned and bedding was changed with clean towels provided. The location was fantastic for the price we paid. It's a ten minute walk from the London eye down the river and there is a small shop right next door that sold food and drinks. We went for a few drinks in the bar, views were lovely and cocktails were about £15 each. Live singers were on and atmosphere was great.",10.0,Fantastic staff.,0,1,bed|tv|dirty|bathroom|location|price|restaurant|drink|food|
United Kingdom,Superior Double Room,1  ,March 2020,Couple," Breakfast very good, comfortable bed.  Quick and helpful reception.",8.0,Good,0,1,food|comfort|bed|staff|
Germany,Executive Twin Room,3  ,March 2020,Group," -Modern Rooms and modern controls for TV, Lights, Curtains
-Good Location, Within walking distance to  Vauxhall underground and bus station just in front of Hotel
-Good Internet
-Clean Rooms
-Friendly Staff",8.0,Very Good,0,1,comfort|tv|location|dirty|staff|
Kuwait,Superior Twin Room,2  ,March 2020,Family, The property was very professional and clean and the staff were very friendly,10.0,Exceptional service,0,1,dirty|staff|
United Kingdom,Executive Double Room,1  ,March 2020,Couple," The best breakfast selection, fantastic staff, comfy and great location.",10.0,"Excellant quality, great food and brilliant staff",0,1,food|staff|comfort|location|
United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler," the sausages are amazing, its a bit too split up in terms of where all the food is.
would've liked filter coffee",9.0,Wonderful,0,1,drink|food|
United Kingdom,Executive Double Room - River View,2  ,March 2020,Group," Liked everything about hotel , great place to stay",10.0,Exceptional,0,1,location|
United Arab Emirates,Superior Double Room,3  ,March 2020,Couple, check in/out was smooth.,8.0,Very Good,0,1,
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple," The river view was amazing and the location was great, within walking distance to the London Eye and close to all transports. The bed was quite big and comfy, and the room looked smart.",9.0,The view was the best,0,1,location|bed|comfort|
Poland,Superior Double Room,2  ,February 2020,Couple," Comfortable hotel, good location and very good restaurant onsite!",9.0,Wonderful,0,1,comfort|location|restaurant|
Belgium,Superior Double Room,2  ,March 2020,Solo traveler, Nice hotel with great infrastructure next to the city center. The staff is very helpful and welcoming.,9.0,Nice modern hotel on the river side,0,1,location|staff|
United Kingdom,Family King Studio with Kitchenette,2  ,March 2020,Couple," Great location, staff extremely friendly and helpful. Valet parking a plus and dog friendly. Already booked our next stay",10.0,Another great stay,0,1,location|staff|parking|
Australia,Superior Double Room,1  ,March 2020,Solo traveler," Location, cleaniness and comfort",9.6,Exceptional,0,1,location|comfort|
United Kingdom,Executive Double Room,1  ,March 2020,Group, Curtains and lights controlled by a little monitor,10.0,Exceptional,0,1,
France,Studio Double Room with Sofa Bed,1  ,March 2020,Family, The design of the room,9.0,Wonderful,0,1,
United Kingdom,Executive Double Room,1  ,March 2020,Couple, Very clean and perfect location for our plans for the weekend,10.0,Exceptional,0,1,dirty|location|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple," Great location, amazing hotel, clean modern, spacious room, would recommend the river view. You can sit in your room and while away time watching the boats and the London Eye. The bar and executive breakfast lounge has views over the river too. Vauxhall is nearest underground station and is only a few mins walk away - you are in central London in no time. 
Rooms have electric curtains and touch controls for lighting and heating. Coffee maker, tea and hot chocolate and biscuits in the room. Bath and large wet room shower in the room. 
Staff were courteous, polite and helpful. Absolutely great value for money, rooms were quiet, spacious, comfortable and clean - would definitely stay again and will be recommending to family and friends.",10.0,Amazing,0,1,location|dirty|comfort|drink|restaurant|food|temperature|bathroom|staff|price|noisiness|
United Kingdom,Suite - River View,1  ,March 2020,Couple, Upto date rooms.. very spacious,10.0,Excellent,0,1,
United Kingdom,Superior Double Room,2  ,March 2020,Couple," Room was comfortable, clean. Great location and helpful staff.",8.0,Very Good,0,1,comfort|dirty|location|staff|
United Kingdom,Suite,1  ,March 2020,Couple," Really lovely and clean, friendly staff and the location was amazing.",10.0,Exceptional,0,1,dirty|staff|location|
United Kingdom,Executive Twin Room,2  ,March 2020,Couple," The smell of the hotel was amazing 
The staff were always helpful and friendly",10.0,Exceptional,0,1,staff|
United Kingdom,Superior Twin Room,1  ,March 2020,Group, Excellent location and beautiful hotel. Staff were really friendly and helpful.,9.0,On the whole a great stay.,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler, Room and hotel are beautifully decorated and facilties were great.,8.0,Very Good,0,1,
United Kingdom,Superior Twin Room,5  ,December 2019,Family, Room service was unexpectedly great.,7.5,Good,0,1,staff|
United Kingdom,Superior Twin Room,1  ,March 2020,Family, Check in easy and quick staff fabulous.,8.0,Very Good,0,1,staff|
United Kingdom,One-Bedroom Suite with Kitchenette (3 Adults),1  ,March 2020,Family," The property is located on the London embankment. This means that one can walk to the Houses of Parliament, the London Eye and a host of restaurants in less than 10 minutes. It is also has a selection of tube and bus services nearby if you don’t want to drive. The suite we stayed in was very comfortable and well equipped. We had a riverside view, which was fantastic, (you can request this). The alternative is a train track or other buildings! 
Overall the staff were the absolute best feature of the hotel - genuinely helpful, funny and attentive.",8.3,Very Good,0,1,location|restaurant|staff|comfort|
United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler, Bedroom was great,8.0,Very Good,0,1,bathroom|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple, Outstanding place with a great view. Very central to all places. River view was awesome!!!,9.6,Exceptional,0,1,location|
United Kingdom,Superior Twin Room,1  ,March 2020,Family," Good  location, comfortable and great staff.",9.0,Wonderful,0,1,location|comfort|staff|
United Kingdom,Executive Double Room,1  ,February 2020,Solo traveler, Very comfortable bed,8.8,A very comfortable stay,0,1,comfort|bed|
United Kingdom,Superior Double Room,1  ,March 2020,Couple, I liked the live evening entertainment at the bar.,9.0,"Lovely experience, be back soon.",0,1,tv|drink|restaurant|
United Kingdom,Superior Twin Room,1  ,March 2020,Group," Mood lighting in the room, size of the bed, room service, cheesy chips, macaroons",9.0,Lovely stay,0,1,bed|staff|
United Kingdom,Superior Double Room,3  ,March 2020,Couple," The reception and door staff were amazing, very pleasant. The hotel was overall very clean and very good.",9.2,Wonderful,0,1,staff|noisiness|dirty|
Kenya,Superior Double Room,4  ,March 2020,Solo traveler, all was well as this was the second time to stay at your facility. I would not hesitate to recommend my friends to your facility. also location was excellent for my short trips.,10.0,my stay  at your facility was fantastic,0,1,location|
United Kingdom,Superior Double Room,2  ,March 2020,Couple, Reception staff very helpful. Voucher for £10 off bar as we decided not to have room service,9.0,Wonderful,0,1,staff|drink|restaurant|
United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler," Amazing room, amazing view!!!",10.0,Exceptional,0,1,location|
Ireland,Studio Double Room with Sofa Bed,3  ,February 2020,Family," The staff, food & wine of course!",10.0,"The staff made our stay, all of them went above and beyond.",0,1,staff|drink|food|
United Kingdom,Superior Double Room,3  ,March 2020,Solo traveler, Excellent location.,9.0,I have used this hotel on thre occasion and each visit has been a pleasant experience,0,1,location|
United States of America,Executive Double Room - River View,5  ,February 2020,Couple, Everything,10.0,Exceptional,0,1,
Malta,Superior Double Room,3  ,March 2020,Couple," Very clean, smells amazing as you walk in, great selection at breakfast",10.0,Exceptional,0,1,dirty|food|
United Kingdom,Superior Double Room,3  ,March 2020,Couple, Breakfast was good. My dietary needs looked after well. Staff very attentive.,7.0,Not our first stay here and hopefully not the last.,0,1,food|staff|
Albania,Superior Twin Room,5  ,February 2020,Group," we had a very comfort stay at plaza, the staff was very very nice, the facilities the breakfast was very large and nice, the dinners under the music was perfect to pass the great time in London, thanks to all the staff there",10.0,nice stay at plaza,0,1,comfort|staff|food|
United Kingdom,Superior Double Room,1  ,March 2020,Couple," Room was very clean and comfortable with a good view of the River Thames. It was our anniversary and the hotel made a real effort with a card, petals and anniversary display in the room - much appreciated. Food in the bar/restaurant was good value and excellent. Bar has a 180 degree view of the river.",10.0,"An enjoyable, relaxing stay overlooking the Thames",0,1,dirty|comfort|location|tv|drink|food|restaurant|price|
Ireland,Superior Twin Room,2  ,March 2020,Solo traveler," The views of the Thames, green initiative re room cleaning, pool and steam room, Concierge.",8.0,Very Good,0,1,location|dirty|fitness|
United Kingdom,Executive Double Room - River View,1  ,March 2020,Couple," Amazing stay, I would recommend a room with river view",10.0,Exceptional,0,1,location|
United Kingdom,Executive Double Room,1  ,March 2020,Couple," Lovely hotel, great location",7.5,Good,0,1,location|
United Kingdom,Superior Double Room,2  ,March 2020,Couple, Staff were amazing - friendly and helpful. Room was comfortable. Breakfast was lovely and the upgrade to the executive lounge for breakfast was much appreciated. Amazing views. Bar was pleasant too.,8.0,"A lovely, relaxing stay. Friendly staff and excellent breakfast.",0,1,staff|comfort|food|location|drink|restaurant|noisiness|
