Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities
United Kingdom,Superior Room with River view,1  ,September 2020,Couple, Rooms view cleanliness staff,9.0,Pleased,1,location|dirty|staff|
United Kingdom,Standard Room,1  ,September 2020,Couple, Best part of the stay was the breakfast,7.0,"Average, but expensive bar",1,food/drink|
United Kingdom,Standard Room,2  ,September 2020,Family, The Covid 19 measures were great and relatively unobtrusive.  The access to the town centre was good.  It was quiet in the room. Lots of parking nearby.,8.0,"Thank you for a quiet, clean stay.",1,covid|location|noisiness|parking|
United Kingdom,Superior Room with River view,2  ,September 2020,Couple," Really friendly and courteous staff and good spacious, clean rooms. The pool is lovely and the location is great - 15-20 walk to Albert Dock and the town centre. Fantastic value for money.",9.0,Beautiful hotel in central location with great staff,1,staff|dirty|fitness|location|price|
United Kingdom,Superior Room with River view,2  ,August 2020,Couple," Great location and a good price, staff was very helpful",7.0,Good location and a cheap weekend stopover,1,location|price|staff|
United Kingdom,Premium Room with River View,2  ,September 2020,Couple," The location was very good
The viewing was exceptional",9.0,Wonderful,1,location|
United Kingdom,Junior Suite,2  ,September 2020,Couple," Location is very good with many decent pubs, restaurants etc. within easy walking distance from the hotel.  Hotel staff were also very helpful.",7.0,Good mini-break; shame about the restaurant food.,1,location|restaurant|staff|
United Kingdom,Standard Room,1  ,September 2020,Couple, Breakfast was lovely however sausages ran out so had to wait 15 minutes.,8.0,"Nice Peaceful stay, much needed",1,food/drink|
United Kingdom,Premium Room with River View,1  ,September 2020,Couple, Didnt have breakfast - too expensive for what we eat. Location a bit out of main town centre / Albert Dock but not too far to walk (if not raining)z,7.0,Was quite good. Unfortunately didn’t have time to use pool.,1,food/drink|price|location|
United Kingdom,Superior Room with River view,2  ,September 2020,Couple, The hotel was clean and most staff were approachable at all times.,7.0,Good,1,dirty|staff|
United Kingdom,Superior Room with River view,2  ,September 2020,Couple," Great location, easy to walk into town. Lovely staff and nice breakfast, good WiFi. Great views and good adherence to social distancing rules.",8.0,Liverpool stay,1,location|staff|food/drink|internet|
United Kingdom,Superior Room with River view,2  ,September 2020,Couple, Bed very comfortable. Great choice at breakfast and the manager couldn't do enough. Location was fine for walking into town,7.0,Good stay,1,bed|comfort|food/drink|location|
United Kingdom,Standard Room,1  ,September 2020,Family," Location, quality of room excellent.",8.0,Enjoyable.,1,location|
United Kingdom,Superior Room with River view,1  ,September 2020,Couple, Lovely stay. Will certainly come again,9.0,Wonderful,1,
United Kingdom,Standard Room,1  ,September 2020,Couple," Comfy beds, don't normally sleep well at hotels, but had a great night's sleep. Shower good. Breakfast lovely and breakfast staff amazing.",8.0,Comfy beds,1,comfort|bed|bathroom|food/drink|staff|
United Kingdom,Premium Room with River View,1  ,September 2020,Solo traveler," Cant really fault anything. Room was nice and clean, bed was huge and the view was amazing.",9.0,Best yet,1,dirty|bed|location|
United Kingdom,Superior Room with River view,1  ,September 2020,Couple," Room was large, very clean excellent view of the mersey, room had been deep cleaned before check in. Staff were friendly and efficient and there was clear signage to aid social distancing, aswell as sanitising facilities.
Bed was very comfortable, no noise outside as windows sound proof. 
Only a short 10 minute walk to Liverpool Town centre exchange flags with bars and restaurants.
Would definitely stay again.",8.0,Very Good,1,dirty|location|staff|bed|comfort|noisiness|restaurant|
United Kingdom,Superior Room with River view,2  ,September 2020,Family," Breakfast was good at the weekend 
Town central",7.0,Good,1,food/drink|location|
United Kingdom,Standard Room,1  ,September 2020,Group," Really nice & clean , staff were all polite and helpful with spots to go out to in Liverpool",9.0,Wonderful,1,dirty|staff|location|
United Kingdom,Premium Room with River View,2  ,September 2020,Family, Bed was really comfortable & sea view was great too.,7.9,Good,1,bed|comfort|location|
United Kingdom,Standard Room,1  ,September 2020,Couple, Size of bed.,9.0,Wonderful,1,bed|
United Kingdom,Superior Room with River view,2  ,August 2020,Couple," Clean, helpful staff, decent leisure facilities. The ice dispenser on our floor was pretty cool ! The bed was really comfy and big. Great location.",8.0,Lovely hotel,1,dirty|staff|bed|comfort|location|
United Kingdom,Standard Room,2  ,September 2020,Solo traveler, Liked the room i was in when it was changed for me. Nice views and comfortable.,8.0,Sweet with a little sour,1,location|comfort|
United Kingdom,Standard Room,2  ,September 2020,Family, Staff with one exception were friendly & helpful.  Chloe was rude and actually went out of her way to embarrass us about our evening meal we thought had been billed to our but needed to be paid at the restaurant.  Rose at breakfast was a delight.  Vinchenza at the bar on friday was delightful and so helpful.,7.0,Good,1,staff|food/drink|price|restaurant|
United Kingdom,Standard Room,2  ,September 2020,Couple, The only problem was that through booking.com we booked breakfast included but the hotel said it wasnt included luckily I had screen shorted the booking and they allowed us to have breakfast,9.0,Wonderful,1,food/drink|tv|
United Kingdom,Standard Room,2  ,September 2020,Couple, The room,8.0,Very Good,1,
United Kingdom,Standard Room,1  ,September 2020,Couple, The hotel was extremely clean and staff where polite and helpful. Great location!,8.0,Very Good,1,dirty|staff|location|
United Kingdom,Standard Room,3  ,September 2020,Couple, Comfy room and facilities were brilliant. Staff were kind and helpful. Would definitely stay again.,7.0,Good,1,comfort|staff|
United Kingdom,Standard Room,2  ,September 2020,Couple," The bed was very comfy, very clean and liked the supplements around the room. Would go again and recommend",9.0,Very good would recommend,1,bed|comfort|dirty|
United Kingdom,Superior Room with River view,2  ,September 2020,Couple, The cleanliness and room were very comfortable,9.0,Great stay,1,dirty|comfort|
United Kingdom,Standard Room,3  ,September 2020,Family, Atmosphere,9.0,We enjoyed staying at Radison blue Liverpool,1,
United Kingdom,Premium Room with River View,2  ,September 2020,Couple," Facilities excellent, location perfect, spotlessly clean, huge comfortable bed, leisure facilities open for use (with a few exceptions).",8.0,Fantastic stay in Liverpool,1,location|dirty|comfort|bed|
United Kingdom,Superior Room with River view,4  ,August 2020,Couple, Paid for an upgrade for sea view and was happy with the view,8.0,Pleasant stay clean and tidy rooms.,1,price|location|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Great location,9.0,Wonderful,1,location|
United Kingdom,Standard Room,2  ,September 2020,Couple, The overall conditions for the price,9.0,Wonderful,1,price|
United Kingdom,Standard Room,2  ,September 2020,Family," Shower, towels and bedding excellent. Location great, and good price.",8.0,Very Good,1,bathroom|bed|location|price|
United Kingdom,Standard Room,2  ,August 2020,Couple," Location very comfortable bed, lovely staff",8.0,Very Good,1,location|comfort|bed|staff|
United Kingdom,Standard Room,1  ,August 2020,Couple, Not great under the new rules,7.0,Good,1,
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Bed was big and comfy,7.0,"Disappointed with the ""River View """,1,bed|comfort|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Spacious room with lovely view.,7.0,Good,1,location|
United Kingdom,Superior Room with River view,1  ,August 2020,Family," The bed was amazing and the most comfortable of any hotel I have stopped in, pillows lovely as well. A great nights sleep.  The architecture in the building is lovely.  We used the pool and the staff in that area very friendly and helpful.  Hotel was very clean and in a good location for the docks and city centre.",8.0,"Very good value for money for room only,  but eat and drink elsewhere.",1,bed|comfort|fitness|staff|location|dirty|
United Kingdom,Superior Room with River view,2  ,August 2020,Couple, Bed was extremely comfortable. Shower had good water pressure.,7.0,Good,1,bed|comfort|bathroom|dirty|
United Kingdom,Standard Room,2  ,August 2020,Couple, very nice hotel staff was nice and very helpful,9.0,nice and relaxing stay,1,staff|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple," We stayed at the Radisson Blu last night, being post lockdown we were still required to use masks in the breakfast room this morning which the hotel supplied along with hand sanitiser 
There were also stations with masks and sanitiser in the reception area 
Social distancing prompts throughout the hotel were being followed by staff and guests alike 
Beautiful breakfast was excellent value for money 
The property was very clean and comfortable very welcoming after traveling in to the city 
Only downside was the AC wasn’t very cool so rather hot and uncomfortable overnight 
Trouser press didn’t work which really wasn’t a problem and the bar that held the shower head came off as I tried to adjust it, meaning we could use the shower this morning but there was a lovely deep/wide bath so also not a big problem 
We reported it to reception and the said they we get this repaired straight away 
Definitely would stay again",8.0,Great stay,1,food/drink|staff|location|price|dirty|comfort|restaurant|bathroom|
United Kingdom,Standard Room,3  ,August 2020,Group," Issues resolved quickly (maintenance came out within an hour after we spoke to reception about heating issue.
Very accommodating for a powered wheelchair user. Good size of room and bathroom
Thorough evacuation plan in place (reassuring when you have mobility issues.
Staff extremely friendly and cheerful.
Comfy bed.
Pool and whirlpool facility were great, it was a shame (understandably) due to covid no sauna or spa facility.
Powerful shower.",9.0,"Great for a city break, very wheelchair friendly!",1,staff|temperature|bathroom|location|comfort|bed|fitness|covid|
United Kingdom,Superior Room with River view,2  ,August 2020,Family," Near enough to town to walk to restaurants, bars attractions < 1.2miles, good facilities, comfortable bed, nice hot shower, well spec’d gym, swimming pool (didn’t use pool) good breakfast, and great staff.",8.0,City break to Liverpool,1,location|restaurant|comfort|bed|bathroom|fitness|food/drink|staff|
United Kingdom,Superior Room with River view,2  ,August 2020,Couple," The bed, location & breakfast",8.8,Excellent,1,bed|location|food/drink|
United Kingdom,Standard Room,1  ,August 2020,Solo traveler," Booked online at 2355. When I walked in at just after midnight, everything was ready for me. Spot on.",9.0,Perfect for an overnighter.,1,internet|location|
United Kingdom,Premium Room with River View,1  ,August 2020,Couple, The staff attitude is positive and friendly.,8.0,A end of holiday stay,1,staff|
United Kingdom,Superior Room with River view,2  ,August 2020,Solo traveler, Staff,9.0,Wonderful,1,staff|
United Kingdom,Superior Room with River view,4  ,August 2020,Solo traveler, Massive bed and spacious bathroom. Good WiFi and big TV. River view from west-facing room was cool,8.0,Very Good,1,bed|bathroom|internet|tv|location|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Bed ..staff..location,7.0,Short stay liverpool,1,bed|staff|location|
United Kingdom,Superior Room with River view,2  ,July 2020,Couple, Room was nice,8.0,Very Good,1,
United Kingdom,Superior Room with River view,2  ,August 2020,Couple, Hotel is a little out of the centre maybe a ten minute walk.  Rooms very comfortable and clean.  Breakfast had a lovely selection of both hot and cold food. Would definitely recommend this hotel.,9.0,Nice hotel for a short break,1,location|comfort|dirty|food/drink|
United Kingdom,Standard Room,2  ,August 2020,Family, Spacious room with fabulous beds and black out curtains so I had two really good nights' sleep as it was also well sound-proofed. Good breakfast despite Covid 19 difficulties. The hotel had clearly worked hard to introduce sensible safety measures.,8.0,"Nice central location, comfortable and spacious room, good breakfast",1,bed|noisiness|food/drink|covid|
United Kingdom,Standard Room,2  ,August 2020,Couple," Hotel was lovely, really clean and tidy everywhere!!",8.0,Recent staycation,1,dirty|
United Kingdom,Standard Room,2  ,August 2020,Couple, The room was lovely and location was good,8.0,Very Good,1,location|
United Kingdom,Standard Room,1  ,August 2020,Group, Comfortable beds. Room was clean and tidy. Spacious.,8.0,Great place to stay.,1,comfort|bed|dirty|
United Kingdom,Standard Room,4  ,August 2020,Group," The standard room was lovely, had a very comfortable bed and plenty of space for a couple of nights. The breakfast was wonderful. Staff are lovely and very helpful with queries. The social distancing protocols were perfectly laid out and very clear. Great location.",7.0,"Enjoyable stay, professional regarding social distancing precautions.",1,comfort|bed|food/drink|staff|location|
United Kingdom,Standard Room,1  ,August 2020,Couple," A lovely room with a good sized bed. Great facilities in the room including hair dryer, ironing board and trouser press. ice producer near the lifts as well as an automatic shoe shiner.",9.0,A great stay feeling comfortable and healthy from start to finish,1,bed|location|
United Kingdom,Premium Room with River View,2  ,August 2020,Couple," Lovely room, great view, great bed, great shower, nice reception and friendly welcome",7.0,Nice hotel whose I attention to detail let it down a bit,1,location|bed|bathroom|staff|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple," The hotel itself was beautiful and the staff where lovely.  The locations perfect for getting around.  I appreciate the pandemic has had an affect on businesses but dont book out rooms that have issues, it lowers the standard.",7.0,Good,1,staff|location|covid|
United Kingdom,Standard Room,2  ,August 2020,Couple, Welcoming,8.0,Very Good,1,
United Kingdom,Standard Room,1  ,August 2020,Solo traveler, Modern and clean.p,9.0,Wonderful,1,comfort|dirty|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple," Amazing building, very modern and great view from the room (river side)",9.0,"Great hotel, great location.",1,comfort|location|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Clean and room excellent,9.0,Wonderful,1,dirty|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple," Good location, only a few minutes walk to liverpool one and the centre. The docks are just around the corner. Enjoyed our stay.",8.0,Very Good,1,location|
United Kingdom,Standard Room,3  ,August 2020,Couple, Good location friendly staff,7.0,Good stay would go back,1,location|staff|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, Location and view from the room,8.0,Very Good,1,location|
United Kingdom,Superior Room with River view,3  ,August 2020,Couple, the room was a good size and very comfortable - views from the window were beautiful - close walking distance to the city centre. Easy access for ubers,8.0,brilliant,1,comfort|location|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple, The hotel was very clean and followed all the COVID-19 guidelines. The bed was really comfortable and was lovely to have a nice air-conditioned room with thick black out curtains for a good quality sleep.,8.0,"Very clean, comfortable rooms. Followed all COVID guidelines.",1,dirty|covid|bed|comfort|temperature|
United Kingdom,Standard Room,1  ,August 2020,Group," The facilities 
Ice machine in the corridor. Breakfast was amazing",9.0,Wonderful,1,food/drink|
United Kingdom,Superior Room with River view,2  ,August 2020,Couple," Breakfast was fantastic, the facilities were tremendous and everything was to covid guidelines especially with hand sanitiser in the room! Wide variety for breakfast and the staff were very helpful and always happy to help with any enquiries. The tv was excellent and the bed was more than adequate for the both of us.",9.0,"Comfortable, cosy, high standard, great value for money, smashing breakfast.",1,food/drink|covid|staff|tv|bed|
United Kingdom,Superior Room with River view,1  ,August 2020,Family, Good size of room and bathroom.,7.0,One night,1,bathroom|
United Kingdom,Premium Room with River View,3  ,August 2020,Couple, Location and staff.,7.0,Disappointed for a hotel chain of their standing.,1,location|staff|
United Kingdom,Superior Room with River view,1  ,August 2020,Couple," Location fairly central but not a place to go with a car! 
Food in the White Bar very nice and very plentiful!!
Good adherence to COVID rules.",7.0,Pleasant nights stay. We like Liverpool!,1,location|parking|food/drink|restaurant|covid|
