Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Couple," It wasn’t our first stay at Westminster Plaza, and as usual staff were attentive and amazing, despite the situation regarding Covid. From security and Reception was faultless. 
My husband had breakfast and it was really good, I can only thank everyone at the Westminster Plaza. Looking forward to my next stay there.",10.0,Amazing stay,0,1,staff|covid|food|
United Kingdom,Superior Double Room with Internal View,2  ,January 2021,Couple, The reception were superb in promptly responding to our request.,9.0,Great Covid compliance and great staff!,0,1,staff|
United Kingdom,Studio King (Family),1  ,December 2020,Family, We asked if possible to have a room with a view of Big Ben as my 5yr old is London mad! Room was amazing and the view definitely had the wow factor. Thank you,10.0,Exceptional,0,1,location|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," The hotel was in a beautiful location and the staff was nice and helpful. I loved loved staying on the hotel, even that it was on Covid times.",10.0,"Beautiful view, helpful staff",0,1,location|staff|covid|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple, Beautiful,9.0,Amazing,0,1,
United Kingdom,Superior Double Room,1  ,December 2020,Couple, Location was fantastic. Staff friendly. Breakfast was delicious. Rooms were clean and tidy and very spacious.,9.0,Fabulous night away. Beautiful hotel,0,1,location|staff|food|dirty|
United Kingdom,Studio King (Family),2  ,December 2020,Solo traveler, Excellent stay! Beautiful room. The bath was great. One of my favourite hotels.,10.0,Excellent stay!,0,1,bathroom|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple, Everything!!! Really really lovely hotel we will be back great service everything was brilliant,8.0,Brilliant,0,1,staff|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple," The food was lovely, the staff were great and the view was amazing",9.0,Wonderful,0,1,drink|food|staff|location|
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Family, Great location,10.0,Staff were amazing,0,1,location|
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Group," Stunning view, very clean and professional, very accommodating!",10.0,Beautiful:),0,1,location|dirty|
United Kingdom,Superior Twin Room with Internal View,3  ,December 2020,Group, Lights room bathroom view location comfort,9.0,Wonderful,0,1,bathroom|location|comfort|
United Kingdom,Studio King (Family),3  ,November 2020,Family," Location, facilities, service",9.0,Wonderful,0,1,location|staff|
United Kingdom,Superior Double Room with Internal View,3  ,December 2020,Solo traveler," Clean, comfortable, staff absolutely wonderful! Room service excellent.",10.0,Excellent,0,1,dirty|comfort|staff|
Greece,Studio Double Room with Big Ben View,2  ,December 2020,Family," Location, rooms
The guy at the reception called Ben",8.0,Very Good,0,1,location|staff|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," The fact that our receptionist ubrgarded our stay, she was very attentive and  made our stay more memorable. Thank you and surely we will return.",10.0,Super service,0,1,
United Kingdom,Studio King (Family),1  ,December 2020,Couple," Convenient location, friendly staff, clean and comfortable room.",10.0,Returning guest,0,1,location|staff|dirty|comfort|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, The juice which I ordered was not met with my expectations.,9.0,It was wonderful experience in staying there.,0,1,
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Solo traveler, Everything,10.0,Very Good,0,1,
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Family, English breakfast,10.0,So fantastic,0,1,food|
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Couple, Cheerful staff made us feel welcome. The hotel was well organised in the circumstances and staff were helpful.,9.0,Wonderful,0,1,staff|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Family," The security deposit wasn’t made clear before booking. Had to call people in reception and beg them to lend me some extra money, which meant I couldn’t afford diner for us both!  Travelled here with my 5 year old who was having surgery the next day,",7.0,Was alright but could have been better.,0,1,staff|price|
United Kingdom,Studio King (Family),2  ,December 2020,Family, Location was excellent and breakfast very good,9.0,I really enjoyed the location and it was a good break,0,1,location|food|
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Family, Great Location with an excellent breakfast,10.0,Exceptional,0,1,location|food|
United Kingdom,One-Bedroom Suite,1  ,December 2020,Group, The location is good.,9.0,I spent my birthday here with two of my friends. We stayed in the one bedroom Suite with terrace. The place was very ver,0,1,location|
Australia,Superior Double Room,2  ,December 2020,Couple, Location is perfect. Loved the room and it’s view.,10.0,Exceptional,0,1,location|
United Kingdom,Studio Double Room with Big Ben View,3  ,December 2020,Couple, Amazing location and very clean.,10.0,"Excellent location, lovely hotel and staff, would definitely recommend.",0,1,location|dirty|
United Kingdom,Studio King (Family),3  ,December 2020,Solo traveler," This is an outstanding hotel.  I have stayed in many, many hotels around the world for both business and leisure purposes, however, this is my absolute favourite.  It is exceptionally well-run.  The staff are always professional, polite, attentive and caring.  Nothing is ever too much trouble and there is always somebody available to help or attend to any issue, no matter how small or large the problem.  I cannot recommend this hotel highly enough.",10.0,Exceptional,0,1,staff|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple, The room service food was scrumptious. Was shocked by how good it tasted,8.0,Very Good,0,1,staff|drink|food|
United Kingdom,Studio King (Family),2  ,December 2020,Couple, Clean,8.0,Nice,0,1,dirty|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Solo traveler, The breakfast cleaning the inner room decoration and comfortable bed,10.0,Exceptional,0,1,food|dirty|comfort|bed|
United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Solo traveler, Great location. Staff were very friendly and everything felt covid safe.,8.0,Very Good,0,1,location|staff|covid|
United Kingdom,Studio King (Family),1  ,December 2020,Family," locationtion
Comfortable bed
dark room",7.0,Great hotel. Irritating service.,0,1,comfort|bed|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Family, Everything was excellent just food we couldn’t order because no one answered the phone in reception or kitchen.,8.0,Love it,0,1,drink|food|staff|bathroom|
United Kingdom,Studio Double Room with Big Ben View,2  ,December 2020,Group," The hotel has an iconic and centralised location. Our studio room had the fantastic view of Westminster Bridge and the Big Ben. The staff was very accommodative and helpful, we didn’t have sleepers in both of our rooms so just gave them a call and they brought us within few minutes. Some facilities were closed due to COVID-19 which’s fair enough.",10.0,Exceptional,0,1,location|staff|covid|
United Kingdom,Studio King (Family),2  ,December 2020,Family, Location,7.5,Good,0,1,location|
United Kingdom,Studio King (Family),2  ,December 2020,Family, Breakfast and waitering staff were great,8.0,Very Good,0,1,food|staff|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Group," Location, room service and it is overall a very beautiful hotel!",8.0,Good weekend stay,0,1,location|staff|
United Kingdom,Studio Triple,3  ,December 2020,Family, Location excellent,8.0,Very Good,0,1,location|
United Kingdom,Superior Double Room - Disability Access,3  ,December 2020,Couple," Location was great - only a couple minute walk to London eye! All the staff were very helpful, rose petals and strawberries were left in room for us which was lovely. Room was spacious and comfortable! Overall great stay!",10.0,Amazing! Will stay again!,0,1,location|staff|comfort|
United Kingdom,Studio King (Family),1  ,December 2020,Family," The staff were friendly and read to help when I needed. My children love the decorations and our room, plenty of space , for my children . Surely we are going back next year. 
Thank you",10.0,Our 10 stars hotel,0,1,staff|
United Kingdom,Studio King (Family),1  ,December 2020,Family, Everything was perfect except one thing when I booked big room was london eye view but at reception no one ask us which rooms .,9.0,Its very nice definitely come back,0,1,location|staff|
United Kingdom,Studio King (Family),1  ,December 2020,Couple," I liked the layout of the room, the size of the huuuge bed and the face we had 2 TVs.",7.0,"Loved the hotel, great stay, amazing location!",0,1,bed|tv|
United Arab Emirates,Studio Double Room with Big Ben View,6  ,December 2020,Group, Location,9.0,Wonderful,0,1,location|
United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Couple, Nice hotel in a good location,7.0,Good,0,1,location|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple, Everything was 10/10,10.0,Exceptional,0,1,
United Kingdom,Studio King (Family),1  ,December 2020,Family, Loved everything from service to cleanliness and delicious food an a wonderful night sleep!,10.0,Exceptional,0,1,staff|dirty|drink|food|bed|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, Very clean,10.0,Exceptional,0,1,dirty|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple, Perfect all. Waiting when spa centre will open. Want go back here 100%.,10.0,Dreamy stay. A awesome view on big ben,0,1,fitness|location|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, Room,10.0,Exceptional,0,1,
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, Everything. Fabulous location.,10.0,Exceptional,0,1,location|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," The hotel is absolutely beautiful and clean, all the staff apart from breakfast were very helpful and intentive. The room was lovely with a gorgeous view of the London Eye and they made the extra effort to include balloons for a birthday which was lovely.",8.3,Birthday Weekend,0,1,dirty|staff|food|location|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple," Perfect location, outstanding custiomer service desk, helpful staff and exeptionally clean rooms. Would defo recommend for anybody who likes comfy beds ;)",10.0,BIG WOW! Perfect location,0,1,location|staff|dirty|comfort|bed|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple, Third time staying here at this beautiful hotel and all the staff are welcoming and very lovely great location and beautiful surroundings,10.0,Outstanding,0,1,staff|location|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple," The perfect location, perfect view and excellent service",10.0,London stay,0,1,location|staff|
United Kingdom,Studio King (Family),1  ,December 2020,Family, Location,9.0,Very enjoyable stay,0,1,location|
United Kingdom,Superior Double Room with Internal View,3  ,December 2020,Couple," Location, 
Staff, 
Setting",10.0,Weekend trip,0,1,location|staff|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple," Staff were so friendly, room was spotless and really nice. Love this hotel.",10.0,Exceptional,0,1,staff|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, Breakfast was good and the location was excellent,9.0,Will be going back,0,1,food|location|
United Kingdom,Superior Twin Room with Internal View,2  ,December 2020,Couple, The location was great and some fab views,8.0,Great stay will return,0,1,location|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Family," Good location , room , breakfast",10.0,Was very good,0,1,location|food|
United Kingdom,Superior Twin Room with Internal View,1  ,December 2020,Family, Breakfast tasty and we'll served,10.0,Good,0,1,food|
United Kingdom,Studio King (Family),1  ,December 2020,Couple, Good location,9.2,Wonderful,0,1,location|
United Kingdom,Superior Double Room,1  ,December 2020,Couple, The room was very nice and clean,8.0,The 1 night we had was very enjoyable and would love to stay again for longer,0,1,dirty|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, The bed was amazing massive and super soft. The bath was much bigger than other hotels I have stayed at. Overall great room.,9.0,"Great room, 100% clean?",0,1,bed|bathroom|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Solo traveler, We need the spa to be open because other hotels have and to guide lines,7.0,It was nice but its just little things that make it great,0,1,fitness|
United Kingdom,Studio King (Family),1  ,December 2020,Couple, We was unable to order breakfast to our room dispite trying many times so we went out for breakfast.,8.0,Amazing dispite the lite,0,1,food|
United Kingdom,Studio King (Family),3  ,December 2020,Family, Location - staff - cleanliness,9.0,Wonderful,0,1,location|staff|dirty|
United Kingdom,Studio King (Family),1  ,December 2020,Family, Everything,10.0,Exceptional,0,1,
United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Couple, Spacious room. Nice big bath. Lovely view of London eye.,9.0,Wonderful,0,1,bathroom|location|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple," Location is amazing, right next to the eye and just a short walk across the Thames to Westminster",10.0,Exceptional,0,1,location|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," Beautiful clean shiny all around 
Staff were accommodating and friendly 
Felt very safe 
Got a room with the most beautiful view definitely will book again",10.0,Exceptional,0,1,dirty|staff|location|
United Kingdom,Studio King (Family),2  ,December 2020,Family, I loved the location and the hotel,9.0,Wonderful,0,1,location|
United Kingdom,Two-Bedroom Suite with Terrace,1  ,December 2020,Family, Breakfast was ok location was good rooms was good bed and chairs could of been more comfortable,9.0,Wonderful,0,1,food|location|bed|comfort|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, The room views were amazing. staff were amazing. Room was so clean and new looking.,9.0,Wonderful,0,1,location|staff|dirty|
United Kingdom,Studio King (Family),1  ,October 2020,Group, I customer service was great,10.0,No complaints was perfect  just wish we had access to the spa and swimming pool,0,1,staff|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Family, Everything it was perfect,10.0,One word perfect,0,1,
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, the fact you could get taxi from hotel and everyone was polite,7.0,Was good would stay again but not get breakfast,0,1,staff|
United Kingdom,Superior Double Room with Internal View,1  ,October 2020,Couple," Great location, clean and lovely service.",10.0,Lovely hotel,0,1,location|dirty|staff|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, Great location. Great staff. Everything had been cleaned and the room was as expected !,10.0,Exceptional,0,1,location|staff|
United Kingdom,Superior Double Room with Internal View,3  ,December 2020,Couple," Security team extremely polite and friendly 
Amazing views 
Very quite
Lovely and clean, good room facilities",8.0,Very Good,0,1,staff|location|dirty|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, Lovely view and very modern !!,10.0,Exceptional,0,1,location|comfort|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple, My second visit now. me and the husband love this hotel. boujee lobby and good breakfast,9.0,Wonderful,0,1,food|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," Very clean, very warm, very modern",9.0,Lovely stay!!,0,1,dirty|comfort|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," I liked the big windows, it was very clean and comfortable",7.0,"Decor lets it down, paying for location.",0,1,dirty|comfort|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple," Room, view",10.0,"Excellent service, great comfy beds. I will definitely come back",0,1,location|
United Kingdom,Studio King (Family),2  ,December 2020,Family," Great view of the city, good choice at breakfast. Great guy in the carpark for meet and greet with a very loud whistle for when you need a taxi !",9.0,A great place to stay,0,1,location|food|noisiness|
Pakistan,Superior Twin Room with Internal View,8  ,November 2020,Couple," Room is very beautiful, interior of the room is perfect, facilities in the room was also good, washroom was perfect with the basics requirements, location is center of the london and near to all the famous and historic places, buss stop is next to the property and very near to the underground tube station, overall it was a perfect experience with the Park Plaza Westminster Hotel",8.0,"Overall it was a good experience, i recommend to all.",0,1,location|
United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple, The location was perfect. The room with a view of Big Ben was stunning. Staff and cleanliness couldn’t be faulted and we will definitely be returning!,10.0,Exceptional,0,1,location|staff|dirty|
United Kingdom,Studio King (Family),3  ,December 2020,Group, Polite friendly excellent attention to detail. Nothing is ever too much trouble.,8.0,Perfect location perfect staff and exceptional value for money,0,1,staff|
United Kingdom,Studio King (Family),2  ,December 2020,Group, I found the bed a bit too low and hard as were the pillows. I have fibromyalgia and suffer with my back so to anyone it’s probably ok but I did suffer a bit. I’m also registered blind and the little step into the bathroom caught me out a couple of times. Would have loved a nicer view as the window were superb for a beautiful view unfortunately we had a giant building and a railway line.,9.0,Had a fabulous couple of days. Great base to take a short walk around.,0,1,bed|bathroom|location|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple," Everything, the staff were great. The room we had was exceptional with a good view of London eye. Perfect location for a walk over the bridge into town. Would highly recommend for its value.",10.0,Exceptional,0,1,staff|location|price|
United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Couple," I loved the bathroom size (deep, deep bath) and I loved the view from our room.",9.0,Cold breakfast but everything else was excellent.,0,1,bathroom|location|
Greece,Studio King (Family),1  ,December 2020,Family, The location is PERFECT as well as the view. The room was very comfortable for a family and the staff really helpful in what we needed.,8.0,Very Good,0,1,location|comfort|staff|
United Kingdom,Superior Double Room - Disability Access,2  ,December 2020,Couple, The building of the hotel was amazing specially the decor in side the building.,7.0,Nice  place but need to improve on the guest service,0,1,comfort|
United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple," Our stay at the plaza Westminster was a comfortable one. Our room was ready early, check in was quick and PPE in place for both staff and guests. Unfortunately no facilities were open not even the restaurant but a room service menu was offered . I like that they have security on entrance . The bed was so comfortable and the room was clean and smelt nice on arrival .",8.0,1st week after lockdown,0,1,comfort|location|staff|restaurant|food|bed|dirty|
United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple," The room with internal view of the atruim was awesome! It was like a scene from Star Wars. 5 min walk from Waterloo, Big Ben, London Eye. Definitely recommend a walk along the Thames Southbank. Lots of drinks and food stalls at Borough Market.",8.0,Fabulous stay!,0,1,location|drink|food|
United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, Room was nice,8.0,Okay,0,1,
Vatican City,Superior Double Room - Disability Access,1  ,September 2020,Family, Customers service is exceptional food is mouth watering and breakfast is fabulous,10.0,Biggest and Best hotel in London,0,1,staff|drink|food|
United Kingdom,Superior Double Room,2  ,December 2020,Couple," The location of the hotel is fantastic and the facilities look fantastic albeit we were unable to use these. The room was spacious, clean and modern and had a great view.",8.0,Very Good,0,1,location|dirty|comfort|
United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Solo traveler," Upgraded to the suite with iconic view. Absolutely beautiful, and would pay full price for this experience. Great view of Westminster, the bridge and the Eye which looked spectacular at night.
Big open rooms. Heating was easily adjusted and warmed up quickly. Bed was comfortable. 
Many lighting options which was nice. TVs were good, was able to use Netflix and Disney+ on chromecast.
Great location, 30 sec walk from where my business course was being held. Breakfast was lovely - great room service due to COVID restrictions.",8.0,"Lovely stay, beautiful view",0,1,location|price|temperature|bed|comfort|tv|food|staff|covid|
United Kingdom,Studio Double Room with Big Ben View,2  ,December 2020,Couple," Absolutely fantastic room, lounge area, mini kitchen with fridge and microwave, huge bed very comfy!! And fabulous views of Westminster bridge and Big Ben.  We thoroughly enjoyed our stay at your beautiful hotel.  Also enjoyed the breakfast served in our room 😀",10.0,Amazing,0,1,location|bathroom|bed|comfort|food|
United Kingdom,Studio Triple,1  ,December 2020,Family, We was checked in early as our room was available. This is always a bonus.,10.0,Exceptional,0,1,
United Kingdom,Studio Twin,1  ,December 2020,Solo traveler, Nice size room with a great view of The Shard. Very secure as well as there is 24/7 security.,10.0,Exceptional,0,1,location|
