,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
15,United Kingdom,Studio Double Room with Big Ben View,3 nights ,March 2021,Solo traveler," The staff were pleasant and helpful. It was certainly strange to be staying in lockdown, but they made it as pleasant as it could be. Room service was excellent and the standard of food for room service was particularly good: I had very good meals delivered to my room with drinks each evening. All in all a very good stay, although under strange circumstances. Location also excellent with a taxi rank right outside.", Very noisy neighbours on my first night's stay. For 'critical workers' they seemed to have a fair bit of partying to do.,8.0,Good location; pleasant staff; great food and room service.
16,United Kingdom,Superior Double Room - Disability Access,1 night ,March 2021,Solo traveler," It’s location, polite staff, easy check in and out and overall ambiance of the place.  Excellent", Didn’t get quite what I ordered for breakfast but still very nice.  Attention to detail there.,9.0,Wonderful
17,United Kingdom,Superior Double Room with Internal View,2 nights ,March 2021,Solo traveler," I liked the Park Plaza in Park Royal much better, it is more modern. The shower in the Park Plaza Westminster Bridge is small and uncomfortable and the scary face of the lady, which you see when waking up",,8.0,Very Good
18,United Kingdom,Studio Double Room with Big Ben View,1 night ,March 2021,Couple," The location was fantastic was up on 12th floor so the view was very nice, bathroom was nice and relaxing aswell."," The bed seemed to be in an awkward position in the room, where simply swapping the Position of the bed and the tv could offer a nicer experience. By being able to enjoy the view from the comfort of the bed would be very nice",7.0,Very good stay overall will definitely be back when everything is open
19,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Couple, Everything, The view wasn’t much to look at from the room,10,Exceptional
20,United Kingdom,Studio Double Room with London Eye View,1 night ,January 2021,Couple, Excellent location. Very clean and well presented. Looks exactly as it does in advertised pictures. Met all expectations, Nothing,9.0,Excellent value for money
21,United Kingdom,Studio King (Family),1 night ,February 2021,Family," Food from room service utterly delicious.  Amazing location, all the sights right there in front of you!"," The fact that we had to leave!  We are moving house on Monday so we’ve been staying at a local Premier Inn, this hotel was a million times better!",10,Even the sun came up for our wonderful relaxing family break!
22,United Kingdom,One-Bedroom Suite with Big Ben View,1 night ,February 2021,Couple," The location, bedroom and bathroom were fantastic", The ice bucket leaked everywhere and we were told a bucket would be brought to us but it wasn’t,8.0,Lovely!
23,United Kingdom,Studio Double Room with London Eye View,1 night ,February 2021,Couple, Loved everything about it! Was a great overnight stay for my hospital appointment opposite in the morning. Will definitely be returning after Covid to get full use of services as it was amazing just the room,,10,Exceptional
24,United Kingdom,Superior Double Room with Internal View,2 nights ,February 2021,Couple, I’ve had the pleasure of staying here several times over the last six months. I honestly can’t fault the experience I have had at the Plaza Westminster. It’s the warm welcome and lovely customer service that stands out each time., N/A,10,"Always a friendly, reliable, comfortable stay!"
25,United Kingdom,Studio King (Family),1 night ,February 2021,Family, Love the staff,,10,Exceptional
26,United Kingdom,Superior Double Room,1 night ,December 2020,Couple," Lovely view, excellent room service, friendly staff."," In the rooms that sleep 4, lots of young rowdy guests, quite a different crowd to what I would usually expect. Quite a lot of noise from a few rooms on the floor. Security and reception did deal with it when made aware though.",8.0,Very Good
27,United Kingdom,Superior Double Room - Disability Access,2 nights ,November 2020,Solo traveler, Good location, Expensive food and drink,10,Exceptional
28,United Kingdom,Studio King (Family),1 night ,January 2021,Family, Comfortable," The receptionist.
A slightly large man who’s English is a second language. Very abrupt and treated me in a very rude manner.
Being the first experience of the hotel it’s paramount that the receptionist knows good customer service which wasn’t the case.
I brought the case up with Guest Services and I hope this was dealt with.",7.0,Great Hotel but unfortunate receptionist
29,United Kingdom,Studio Double Room with Big Ben View,1 night ,February 2021,Couple,, Cleaners kept entering my room in the morning and ignoring do not disturb sign,8.0,Very Good
30,United Kingdom,Studio King (Family),1 night ,February 2021,Solo traveler, Excellent stay! I was upgraded to a Big Ben view! And delicious full English breakfast.,,10,Excellent!
31,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Solo traveler, Nice view,,9.0,Fantastic view
32,United Kingdom,Studio King (Family),1 night ,January 2021,Couple," I’ve stayed here several times now, this last stay was a lovely room that overlooked the train station and had the most comfortable bed ever!", Nothing,10,Best bed ever!
33,United Kingdom,Superior Double Room with Internal View,1 night ,January 2021,Solo traveler, Everything, Nothing,10,Exceptional
34,Australia,Superior Double Room with Internal View,1 night ,January 2021,Solo traveler," Well presented and decorated. 
Comfortable bed.
Nice room service.
Staff were wonderful.",,9.0,Great location and wonderful staff
35,United Kingdom,Studio King (Family),1 night ,February 2021,Solo traveler, What a great stay! Enrico at Reception was as friendly and professional as ever and he upgraded me to a beautiful room on the 11th floor. He even remembered me from my previous stay and the check in process took just over a minute. Very impressed! I had a delicious full English breakfast delivered to my room. An absolute feast!  I even got to watch a few episodes of Columbo. The young man who checked me out was very polite and professional. Fantastic stay!,,10,Excellent stay - upgraded by Enrico!
36,United Kingdom,Studio King (Family),1 night ,January 2021,Solo traveler, I had such a great stay. The bed was super  comfortable and I had a very restful sleep. The bathroom was luxurious - so much so that I had two baths during my one day stay. Enrico at Reception was as professional and friendly as ever and upgraded me to a room with a better view. The room service food was delicious. I will certainly be returning.,,10,One of my favourite hotels!
37,United Kingdom,Superior Double Room with Internal View,3 nights ,January 2021,Solo traveler," Easy check in - super clean, used the room service for dinner each night, arrived quickly and was lovely - good choice on the menu.  Breakfast served each day was great - first morning the order was wrong, but changed and correct items served within 15 mins.  Only point would have been additional paper cups in the room for coffee each day.", Only point would have been additional paper cups in the room for coffee each day.,9.0,Great - will definitely be back!
38,United Kingdom,Superior Double Room with Internal View,1 night ,January 2021,Couple," View, quality of services, professional stuff included receptionist, clean, location, very large room, dinner, and more...
Thank you.", Breakfast,10,Fantastic place
39,United Kingdom,Studio Double Room with Big Ben View,2 nights ,January 2021,Couple, Location was great, Was not happy that the stake was served with fries should of been chips not fries for £28 I expected more the stake was ok thou,8.0,Great friendly staff very nice security by the door great all round hotel food was good
40,United Kingdom,One-Bedroom Family Suite with Big Ben View,1 night ,December 2020,Couple, The view from the room was amazing. Room was clean and comfortable and there was a.lot of space in the dinning area. The breakfast was delicious., Parking was a bit too expensive. Had to park 10 minutes away.,10,Exceptional
41,United Kingdom,Studio Double Room with London Eye View,1 night ,January 2021,Couple, Location was lovely, Needed some windows you can open.,9.0,"Very nice views, had issues with tv but sorted in minutes. Very nice staff & very clean."
42,United Kingdom,Studio King (Family),1 night ,January 2021,Solo traveler, The atmosphere and staff were very friendly, The temperature of the room was hard to regulate. It was either too cold or too hot which ruined my sleep,7.0,Good
43,United Kingdom,Studio Double Room with London Eye View,2 nights ,January 2021,Couple, Fantastic location and great views. Very comfortable and spacious room.,,10,Fantastic location and great views. Very comfortable and spacious room.
44,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple, Everything," The only thing I didn’t like was,I couldn’t stay there longer",10,"Excellent,second stay"
45,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple,, Was placed in a room with London eye view then had  a window beam obstructing our view - wasnt a clear view so slightly disappointed,10,Beautiful
46,United Kingdom,Studio King (Family),1 night ,January 2021,Solo traveler, I had a superb stay! From the moment I was checked in by the young lad who upgraded me to a suite.  And another young lad with blonde hair who checked me out - I think his name was Lassi (sorry if I got his name wrong). Both were very professional and polite and demonstrated excellent customer service. The room service food was delicious and the waiter who delivered it was both professional and very funny.The bathroom was luxurious and the bed was very comfortable. There was a great view of the Houses of Parliament. Even better I was given a free bar of Toblerone.  One of the best stays I've had in any hotel!, H,10,Amazing stay!
47,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, Nice big room. Nice TVs, No mood lights,10,Exceptional
48,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Couple, Loved everything. Highly recommend.,,9.0,Wonderful
49,United Kingdom,Studio King (Family),1 night ,December 2020,Family," Cleaning and sanitary measures were great. The bathroom was sparkling clean.
The room was great. 
The view from our room on the fourth floor was superb.
The views from the lobby on the fourth floor were to-die-for.
The Christmas themes in the ground-floor lobby were great for the children.
The location is superb, and several English heritage lessons were within a short walk of the hotel.
Staff were extremely professional and courteous.
The buffet breakfast was a great deal.
We took a short walk from Waterloo station to the hotel.
Westminster tube station was nearby.
We checked-in before noon."," We were a family of four.
Parent's opted to sleep in the outer room because it was nearer the exit. The sofa bed in the outer room could have been more comfortable.
We were surprised we needed to pay to watch films.
There were no utensils or dishes available in the room.",8.0,A wonderful place to stay
50,United Kingdom,Studio King (Family),1 night ,December 2020,Family," Very cosy. Manager Chris was amazing helped us change rooms so our baby was more comfortable and we had an even better view! Really good customer service, safe guidelines in place due to Covid and could order room service at no extra cost! Amazing and perfect for a lazy couple or family with kids who want to chill in the room. So close to London landmarks too. Definitely be returning !",,10,Exceptional
51,United Kingdom,Studio King (Family),1 night ,December 2020,Family, The staff were amazing, Nothing,9.0,Great staff great facilities
52,United Kingdom,Studio Double Room with London Eye View,2 nights ,December 2020,Couple, The room was smaller than I imagined,,10,Exceptional
53,United Kingdom,Studio King (Family),2 nights ,January 2021,Family, Clean and comfortable," Nothing, everything was good",10,The staff was friendly and kind
54,United Kingdom,Superior Double Room with Internal View,2 nights ,October 2020,Couple," Stayed in the property just before the lockdown in October, and it was amazing. Would 100% stay here again, and it will be my go to when I'm London!!", Everything was amazing!!,10,Absolutely amazing!!
55,United Kingdom,Superior Double Room with Internal View,1 night ,January 2021,Solo traveler, The view, I like everything,10,It was excellent I will go again for sure
56,United Kingdom,Studio King (Family),12 nights ,January 2021,Solo traveler, The calmness, NA,8.0,My stay what brief and lovely
57,United Kingdom,Studio King (Family),2 nights ,November 2020,Family, Great location," The reception area was very unorganised and look wait times to check in. We ordered a bottle of champagne on arrival, paid for it when we arrived but no Champagne in the room. This was for a birthday surprise.",8.0,Very Good
58,United Kingdom,Studio King (Family),2 nights ,December 2020,Family, Perfect for a family trip, Staff can sometimes be a little rude,8.0,Very Good
59,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Couple," It wasn’t our first stay at Westminster Plaza, and as usual staff were attentive and amazing, despite the situation regarding Covid. From security and Reception was faultless. 
My husband had breakfast and it was really good, I can only thank everyone at the Westminster Plaza. Looking forward to my next stay there.", N/A,10,Amazing stay
60,United Kingdom,Superior Double Room with Internal View,1 night ,January 2021,Couple,, I wanted to order room service however they won’t offering the service in the morning.,7.0,Good
61,United Kingdom,Superior Double Room with Internal View,2 nights ,January 2021,Couple, The reception were superb in promptly responding to our request.," Whilst the staff were exceptional and were great during a difficult period for us all. I did not appreciate that they gave us an expired milk for breakfast, promptly replace when we made them aware of it!",9.0,Great Covid compliance and great staff!
62,United Kingdom,Studio King (Family),1 night ,December 2020,Family, We asked if possible to have a room with a view of Big Ben as my 5yr old is London mad! Room was amazing and the view definitely had the wow factor. Thank you,,10,Exceptional
63,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple," The hotel was in a beautiful location and the staff was nice and helpful. I loved loved staying on the hotel, even that it was on Covid times.",,10,"Beautiful view, helpful staff"
64,United Kingdom,Superior Double Room with Internal View,2 nights ,January 2021,Couple,, Floors was so cold! Had to always wear slippers.,9.2,Wonderful
65,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple, Beautiful, Nothing,9.0,Amazing
66,United Kingdom,Superior Double Room,1 night ,December 2020,Couple, Location was fantastic. Staff friendly. Breakfast was delicious. Rooms were clean and tidy and very spacious.,,9.0,Fabulous night away. Beautiful hotel
67,United Kingdom,Studio King (Family),2 nights ,December 2020,Solo traveler, Excellent stay! Beautiful room. The bath was great. One of my favourite hotels.,,10,Excellent stay!
68,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple, Everything!!! Really really lovely hotel we will be back great service everything was brilliant," Location was perfect 
Service was great
Security at the front was so helpful",8.0,Brilliant
69,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple," The food was lovely, the staff were great and the view was amazing",,9.0,Wonderful
70,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Family, Great location, The view from our room wasn’t great but other than that perfect,10,Staff were amazing
71,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Group," Stunning view, very clean and professional, very accommodating!",,10,Beautiful:)
72,United Kingdom,Superior Twin Room with Internal View,3 nights ,December 2020,Group, Lights room bathroom view location comfort, No toothbrush,9.0,Wonderful
73,United Kingdom,Studio King (Family),3 nights ,November 2020,Family," Location, facilities, service",,9.0,Wonderful
74,United Kingdom,Superior Double Room with Internal View,3 nights ,December 2020,Solo traveler," Clean, comfortable, staff absolutely wonderful! Room service excellent.",,10,Excellent
75,Greece,Studio Double Room with Big Ben View,2 nights ,December 2020,Family," Location, rooms
The guy at the reception called Ben", A particular person at the reception who was not negative to a particularly problem and hostile,8.0,Very Good
76,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple," The fact that our receptionist ubrgarded our stay, she was very attentive and  made our stay more memorable. Thank you and surely we will return.",,10,Super service
77,United Kingdom,Studio King (Family),1 night ,December 2020,Couple," Convenient location, friendly staff, clean and comfortable room.", Nothing,10,Returning guest
78,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, The juice which I ordered was not met with my expectations., Nothing,9.0,It was wonderful experience in staying there.
79,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Solo traveler, Everything, N/A,10,Very Good
80,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Family, English breakfast, I did not get to the Swimming pool,10,So fantastic
81,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Couple, Cheerful staff made us feel welcome. The hotel was well organised in the circumstances and staff were helpful., Due to COVID aff facilities were closed. Not hotels fault but for that reason I  am unable to rate them.,9.0,Wonderful
82,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Family," The security deposit wasn’t made clear before booking. Had to call people in reception and beg them to lend me some extra money, which meant I couldn’t afford diner for us both!  Travelled here with my 5 year old who was having surgery the next day,"," Paid for London eye, no London eye had to go back to reception",7.0,Was alright but could have been better.
83,United Kingdom,Studio King (Family),2 nights ,December 2020,Family, Location was excellent and breakfast very good, The staff were not helpful enough and didn’t communicate with each other about the running of hotel,9.0,I really enjoyed the location and it was a good break
84,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Family, Great Location with an excellent breakfast, Lamp in the room was broken,10,Exceptional
85,United Kingdom,One-Bedroom Suite,1 night ,December 2020,Group, The location is good.,,9.0,I spent my birthday here with two of my friends. We stayed in the one bedroom Suite with terrace. The place was very ver
86,Australia,Superior Double Room,2 nights ,December 2020,Couple, Location is perfect. Loved the room and it’s view.,,10,Exceptional
87,United Kingdom,Studio Double Room with Big Ben View,3 nights ,December 2020,Couple, Amazing location and very clean.,,10,"Excellent location, lovely hotel and staff, would definitely recommend."
88,United Kingdom,Studio King (Family),3 nights ,December 2020,Solo traveler," This is an outstanding hotel.  I have stayed in many, many hotels around the world for both business and leisure purposes, however, this is my absolute favourite.  It is exceptionally well-run.  The staff are always professional, polite, attentive and caring.  Nothing is ever too much trouble and there is always somebody available to help or attend to any issue, no matter how small or large the problem.  I cannot recommend this hotel highly enough.",,10,Exceptional
89,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Couple, The room service food was scrumptious. Was shocked by how good it tasted,,8.0,Very Good
90,United Kingdom,Studio King (Family),2 nights ,December 2020,Couple, Clean, Nothing,8.0,Nice
91,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Solo traveler, The breakfast cleaning the inner room decoration and comfortable bed, Nothing,10,Exceptional
92,United Kingdom,Studio Double Room with London Eye View,2 nights ,December 2020,Solo traveler, Great location. Staff were very friendly and everything felt covid safe.,,8.0,Very Good
93,United Kingdom,Studio King (Family),1 night ,December 2020,Family," locationtion
Comfortable bed
dark room"," Asked on booking notes to have sofa bed made up prior to arrival . It wasnt.
Asked for it to be made up when we went out . It wasn't.
2 bath towels in room. 3 people on booking.  1 English breakfast tea bag in room. Asked for more tea. Every tea arrived except english breakfast. Irritating.
Message on "" in room tv'  ended in 'Best Regards"" - never heard of that !!",7.0,Great hotel. Irritating service.
94,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Family, Everything was excellent just food we couldn’t order because no one answered the phone in reception or kitchen., Parking car is a mess,8.0,Love it
95,United Kingdom,Studio Double Room with Big Ben View,2 nights ,December 2020,Group," The hotel has an iconic and centralised location. Our studio room had the fantastic view of Westminster Bridge and the Big Ben. The staff was very accommodative and helpful, we didn’t have sleepers in both of our rooms so just gave them a call and they brought us within few minutes. Some facilities were closed due to COVID-19 which’s fair enough.", We liked everything.,10,Exceptional
96,United Kingdom,Studio King (Family),2 nights ,December 2020,Family, Location, Room was dusty,7.5,Good
97,United Kingdom,Studio King (Family),2 nights ,December 2020,Family, Breakfast and waitering staff were great, Room service took an hour and half for missing bedding at 11pm at night,8.0,Very Good
98,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Group," Location, room service and it is overall a very beautiful hotel!"," Having to pay for salt, bottles of water and not refilling the tea/coffee in the room.",8.0,Good weekend stay
99,United Kingdom,Studio Triple,3 nights ,December 2020,Family, Location excellent, Although we booked a room for 3  it was only set up for two - we had to ask for extra linen duvet towels etc - it took 5 attempts before delivery - service a little slow,8.0,Very Good
100,United Kingdom,Superior Double Room - Disability Access,3 nights ,December 2020,Couple," Location was great - only a couple minute walk to London eye! All the staff were very helpful, rose petals and strawberries were left in room for us which was lovely. Room was spacious and comfortable! Overall great stay!",,10,Amazing! Will stay again!
101,United Kingdom,Studio King (Family),1 night ,December 2020,Family," The staff were friendly and read to help when I needed. My children love the decorations and our room, plenty of space , for my children . Surely we are going back next year. 
Thank you", There nothing not to like.,10,Our 10 stars hotel
102,United Kingdom,Studio King (Family),1 night ,December 2020,Family, Everything was perfect except one thing when I booked big room was london eye view but at reception no one ask us which rooms ., Everything was perfect except one thing when I booked big room was london eye view but at reception no one ask us which rooms .,9.0,Its very nice definitely come back
103,United Kingdom,Studio King (Family),1 night ,December 2020,Couple," I liked the layout of the room, the size of the huuuge bed and the face we had 2 TVs."," The shower wasn’t great.
The light buttons were temporary 
They only provided with 2 throw away coffee cups 
Luckily found nearby car park 2 mins away was £20 for 24 hour instead of the hotel who wanted £50",7.0,"Loved the hotel, great stay, amazing location!"
104,United Arab Emirates,Studio Double Room with Big Ben View,6 nights ,December 2020,Group, Location, Cafe was closed,9.0,Wonderful
105,United Kingdom,Studio Double Room with London Eye View,2 nights ,December 2020,Couple, Nice hotel in a good location, Spa wasn’t open and sadly we were not told until we checked in. We booked the hotel based on the sap facilities.,7.0,Good
106,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Couple, Everything was 10/10, There was nothing to dislike bout the property,10,Exceptional
107,United Kingdom,Studio King (Family),1 night ,December 2020,Family, Loved everything from service to cleanliness and delicious food an a wonderful night sleep!, Loved everything,10,Exceptional
108,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, Very clean, Slow room service,10,Exceptional
109,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple, Perfect all. Waiting when spa centre will open. Want go back here 100%.,,10,Dreamy stay. A awesome view on big ben
110,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple, Room, Food,10,Exceptional
111,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, Everything. Fabulous location., All was good,10,Exceptional
112,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple," The hotel is absolutely beautiful and clean, all the staff apart from breakfast were very helpful and intentive. The room was lovely with a gorgeous view of the London Eye and they made the extra effort to include balloons for a birthday which was lovely."," Although the rest of the stay was perfect, breakfast does let the hotel down, maybe we just caught it on a bad day? The staff were very unintentive and unhelpful due to us having to ask what we had to do to order breakfast as we were ignored. The breakfast itself arrived to actually have a good few items missing that we did order which again we had to go find someone to ask for the missing products. The cooked breakfast was nothing amazing, dried up bacon, dried up mushrooms, cold beans as though it had been sat for hours when you would think for the money it would be cooked fresh so I don't think the breakfast was value for money and definitely wasn't the best start to my boyfriends birthday that I had in mind.",8.3,Birthday Weekend
113,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Couple," Perfect location, outstanding custiomer service desk, helpful staff and exeptionally clean rooms. Would defo recommend for anybody who likes comfy beds ;)", Nothing to add,10,BIG WOW! Perfect location
114,United Kingdom,Superior Double Room with Internal View,2 nights ,December 2020,Couple, Third time staying here at this beautiful hotel and all the staff are welcoming and very lovely great location and beautiful surroundings, Due to the pandemic a lot of the facilities wernt available,10,Outstanding
115,United Kingdom,Studio Double Room with Big Ben View,1 night ,December 2020,Couple," The perfect location, perfect view and excellent service",,10,London stay
116,United Kingdom,Studio King (Family),1 night ,December 2020,Family, Location, Sofa bed right behind the room door,9.0,Very enjoyable stay
117,United Kingdom,Superior Double Room with Internal View,3 nights ,December 2020,Couple," Location, 
Staff, 
Setting", N/a,10,Weekend trip
118,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple," Staff were so friendly, room was spotless and really nice. Love this hotel.",,10,Exceptional
119,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, Breakfast was good and the location was excellent,,9.0,Will be going back
120,United Kingdom,Superior Twin Room with Internal View,2 nights ,December 2020,Couple, The location was great and some fab views," That the spa was closed, even though only in tier 2",8.0,Great stay will return
121,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Family," Good location , room , breakfast"," if we had to be picky, fruit salad wasn't big enough and was no choice of eggs.",10,Was very good
122,United Kingdom,Superior Twin Room with Internal View,1 night ,December 2020,Family, Breakfast tasty and we'll served," Beds comfy
Spacious",10,Good
123,United Kingdom,Studio King (Family),1 night ,December 2020,Couple, Good location, The food,9.2,Wonderful
124,United Kingdom,Superior Double Room,1 night ,December 2020,Couple, The room was very nice and clean, Some bottled water in the mini fridge would be better,8.0,The 1 night we had was very enjoyable and would love to stay again for longer
125,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple, The bed was amazing massive and super soft. The bath was much bigger than other hotels I have stayed at. Overall great room.," The room didn’t feel 100% clean there were marks on the carpet and the toilet seat had some dried marks. I have been to cheaper hotels that had more. Serviettes, pen, notepad, slippers, wine glasses etc, I guess here you are mostly paying for the view and location.",9.0,"Great room, 100% clean?"
126,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Solo traveler, We need the spa to be open because other hotels have and to guide lines, The TV didn't cast and no mirroring from devise,7.0,It was nice but its just little things that make it great
127,United Kingdom,Studio King (Family),1 night ,December 2020,Couple, We was unable to order breakfast to our room dispite trying many times so we went out for breakfast., No cocktails served. No room service available,8.0,Amazing dispite the lite
128,United Kingdom,Studio King (Family),3 nights ,December 2020,Family, Location - staff - cleanliness, Shower kept going hot and cold and wasn't very powerful at all,9.0,Wonderful
129,United Kingdom,Studio King (Family),1 night ,December 2020,Family, Everything, Nothing,10,Exceptional
130,United Kingdom,Studio Double Room with London Eye View,2 nights ,December 2020,Couple, Spacious room. Nice big bath. Lovely view of London eye., The bed wasn’t the most comfortable. Could have been a bit softer.,9.0,Wonderful
131,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Couple," Location is amazing, right next to the eye and just a short walk across the Thames to Westminster",,10,Exceptional
132,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple," Beautiful clean shiny all around 
Staff were accommodating and friendly 
Felt very safe 
Got a room with the most beautiful view definitely will book again",,10,Exceptional
133,United Kingdom,Studio King (Family),2 nights ,December 2020,Family, I loved the location and the hotel," The only thing i didn't like was the fact i paid to upgrade the room £60 for a view 
But it wasnt a view 
I was looking directly at one big hotels windows and some scafolding on another hotel no view at all for £60 photo added of my £60 view",9.0,Wonderful
134,United Kingdom,Two-Bedroom Suite with Terrace,1 night ,December 2020,Family, Breakfast was ok location was good rooms was good bed and chairs could of been more comfortable,,9.0,Wonderful
135,United Kingdom,Studio Double Room with London Eye View,1 night ,December 2020,Couple, The room views were amazing. staff were amazing. Room was so clean and new looking., We had not a great view for London eye view room but we asked politely and the staff were very happy to move us to a higher room. The staff were so polite and helpful with changing rooms. Slightly upset no facilities were open but understanding.,9.0,Wonderful
136,United Kingdom,Studio King (Family),1 night ,October 2020,Group, I customer service was great,,10,No complaints was perfect  just wish we had access to the spa and swimming pool
137,United Kingdom,Superior Double Room with Internal View,1 night ,December 2020,Family, Everything it was perfect, Nothing,10,One word perfect
