,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
32,United Kingdom,Superior Double Room,1 night ,December 2020,Couple, The room was spectacular with a fantastic view of the London skyline. Great tv choice and a lovely bathroom. It was very spacious indeed.," We loved everything about our stay, it was very quiet and the location was superb for Waterloo links.",10,Xmas theatre break
33,United Kingdom,Studio Double Room,5 nights ,December 2020,Solo traveler, Staff upgraded my room when I booked into the hotel on Christmas Eve,,10,Exceptional
34,United Kingdom,Penthouse Suite (Family),1 night ,December 2020,Couple, Nice hotel and great breakfast, Smell in the bathroomn,10,Exceptional
35,Germany,Studio Double Room,2 nights ,October 2020,Solo traveler, I just love everything about this place,,10,Exceptional
36,United Kingdom,Studio Double Room,2 nights ,December 2020,Couple, I went here for a mini moon after my wife and I managed to get married during Covid restrictions. This was a present from my parents.  We had an amazing time and thank all the staff for making us feel special following our special day., Can't complain but it would have been amazing to have had a view of the river.  We were on the Waterloo station side and although it was interesting and you could see the shard I imagine the views of the river are even better.,10,Absolutely Amazing.........Thank you
37,United Kingdom,Superior Double Room with London Eye View,1 night ,December 2020,Couple," Amazing London eye view from my bed!! And covid restrictions and cautions taken seriously. I felt very safe and the hotel was extremely clean.  
The birthday balloons and cake made the stay extra special so thank you!",,10,Lovely views and extremely clean stay
38,United Kingdom,Executive Studio - City View,1 night ,December 2020,Family," Staff were fantastic, hotel was amazing, staff left birthday card for my birthday and gave us an amazing room. Staff were so accommodating to our requests and they helped make my 25th birthday memorable during covid. Thank you.", Nothing,10,10 out of 10
39,United Kingdom,Penthouse Suite,2 nights ,December 2020,Couple, So I stayed in the penthouse for my birthday with exceptional views! I even got a little treat thanks to the staff! Bruno and Petra on the main desk were brilliant with everything that was needed would highly recommend!, The only thing was that the fridge didn’t work,10,The best hotel
40,United Kingdom,Studio Double Room,2 nights ,December 2020,Couple," Everything. Room size was amazing, location was perfect, lots of things within walking distance.", Nothing to not like,9.0,Perfect weekend staycation
41,United Kingdom,Superior Double Room,1 night ,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",,10,The best hotel experience I’ve had!
42,United Kingdom,Studio Double (Family),1 night ,December 2020,Family, Very clean great staff lovely service, All of it,10,Amazing
43,United Kingdom,Executive Family Studio with London Eye View,1 night ,September 2020,Couple, Loved the spacious room and we even had a view of the London eye which was amazing at night., No negatives.,10,Lovely staff and hotel!
44,United Kingdom,Superior Double Room,1 night ,December 2020,Couple, We were upgraded to executive suite and it was very modern clean and comfortable. Definitely will stay here again. Also to add that there is a 24hr car park literally around the corner £20 for 24hrs, Like I said my only dissatisfaction was that the pressure in the shower could of been more powerful.,9.0,Everything was superb if I was to take off a point from 10 it would only be that the shower was not powerful. Jaan at re
45,United Kingdom,Executive Family Studio with London Eye View,2 nights ,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly", Nothing,10,Excellent hotel and welcoming service
46,United Kingdom,Executive Studio-City View (Family),1 night ,December 2020,Family, It’s location to what we wanted to do,,8.0,Very Good
47,United Kingdom,Executive Family Studio with London Eye View,1 night ,December 2020,Family," Friendly, helpful  staff, sizeably comfortable rooms and perfect location for visiting all the attractions"," Nothing , everything perfect",10,Fabulous Hotel!
48,United Kingdom,Penthouse Suite (Family),1 night ,December 2020,Group,, Cashless,9.0,Wonderful
49,United Kingdom,Penthouse Suite (Family),1 night ,December 2020,Family, Perfect location and service from the hotel and reception staff, Nothing,10,"Great service, nothing was too much trouble"
50,United Kingdom,Studio Double Room,1 night ,December 2020,Group," Everything  attention to customers, barman in bar was exceptional 👌", Nothing,10,Exceptional
51,United Kingdom,Superior Double Room with London Eye View,1 night ,December 2020,Couple, Room was excellent views were stunning, Breakfast wasn’t for us,9.0,Needed a break and this really did hit the spot
52,United Kingdom,Superior Double Room with London Eye View,3 nights ,December 2020,Couple, Central location 5 mins from Waterloo station. Beautiful hotel spotless helpful staff . Great suite with Lounge area kitchenette bath and shower London eye view perfect!!, Would like to have used bar and spa but obviously closed at moment hopefully next year ! Great stay !,10,3 night Christmas break
53,United Kingdom,Superior Twin Room,1 night ,December 2020,Family, Delightful staff who couldn’t be more helpful and polite. The hotel was well placed and clean. The breakfast delicious., Nothing,10,Exceptional
54,United Kingdom,Studio Double Room,1 night ,December 2020,Couple," Location 
Staff
Value for money", Limited facilities available but this mainly due to COVID restrictions,9.0,Enjoyable stay.
55,United Kingdom,Superior Double Room,3 nights ,December 2020,Couple, Location," Wish the room could be a bit cooler as the air con was quite warm even on low. The fan kept adjusting to go warmer. 
Also ended up qigong £400 when booked for £378 online",8.0,Very Good
56,United Kingdom,Superior Double Room,1 night ,December 2020,Solo traveler," Right next to Waterloo station and a very short walk to the embankment and the London Eye and Westminster Bridge.
Not much nightlife about (ie none).
This hotel seems to be the baby brother of the Park Plaza Westminster right next door. Weird.
The room is a very good size and very comfortable.
Great wifi.
Great staff.
The only odd thing I found was that the aircon temperature was on 24C, just a little bit cool on a very cold day so I put it up to 26C.
It took 3 hours just to get to 24.8C.
I would heartily recommend it."," Heating as above.
Nothing else, apart from nightlife.",8.0,Recommended
57,United Kingdom,Superior Double Room with London Eye View,2 nights ,December 2020,Couple," The staff were exceptional and so helpful! The room was lovely and the views were amazing. Great location close to everything, would highly recommend to anyone wanting a nice weekend away in London with their other half! Will defo be back on our next trip!",,8.0,Amazing!
58,United Kingdom,Studio Double Room,1 night ,December 2020,Couple, Everything was good really. Great room size. Lovely bathroom facilities. Comfortable bed. Exceptional staff. Terrific location., The coffee machine had no instructions. There were no bottles of water. There was no pen or paper on the desk. No hair conditioner. Wifi not brilliant but it was free.,10,"Great staff, terrific location. Highly recommended."
59,United Kingdom,Penthouse Suite,1 night ,December 2020,Family, Staff very friendly and helpful. Problems rectified quickly. Very apologetic., A few little niggles regarding getting room service orders wrong and forgetting to deliver stuff. Breakfast delivered an hour early with no toast or drinks.,8.0,Little niggles. Overall good
60,United Kingdom,Superior Double Room,2 nights ,December 2020,Family," Great location, beautiful rooms and fabulous staff",,10,Great hotel location and lovely staff
61,United Kingdom,Studio Double Room,2 nights ,December 2020,Couple, Everything was perfect.,,10,Exceptional
62,United Kingdom,Superior Double Room,1 night ,December 2020,Couple, Clean  and big nice living room and little kitchen., The view wasn’t that great to be faire .,8.0,Very Good
63,United Kingdom,Studio Double (Family),1 night ,December 2020,Family," Staff were so friendly, very clean,  very helpful, located right by the London eye",,10,Excellent
64,United Kingdom,Superior Double Room,1 night ,December 2020,Family, Food excellent.  Staff go above and beyond., Absolutely fantastic.  Staff can't do enough for you especially Petra. X,10,Absolutely fantastic
65,United Kingdom,Studio Double Room,1 night ,December 2020,Family," Everything as always, been here few times 
Only place I book when I have meetings in London 
Great stay friendly staff an excellent Room service",,10,Would highly recommend
66,United Kingdom,Studio Double Room,3 nights ,November 2020,Solo traveler," The location is perfect, the room is sizeable (compared to most in central London) but without doubt, the 5* experience in this hotel is solely down to the staff. I’ve travelled extensively and have yet to find staff on a par with this hotel: they’re truly exceptional!", Whatever minor issues existed the staff solved immediately so nothing not to like!,10,Exceptional Customer Service
67,United Kingdom,Superior Double Room,3 nights ,November 2020,Couple, I wish to record my thanks for Petrea for her exceptional customer service and for making me feel at home on arrival. Other members of staff also delivered excellent customer service. Delicious breakfast delivered to our room (due to covid19 lockdown rules). Asked for extra fried eggs and the hotel offered for free. The location could not have been better - in the heart of London., None.,10,"Exceptional customer service (with special thanks to Petra), Excellent foods, Comfortable stay."
68,United Kingdom,Studio Double Room,1 night ,October 2020,Couple, NA," The location, the style of the hotel and the staff were very friendly and helpful.",10,Would 100% recommend
69,United Kingdom,Superior Double Room with London Eye View,1 night ,November 2020,Group," Perfect location and view from room, we was at 11 or 12",,10,Exceptional
70,United Kingdom,Studio Double Room,2 nights ,November 2020,Couple, Breakfast in a box was amazing,,9.0,Wonderful
71,United Kingdom,Studio Double (Family),2 nights ,October 2020,Family," Excellent location. Staff are very friendly. Stayed in London for my daughters’ birthdays, a lovely surprise awaited us upon our arrival in our room. View of the city at night was amazing. Breakfast was good. I used the gym as well which was great.",,10,Would love to go back
72,United Kingdom,Executive Family Studio with London Eye View,2 nights ,October 2020,Family," Fantastic view in a spacious and well equipped room. The staff as always are amazing and great with the children. Our children were given a net of chocolate coins on arrival- it made their day, thanks!",,10,"Fantastic view in a spacious, well equipped room!"
73,United Kingdom,Studio Double Room,2 nights ,October 2020,Couple, The staff were brilliant and the views from the room were amazing, Nothing everything was perfect,10,"I would definitely stay again, the staff went above & beyond to make my birthday weekend so special"
74,United Kingdom,Penthouse Suite,1 night ,November 2020,Family," We were really pleased with the service. Petra has helped with everything to make us more happy. I received a lovely prosecco  on my birthday, thanks for this, wonderful place and highly recommended.",,10,Exceptional
75,United Kingdom,Penthouse Suite,2 nights ,November 2020,Couple," Everything was 10 out of 10 the rooms, the view, the service and location. I cannot actually fault them I will definitely be returning.", N/a,10,Exceptional
76,United Kingdom,Studio Double (Family),1 night ,November 2020,Family," Even with all this crazy virus!the hotel was perfectly! All clean and sanitation,perfect for stay with kids too!",,10,Perfect stay!
77,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Stuff we’re so helpful and friendly,,10,Exceptional
78,United Kingdom,Superior Double Room,1 night ,November 2020,Couple, Staff where kind and respectful and polite will be going back and will be recommending to friends and family, Everything,10,Excellent
79,United Kingdom,Studio Double Room,2 nights ,November 2020,Couple," Me and partner stayed here for our anniversary. After a tough year and knowing services would be somewhat limited we were abit hesitant to book atall, but after much searching decided to go with this hotel. We couldn’t have made a better choice! The hotel was spotless, staff were visibly cleaning whenever we ventured out of the room, the front desk staff were absolutely amazing and the room itself (and that view!) was beautiful! They had even decorated the room for us and left us a lovely card! Everything from the facilities to the comfy bed were perfect and it felt ultra luxury after being stuck at home for months! We were so impressed we are already looking to comeback and I think we’ve found our to go place. I’d also like to mention we had a situation where we had to change bookings dates last minute twice! and everything was done without any hassle or charge! I cannot rate this hotel highly enough. Thank you so much for an amazing stay!",,10,Exceptional
80,United Kingdom,Studio Double Room,3 nights ,November 2020,Group," All safety measures that were possible were in place without ruining the experience which was really nice, room was lovely and spacious, only a 2 minute walk to the London eye, dungeons and other attractions. Multiple entrances to the underground only a 5 minute walk from the hotel so easy connection to all parts of London..staff were welcoming, security guard at night was really helpful and welcoming also.", Front deck were not always as quick with requests such as cups for the room via phone from room etc...but I also understand we were not the only guests so asked at front deck the next time I came back from going out and they got it straight away.,10,Great!
81,United Kingdom,Studio Double (Family),2 nights ,October 2020,Family, This is a fantastic hotel. Perfect location for exploring the local area and all the main tourist hotspots. The hotel accomodation is also fantastic and in particular for families given the layout of the rooms. Staff are exceptional and truly go beyond to ensure your stay is a plesure., Leaving,10,Fantastic
82,United Kingdom,Executive Studio-City View (Family),1 night ,November 2020,Family, Breakfast was amazing ❤,,10,Everything was perfect ❤
83,United Kingdom,Superior Double Room with London Eye View,1 night ,October 2020,Couple, Only thing I would add is we didn’t have a bin in our hotel room. Apart from that everything was amazing.,,10,Exceptional
84,United Kingdom,Executive Family Studio with London Eye View,1 night ,October 2020,Family, Fab room with view of the london eye and great breakfast handled very well given Covid restrictions.  All staff we interacted with were excellent,,10,Exceptional
85,United Kingdom,Studio Double Room,3 nights ,October 2020,Couple, The breakfast was plentiful. The studio rooms are great especially having the separate lounge area.,,9.0,Wonderful
86,United Kingdom,Studio Double Room,1 night ,September 2020,Couple," Lovely sized clean, comfortable room! Great location, only a short walk to Waterloo station. We got a room upgrade because it was my boyfriends birthday, they gave us Prosecco and decorated the room with balloon. The reception staff were so lovely too!", It didn’t state anywhere before hand that the breakfast wasn’t a buffet. It was all ordered off the menu.,9.0,Wonderful
87,United Kingdom,Studio Double Room,1 night ,October 2020,Couple," Very helpful staff, lovely clean and comfortable room.",,10,Very Noce Stay
88,United Kingdom,Studio Double (Family),2 nights ,October 2020,Family," The location is really central and easy to get everywhere for sight seeing.
Breakfast was good, the buffet felt really safe and all suitable measures in place.",,8.0,A lovely time had by the family
89,United Kingdom,Superior Twin Room,1 night ,October 2020,Family, A lovely stay. Friendly staff and a great location. Very comfortable rooms with lots of space. Super value.,,10,Perfect location for a family break!
90,United Kingdom,Executive Family Studio with London Eye View,3 nights ,October 2020,Family," The room was big enough for two children and two adults one of the children being in a travel cot. The bathroom was clean and there was lots of storage space to unpack. The room was quiet and dark perfect for sleeping babies.
The view of the London eye was fab and an extra wow 
The location for a family wishing to sight see was amazing with the London eye, London dungeon, London aquarium and the shrek adventure all a five min walk, and south bank restaurants a stones throw away you couldn’t fault it on location"," The only thing that let it down was breakfast there wasn’t a lot of choice, and the cooked breakfast wasn’t anything special and with all the nice cafes close by had it not been for our early rising children we probably wouldn’t have eaten it again after the first day.
The only thing that let the room down was the sofa bed was incredibly hard and therefor my husband endured this for our stay on his own and took one for the team 🤣",9.0,Amazing location!
91,United Kingdom,Studio Double Room,2 nights ,October 2020,Couple, Location is ideal for visiting the South Bank and the Westminster area.,,8.0,Very Good
92,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," The room was beautiful and amazing me and my girlfriend really loved especially how they did for our anniversary, breakfast was amazing the kitchen staff who served the plates and food for us on the 25/10/2020 was really rude and didn't like how he spoke to us. Shout out to the front desk receptionist Petra and her partner also a women who was working on that day they were amazing and very helpful and deserve something. from the your anniversary couple kofi and demi 24/10/2020", The kitchen staff was really rude and arrogant and needs to be told how to speak to their customers and give respect to customers especially when their customers has just woken up,10,I really enjoyed other than that kitchen staff
93,United Kingdom,Executive Studio-City View (Family),1 night ,October 2020,Couple, Room was ready early for check in. Very quiet room.," No glasses, gowns, or slippers in the room as stated on the description?",8.0,Very Good
94,United Kingdom,Studio Double Room,3 nights ,October 2020,Couple, During this very difficult period the service was excellent and all staff extremely helpful with any request. Good breakfast supplied each morning in the restaurant which was very welcome and very well organised to comply with COVID issues. Very comfortable Executive studio with view of London Eye and Parliament. Great location close to Westminster tube or Waterloo., Nothing,10,Short break
95,United Kingdom,Studio Double Room,3 nights ,October 2020,Family," The staff were all so nice and helpful they really went out of their way to make sure you enjoyed your stay. I was travelling with my 6 year old as he was learning about London in school and I took him on a trip to show him the famous landmarks and sights. Not only did we get an a birds eye view of the big wheel but also to my little boys delight we also had a view of Big Ben and Houses of Parliament. This really made our trip extra special. And a big thank you to Petra on check in and Kevin on check out for making us feel so comfortable and special. I would recommend this hotel to anyone and I look forward to bringing my other little boy when it’s his turn to learn about London! Location is also perfect with everything on your doorstep and Waterloo station only around the corner. Bed very comfortable, great bath and shower and very well sound proofed."," Nothing not to like of course things are a little different at the moment due to the pandemic, with the restaurant/bar  not being open but this did not really matter as the 24 hr  room service was very efficient.",10,A warm welcome and amazing view
96,United Kingdom,Studio Double (Family),1 night ,October 2020,Family, Our room was great and spacious. The bed was so comfy., Everything was fab,10,Staff couldn’t be better
97,United Kingdom,Executive Studio-City View (Family),1 night ,October 2020,Family, Breakfast was exceptional with so many varities to choose from. The room was more than what we have expected. Although the car park was not onsite it was fairly near., Wished there was  bottle of water in the room.,9.0,"It was great, we enjoyed our stay and would definitely use this hotel on our next visit."
98,United Kingdom,Studio Double Room,3 nights ,October 2020,Couple," The room was great and beds very comfy. Location is great too, right on the south bank.", The air con in the room was rubbish. It was so hot and we had to ask to change rooms because it was unbearable.,8.0,Comfy beds
99,United Kingdom,Superior Twin Room,1 night ,October 2020,Solo traveler, Everything customer care food and cleanliness, nothing,9.0,fabulous fantastic place for rest
100,United Kingdom,Studio Double Room,2 nights ,October 2020,Family, Location was great- handy to waterloo station and very close to the Southbank and Westminster. The staff were extremely helpful and friendly and make our stay in these times feel 'normal'. The studio rooms were so spacious!,,9.0,Wonderfully clean and welcoming stay
101,United Kingdom,Superior Double Room,4 nights ,October 2020,Couple, Service by lovely staff,,8.0,Very Good
102,United Kingdom,Executive Studio with London Eye View,1 night ,October 2020,Family," Location, rooms, staff", N/a,9.0,"We have had a wonderful stay at the Hotel, we felt perfectly safe all the facilities we completely covid safe. The staff"
103,United Kingdom,Executive Studio-City View (Family),1 night ,October 2020,Family, Very friendly staff couldn't do enough and felt very safe.  Location outstanding :), Nothing,9.0,"Great base for a half term visit to London, and the staff are doing a great job in difficult times"
104,United Kingdom,Penthouse Suite (Family),1 night ,October 2020,Family," We stayed in a penthouse suite with our two children for one night. The views are sensational from these rooms (we were in 1406). Even though the weather was’t great, we still managed to enjoy the balcony. We asked for an extra bed for our daughter so they didn’t have to share the sofa bed and that was no trouble at all. The staff and service was 10/10 everywhere we went in the hotel and they made a huge effort to make our son’s birthday extra special with sweets, a bucket full of soft drinks and even a card. We also took advantage of the Park Plaza deal to get half price London Eye tickets, we the sun cams our for and was excellent value."," The kitchenette has been cleared of all cups, plates, cutlery etc apparently due to Covid. We could have called down every time we needed something but that was a bit of a hassle. It would probably have been worse if we had stayed for longer.",10,Fabulous!
105,United Kingdom,Executive Studio - City View,2 nights ,October 2020,Solo traveler," Location close to everything short walk to pub's cafés the eye, river thames boat tours waterloo station everything was perfect for my attractions in London.",,10,Brilliant hotel for London attractions
106,United Kingdom,Executive Family Studio with London Eye View,2 nights ,October 2020,Family," Jaan on reception was super friendly and made the children feel very welcome. 
He was very informative and nothing was too much trouble. Thank-you so much. 
The breakfast was fab and again staff were wonderfully friendly - great service!",,10,Wonderful little break!
107,United Kingdom,Studio Double Room,2 nights ,October 2020,Couple, Right in the heart of town. Perfect location,,9.0,Wonderful
108,United Kingdom,Superior Twin Room,1 night ,October 2020,Family, The one member of staff we saw was very friendly., Very basic amenities. No frills accommodation for the price of the room. Needs a refurb. Bathroom not user friendly had to negotiate the high bath to get to the shower. Dangerous for the more mature visitor.,7.0,Central hotel with basic amenities.
109,United Kingdom,Junior Suite (3 Adults),1 night ,October 2020,Family, Really great location and room a pretty good size. Excellent breakfast!, Bar was closed,8.0,Great break - beat location!
110,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Staff where so friendly Room was very clean, Shower was broken so we couldn’t use it,8.0,Very Good
111,United Kingdom,Studio Double Room,1 night ,October 2020,Solo traveler," Great location, Staff were amazing on arrival. Room service was quick and attentive.",,8.0,19-21 October
112,Jersey,Studio Double Room,1 night ,September 2020,Solo traveler, Friendly efficient hotel staff and service! Very clean,,10,Exceptional
113,United Kingdom,Superior Twin Room,1 night ,October 2020,Family," The whole experience was outstanding did not want to leave will definitely come back. The room was spotlessly clean, the bedding was superior, the layout?? Cannot praise my stay enough."," I enjoyed my stay the staff were super friendly and helpful. Special thanks to Petra and Jaa. The breakfast waiter was the same too helpful, friendly and very nice",10,Will Definitely Stay Again
114,United Kingdom,Studio Double Room,2 nights ,October 2020,Couple, Everything,,10,Exceptional
115,Poland,Penthouse Suite (Family),2 nights ,October 2020,Couple, When we arrived our room didn't have the view we wanted but they were happy to swap the rooms. When they found out it was my boyfriend's birthday they left balloons in the room which was really sweet. Room was big and spacious with very comfortable bed. Location is amazing if you want to be in central London. We had an amazing time!,,8.0,Very Good
116,United Kingdom,Studio Double Room,1 night ,October 2020,Family," Checked into Room 1402 - Penthouse Suite.  Beautifully decorated, lovely view.  Staff were so helpful in every way.  Spa Manager, took care of all my needs. Will definitely make the journey back just for her wonderful massage & facial. 
Very enjoyable breakfast, especially with the deal you are currently running🤑🤑", Because of Covid no swimming/sauna or jacuzzi.,10,Montana’s 30th Birthday Weekend
117,United Kingdom,Penthouse Suite (Family),3 nights ,September 2020,Family," Location was perfect, easy to get to everywhere. No facilities due to Covid-19 but staff were friendly when providing room service.  Room could have been cleaner when we arrived.  Could maybe do with a little updating but in the main, did what we wanted it to do", Room could have been a little cleaner when we arrived,7.0,"Perfect location for getting around London, staff were very helpful"
118,United Kingdom,Executive Family Studio with London Eye View,1 night ,October 2020,Couple," Me & my husband just returned from a lovely 24 hours, just the two of us with no children. I took my husband to celebrate his promotion & the hotel pulled out all the stops. Like other people's comments our room wasn't upgraded (despite the hotel being very quiet) but upon entering the room, we had a very lovely card, bottle of red & our bed was nicely decorated. The staff couldn't do enough for you & we'll most certainly be returning again.",,10,"Comfortable, great location, wonderful service & very friendly staff that wait on you hand & foot 👌"
