,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
74,United Kingdom,Superior King Room,1 night ,November 2020,Solo traveler, Always an excellent stay - live and work in London but need some quiet time and I stay here 4 days a month. Perfect on all levels, Nothing,10,A star in London
75,United Kingdom,King Studio,1 night ,November 2020,Family, Beautiful view from 5th floor window. Property was Beautiful from inside too. Very kind staff. Highly recommend., None at all.,10,Exceptional
76,United Kingdom,Superior King Room,3 nights ,October 2020,Couple," Clean facility, helpful staff & good safety COVID regulations in place"," I payed for late checkout and was disturbed at normal check out time asking to leave, after explaining I payed for late checkout I was then disturbed again later to be asked when I was leaving again. Staff were not rude, but it was a bit annoying to be continually asked the same thing when trying to relax on our last day",8.0,Great hotel
77,United Kingdom,Superior King Room,2 nights ,October 2020,Couple, The room is clean and comfortable, The location is very isolated but there is a petrol station/shop close. Women reception staff were absymal and very cold but everyone else was lovely.,8.0,Clean and comfortable
78,United Kingdom,King Studio,1 night ,October 2020,Couple," Modern and convenient facilities, staff were friendly and helpful, I would have to say Miss Pauline Henry gave us the amazing service with her helpful attitude and sorted out any queries we had. She was always forward, assertive and tried her best to give us an effective service during our stay. Thank you Miss Pauline for you excellent contribution for making our stay comfortable and resolving any issues we had.",,10,Best Staff service
79,Greece,Superior King Room,3 nights ,November 2020,Solo traveler," I really love the rooms, the lounge and the restaurant.
Very nice people working here, Joanna is my favourite!
I totally recommend this hotel 3’ walk from the underground.",,10,My favourite business hotel
80,United Kingdom,Superior Twin Room,1 night ,November 2020,Solo traveler," Very clean, and modern, comfortable", Due to covid it Would have been nice to use facilities,8.0,Great location for my Business Trip
81,United Kingdom,Superior King Room,1 night ,November 2020,Solo traveler, Bed was comfy and room was sanitary, Bathroom could be more private,10,Exceptional
82,United Kingdom,King Studio,2 nights ,November 2020,Couple," The staff were so friendly and very helpful. They were also generous and gave us a complimentary toothbrush kit when I enquired about the price toothpaste. Excellent customer service. I also loved the fact the rooms have an in built fridge draw, in the desk. Very handy on our stay", N/A,9.0,"Brilliant, comfortable and stylish rooms."
83,United Kingdom,Superior King Room,4 nights ,November 2020,Couple," My stay at park plaza was amazing. The room was lovely and modern, check in and out was quick and easy. The bed was huge and comfortable. They had a good size tv which you could connect your phone to and watch Netflix YouTube etc.. The location was good even though it was on the A40; you had Nandos kfc and burger king right across the road. I would definitely stay there again.", The only problem I had and the hotel was with security. I had booked the hotel for two people from Wednesday to Sunday and was given 2 wristbands to show whenever we entered the hotel. I never had any problems entering the hotel with my partner except for the last night when the security guard stopped us and asked for ID and wanted to check our booking even though we both had shown him our wristbands. I thought he was just racially profiling us as we were black because our whole time there no one wanted to check our booking.,8.0,Lovely stay
84,United Kingdom,Superior King Room,1 night ,November 2020,Couple,, It was very cold throughout the night and could not get the heater to turn on only the ac i was so cold.,8.0,Overall good but a very cold night didnt enjoy it as much as before
85,United Kingdom,Superior King Room,1 night ,November 2020,Couple," Ive been to this hotel 3/4 and I keep going back! My favourite hotel, it’s modern looking, it’s clean, the staff are lovely and helpful and I never have any issues whenever I go. Would recommend to stay here.", I loved everything about my stay!,10,Perfect hotel
86,United Kingdom,Superior King Room,1 night ,November 2020,Group, Modernness, Having to pay for parking,10,Exceptional
87,Iraq,King Studio,2 nights ,October 2020,Group, Every details, Parking is not free,10,Exceptional
88,United Kingdom,Superior King Room,1 night ,October 2020,Couple, Everything, Nothing,10,Excellent service
89,United Kingdom,Superior King Room,1 night ,September 2020,Couple, The atmosphere, Nothing,10,Excellent service will recommend to family
90,United Kingdom,Superior King Room,1 night ,August 2020,Couple, Excellent service and staff would definitely recommend to friends and family, Nothing,10,Excellent service and quality hotel would recommend to friends and family
91,United Kingdom,Superior King Room,4 nights ,November 2020,Couple,, Water in the shower would not drain fast enough which was annoying apart from that 100% would book again.,10,Exceptional
92,United Kingdom,Superior King Room,1 night ,November 2020,Solo traveler, Nina and the entire team were absolutely amazing and they made my stay feel like home away from home.,,10,Beautiful...
93,United Kingdom,Superior King Room,1 night ,October 2020,Couple," Me and my boyfriend stay here all the time. It’s amazing, the staff are friendly and the vibe is right", L,10,I love staying here!
94,United Kingdom,Superior King Room,1 night ,November 2020,Couple, Rooms clean and tidy., Parking is a problem. Not enough spaces and also charge £12.50 for 24 hours on top of what your paying for the room.,9.0,Good but could be better
95,United Kingdom,King Studio,1 night ,November 2020,Group, Nice and modern. Good price., Room service ended at midnight.,8.0,Very Good
96,United Kingdom,Superior King Room,1 night ,September 2020,Solo traveler, Excellent hotel. Staff and rooms are 1st class, The restaurant is still closed,10,Exceptional
97,United Kingdom,Superior King Room,1 night ,November 2020,Couple, Its been seconds time for me in this hotel and again enjoyed the stay. Love the setting in the room,,10,Exceptional
98,United Kingdom,Superior King Room,1 night ,November 2020,Family, Comfortable  bed and pillows, No bath,10,Friendly staff
99,United Kingdom,King Studio,1 night ,November 2020,Couple, Nice lighting in the rooms and USB plugs in the wall., Heating didn’t work properly in my room so was cold most of the time.,7.0,Good
100,United Kingdom,Superior King Room,2 nights ,October 2020,Solo traveler," The comfort of the beds and sheets etc
The closeness to the Tube
The controls in the rooms
Easy car park"," All excellent 
Nothing to say against the place",10,Great Hotel Great Location
101,United Kingdom,Superior King Room,1 night ,October 2020,Group, The room was more than perfect! It was spacious and there was lights and everything was excellent!, Change the book out time!,10,PERFECT
102,United Kingdom,Superior King Room,1 night ,October 2020,Solo traveler, Everything under present restrictions, Shame the restaurant isn't open but at least the bar is,10,Exceptional
103,United Kingdom,King Studio,2 nights ,October 2020,Family, Room and the Location. We were planning to take Uber to central London but we took the tube and it was really easy and quick., Breakfast! But this was mainly due to covid-19.,9.0,Wonderful
104,United Kingdom,Superior King Room,1 night ,September 2020,Solo traveler, Yes, Yes,10,Exceptional
105,United Kingdom,Superior Twin Room,1 night ,October 2020,Couple, The bed was soooo comfortable. It was perfect. Very close to Park Royal. The layout of the room was lovely. Good storage space and facilities., The view. And the parking charge was a night mare. Should charge by the hour.,10,Lovely stay at the hotel
106,United Kingdom,King Studio,1 night ,October 2020,Group," Room was lovely, I’ve been before so I knew what to expect. Location great and parking was great.  Hotel very quiet especially at night which is a bonus."," Staff were a little unfriendly, one staff member said there were no downstairs available  toilets due to Covid but another let us use the toilets by reception which was appreciated but the light was blown so I had to use my phone light. I had a 6 year old with me who needed the bathroom after a long car journey, as we couldn’t check in we needed a downstairs bathroom.  The coffee was in the wardrobe in the bedroom, we found it 30 mins before we left which was disappointing as we didn’t know it was there.",7.0,"Good, would use again, clean and modern, great parking and Location for tube"
107,United Kingdom,Studio Twin (3 Adults),2 nights ,October 2020,Group, lovely and clean just a shame breakfast came in a box but understandable during these times,,8.0,good hotel
108,Kuwait,King Studio,1 night ,October 2020,Family," Good location, friendly staff, easy check in, parking is cheap.", Nothing,9.0,Great hotel
109,United Kingdom,King Studio,2 nights ,October 2020,Family, The hotel was very clean and staff were very friendly., Nothing,10,Exceptional
110,United Kingdom,King Studio,2 nights ,October 2020,Couple, Loved everything very nice and helpful staff really accommodated,,10,Exceptional
111,United Kingdom,Studio Twin,1 night ,October 2020,Family," Lovely and friendly staff , good location",,8.0,Very Good
112,United Kingdom,Superior King Room,1 night ,October 2020,Solo traveler, Everything,,10,Exceptional
113,United Kingdom,King Studio,2 nights ,October 2020,Couple, The staff were amazing and very helpful felt like they really were there to help., The cleaning could be improved a little bit,8.0,"Excellent place to stay, never disappointed when I stay."
114,United Kingdom,King Studio,1 night ,September 2020,Family," I love everything about the property, the staff are friendly and the rooms are great and it’s family friendly too."," This one night I stayed, the room wasn’t sorted when I got there, the sofa bed was out for no reason, the cot I requested wasn’t there and when the person brought it up he just left it by the door for me to move in a room where there was no space",8.0,"I love staying here, but this one time was a little different"
115,United Kingdom,Superior King Room,1 night ,October 2020,Couple, First time staying at park plaza. Really enjoyed our stay! We came for the night as it was my hubby’s birthday.. the hotel went as far as writing ‘ happy birthday’ on the mirror which was such a nice touch. The bed so comfy by far the best nights sleep I’ve had in a hotel!! Definitely booking again!! Thank you park plaza,,10,Best nights sleep 😴
116,United Kingdom,Superior King Room,2 nights ,October 2020,Family," The room was clean and comfortable 
Bathroom toiletries were replenished and clean"," Same breakfast choice both days 
Could have had waffles or cereal or pancakes for kids",9.0,"Excellent location, wonderful staff, comfortable rooms"
117,United Kingdom,King Studio,3 nights ,October 2020,Couple," Staff were amazing very talkative, polite and helpful at all times. Hotel was clean and tidy. We stayed for 3 nights. Location is great with tube station across the street.  
Obviously we didn’t get to see the hotel at its best due to covid and restrictions but still a pleasant stay.", Leaving,9.0,Excellent service
118,United Kingdom,Superior King Room,1 night ,October 2020,Couple, The bed and tv, Location,8.0,Very Good
119,United Kingdom,Superior King Room,1 night ,October 2020,Couple," We (my husband and I) loved the interior design.
It’s dark and cosy which is perfect for the winter. 
The staff are so polite and helpful. 
The room is cleaned to perfection."," My husband slept like an angel... I on the other hand DID NOT. Being 7months pregnant and trying to relax on such a hard bed is not ideal. The pillows aren’t fluffy either so all I could think about was my pregnancy pillow back home😭.
The LED light can be extremely annoying to the eye after you’ve had your 20minutes fun with it. 
There’s no way of you dimming the room without the LED light being on so we had to turn off all lights and keep the dark mode light on in the bathroom to achieve what we wanted. 
And lastly the door to the toilet is shared with the shower, the toilet door doesn’t go as far as the shower would when getting dragged across so my husband heard me fart multiple times🙃.",8.8,SO!
120,United Kingdom,Superior King Room,2 nights ,October 2020,Couple, The ambiance was top notch, Our toilet didn’t work properly but staff at reception upgraded our room!,9.0,Very cosy
121,United Kingdom,King Studio,2 nights ,October 2020,Family," It’s very convenient for families, it had everything I needed. I have a little one with me at all times and everything is always well accommodated for us. I had a crib for him which is great. I loved the friendliness of the staff too.",,10,Loved it. Love staying here!
122,United Kingdom,Studio Twin,1 night ,October 2020,Family," I stayed 4 days in this hotel, and Really like it. Rooms are very clean and modern, Breakfast is perfect, location is good as well, it has underground in 1 min walk.",,9.0,VERY NICE HOTEL
123,United Kingdom,Superior King Room,2 nights ,October 2020,Couple,, There was no hair dryer in the room,9.0,Wonderful
124,United Kingdom,Superior King Room,1 night ,October 2020,Couple, Location was great opposite the tube. The parking was cheaper than most places . The room was great and  the bed was beautifully comfortable.  Our check in experience was easy and the staff were helpful and polite, We felt breakfast was poor quality .the eggs were particularly bad.,9.0,"Great value, great location,  helpful staff and very comfortable rooms ."
125,United Kingdom,Superior King Room,3 nights ,October 2020,Couple," Comfy, the staff are sooooo polite and welcoming. Room service is outstandin. Would highly recommend",,10,Loved it!💞
126,United Kingdom,Superior King Room,1 night ,September 2020,Couple, Clean and very well arranged, Parking charge is a bit on the high side,7.0,Decent
127,United Kingdom,Superior King Room,1 night ,August 2020,Couple, My first time at the hotel. Was very nice and clean. Definitely will be back.,,10,Mrs J
128,United Kingdom,Superior King Room,1 night ,October 2020,Couple, Everything, Limited Parking although we still managed to get a space,10,Exceptional
129,United Kingdom,Superior King Room,1 night ,October 2020,Couple," Everything! Lovely welcoming staff, huge room with plenty of space, big comfy bed, big TV with lots of channels.
Favourite place to stay in London.
Good protocols in place for Covid.", Nothing to not like,9.0,Perfect
130,United Kingdom,Superior King Room,1 night ,October 2020,Couple," Good value for money, very clean, very comfortable"," Not sure why but when entering, the chair was completely soaked with water? The tv facilities did not work, there is a casting option to cast Netflix etc from your phone to the tv but this did not work (they said they were having issues) but as a back up i always bring a HDMI cable with me so I can still watch what I want but the hdmi port was blocked and they said they need an engineer to come and unblock this. So basically could not use any of the entertainment facilities. They have movies to rent on the tv which we did (£5.99) but the movie kept buffering throughout and wasn’t enjoyable to watch.",8.0,Very Good
131,United Kingdom,Superior King Room,3 nights ,September 2020,Couple," Lovely room, very comfortable and luxurious. 
Great location, close to the tube with an easy commute to Central London."," Charging for movies :/
No Netflix
Parking was a little pricey",7.0,Good
132,Poland,Superior King Room,1 night ,October 2020,Couple," Clean and tidy, great location and quiet", No toilet brush and water in the room,8.0,Very Good
133,United Kingdom,Superior King Room,1 night ,September 2020,Couple," There was a room on our level that people had been smoking in and the staff moved us immediately and dealt with the situation very well, they also escorted the smokers out of the hotel!",,10,Exceptional
134,United Kingdom,King Studio,2 nights ,October 2020,Solo traveler, second time staying here. All staff following the Covid guidelines. Room and hotels are very clean. Hand sanisers around the hotel. Staff are very friendly and helpful. Breakfast has to be ordered in advance. Will be staying again, N/A,10,Two day stay
135,United Kingdom,King Studio,1 night ,October 2020,Couple, Very nice and comfortable,,10,Exceptional
136,United Kingdom,Superior King Room,1 night ,October 2020,Couple," We have stayed at this hotel many times before and have always been happy with every aspect of our stay. I was a little anxious being away from home due to the current situation but I needn’t have worried. For me, they went above and beyond when it came to making sure we would feel safe during our stay.  
From the hand sanitiser and QR code as soon as you walk in, a camera to take your temperature, protective screens at reception, the pots for used pens and used key cards so there could be no cross contamination. Then there were the little touches in the room where there strips around the toilet and the wardrobe to show that it had been sanitised, the toilet rolls had packaging around on it so again you knew it hadn’t be used by the previous occupant. Yes there were paper cups and wood stirrers to use instead of the usual mugs and spoons but that wasn’t an issue for me. We even had the option to use a QR code to allow me to use my mobile phone as the tv remote control, which was really easy to set up and for those who didn’t want to do this, the remote control was kept clean and safe in a protective bag.  
Even when we had a takeaway delivered to the hotel, which we often do during our stays, the hotel provided takeaway boxes and plastic cutlery for us to use. The hotel was only open to residents only after 18:30 and wristbands were provided to ensure this was managed properly. 
To me they seem to have thought of everything and more to help keep their customers and also their staff as safe as possible.",,10,Covid Stay
137,United Kingdom,Superior King Room,1 night ,October 2020,Couple," Amazing experience as always! Lovely staff, ice machine outside of the room, HUGE bed and HUGE shower, cold air con and a massive TV. Cannot believe how cheap it is to stay here!", Breakfast not being served atm due to corona!,10,Amazing stay!!
