,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
62,United Kingdom,Executive Studio (3 Adults),1 night ,October 2020,Group, Fantastic stay in executive studio. So spacious and well equipped. It even had a roof terrace with fab London views. We were told the wrong Saturday breakfast times however they bought this to the room without any issues. The restaurant Tozi was also great with excellent Italian tapas. We will definitely return particularly as the studio was such great value.," More tea, milk and cups in room would be helpful. Other than that couldn’t fault a thing.",8.0,Great stay
63,United Kingdom,Executive King Room with Sofa Bed,3 nights ,September 2020,Couple," This place was amazing! Loved my stay here and nothing was too much for the staff, as times are tough during the pandemic! I had to extend my stay in London and this was no problem as I was able to stay in the same room!
Ana Marie the receptionist was soooo friendly.... felt like I’d known her for years! And don’t worry I will get you a Northern Irish boyfriend! Will be no bother at all! Thanks for all your help when I was in London especially when I was by myself! 🙂", There was nothing I didn’t like! It was perfect for me!,10,Best stay in London!!!
64,United Kingdom,Superior Queen Room,1 night ,October 2020,Solo traveler,," Kettle and room.service menu missing. For the first time ever, my neighbour was noisy late at night with TV and hairdryer through adjoining door.",8.0,Very Good
65,Qatar,Executive Double Room,14 nights ,October 2020,Solo traveler," I loved the service from the reception, to housekeeping, to dining room staff, to the Operations Manager and last but not the least The General Manager who was always on the floor assisting the guest as well as her staff and setting an excellent example.
With all the obstacles the staff faced during this pandemic, they made sure I was extremely comfortable and happy at every turn.
I  must honestly say that they didn't leave a single stone unturned to make my stay a memorable one as well as to confirm my return.",,10,I booked this hotel by accident but will always come back when I am in London.
66,United Kingdom,Superior Double Room,3 nights ,September 2020,Couple, Everything,,9.0,Wonderful
67,United Kingdom,Executive King Room with Sofa Bed,3 nights ,October 2020,Family," All of the staff were extremely friendly and helpful, will be staying again",,10,Exceptional
68,United Kingdom,Superior Double Room,4 nights ,October 2020,Couple, Lovely room and staff. Second stay and did not disappoint.,,9.0,Worth considering
69,United Kingdom,Superior Twin Room,1 night ,October 2020,Family," The staff was very welcoming, helpful and really polite. I can't remember all the names but certainly Ana Maria and a gentleman who was on a shift with her. They made special effort for my mom's birthday, managed to get us a top floor apartment!!! Gave me useful tips, kept us informed and made sure our stay was smooth. I loved the facilities, rooms and location more than anything. You can walk to any central London destination. The breakfast was also pretty impressive."," The hotel was lovely in every aspect. I only found it pretty hard to get to, but can't blame them for being in central London! The car park was very convenient but not very obvious.",9.0,"Perfect central London stay, decent price"
70,United Kingdom,Executive Double Room,1 night ,October 2020,Solo traveler, I booked the wrong room by mistake. Because what I intended on booking was available they kindly gave me that room instead., Everything was fine,10,Nice staff and hotel
71,,Executive Studio,1 night ,October 2020,Couple," I like everything about this hotel. Centrally locates, friendly staff, clean and spacious rooms.", Nothing to add,10,Victorian Gem
72,United Kingdom,Executive King Room with Sofa Bed,1 night ,October 2020,Solo traveler," Room size was good, great options for rooms to choose, great location from public transport.",,10,"Friendly welcome, room was clean and very prepared during this COVID time. Information was very good from the staff that"
73,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Arrived early and was able to get an early check in. Very good., N/A,8.0,Good stay in Victoria.
74,United Kingdom,Superior Twin Room,1 night ,September 2020,Group," Clean, sanitised, felt they had taken the Covid procedures seriously and felt safe.  Staff lovely and helpful", Nothing,10,Exceptional
75,Turkey,Superior Queen Room,2 nights ,September 2020,Family,, no fridge in the room.,8.0,Very Good
76,Ireland,Superior Queen Room,1 night ,September 2020,Solo traveler, Room was lovely and clean. Bed was comfortable and a good size. Loved the elemis shower gel and cream., Nescafe coffee in rooms - horrible company that should not be used.,9.0,Wonderful
77,United Kingdom,Superior Double Room,2 nights ,September 2020,Couple, The location was perfect. Central to everywhere we wanted to go.The Hotel was very clean and all the room had been sanitised.  The staff were very friendly and helpful.  Breakfast was really good and brought to our room. I look forward to staying again,,10,Our stay at the Hotel was a beautiful relaxing break
78,United Kingdom,Superior Queen Room,1 night ,September 2020,Couple," The property was very clean, so beautiful. I was very please with my room, lovely bathroom. The staff were exceptional, really friendly and super helpful. I highly recommend this Park Plaza.",,10,Exceptional
79,United Kingdom,Superior Double Room,1 night ,September 2020,Family," I loved the warm greeting that the lady on the front desk gave, splendid service with a smile.", N/a,10,"Lovely staff, wonderful stay."
80,United Kingdom,Executive Double Room,2 nights ,September 2020,Couple," Location excellent. We were meeting family in a couple of of nearby venues in the Victoria area so it was a perfect location for this. In fact I would go as far as to say its pretty much the perfect location for all of the Victoria night spots as all seemed to be just a short walk away.
Hotel staff very friendly. They couldn't do enough for us, so a big thank you for this. The Executive Double Room that we had was of a very good size and plenty of room for two people. Room was exceptionally clean as indeed was the bathroom.
Covid-19 precautions all there as you would expect, so always felt very safe and comfortable at the Park Plaza Victoria.
Would definitely stay there again."," Nothing really, If I was to be picky I would say the hotel drinks prices were a little expensive. But then again we are staying in a very good hotel in Central London so this was expected to be truthful.",9.0,A perfect stay in a perfect location
81,United States of America,Executive Double Room,2 nights ,July 2020,Family, Location was close to everything!,,10,Comfortable stay and friendly staff
82,United Kingdom,Superior Queen Room,1 night ,September 2020,Couple, Comfortable and clean," Paying for  movie, and breakfast was not full English as advertised it was a reduced version",8.0,Excellent Location great hotel Excellent staff
83,United Kingdom,Executive Studio,1 night ,September 2020,Family,, Exceptional evening and stay,10,Exceptional
84,Ireland,Executive Studio,2 nights ,September 2020,Couple," We have just returned  from a two night stay. I had informed the staff that it was my partners 30th and they had a card, beer and cake in the room. The room was gorgeous. The lady who works at reception ( I forget her name) was so lovely and very helpful as where all the staff. We look forward to staying here again. The hotel is also in a great location. Thank you for making my partners birthday so special.",,10,Amazing staff
85,United Kingdom,Executive King Room with Sofa Bed,1 night ,September 2020,Family," The staff were lovely and could not of been more helpful. They surprised my little girl with a birthday cake for her birthday, she was over the moon.", The mattress was a little hard and wasn’t very comfortable.,8.0,Really lovely helpful staff. Only downside the beds weren’t very  comfortable
86,United States of America,Superior Queen Room,2 nights ,September 2020,Couple," Clean, safe, accommodating."," Property was clean, room was great and bed was comfortable. It was our anniversary and we got a free upgrade. Staff were exceptional! Would definitely recommend this hotel. Very centrally located too.",9.0,Wonderful
87,Slovakia,Executive Studio (3 Adults),2 nights ,September 2020,Family, The staff were really helpful and very friendly to talk too. Room was excellent and food was delicious. Would recommend to anyone visiting London., There was nothing we didn't like,10,Great weekend in London
88,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Excellent service in these trying time’s. sent off in the morning with a bacon/egg & spinach bap along with various fruits etc. Hotel was spotless.,,10,"Comfortable, clean and safe"
89,United Kingdom,Superior Queen Room,1 night ,September 2020,Group, Nice location and good staff,,8.0,Very Good
90,Ireland,Executive Studio,1 night ,September 2020,Solo traveler," Spotlessly clean and very friendly professional staff that really did everything to make the stay enjoyable. 
Everything that could be done to protect both guests and staff had been put in place. 
Excellent food in the newly reopened restaurant and room service was also speedily delivered and of a very good standard. 
Highly recommended",,10,Excellent stay
91,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler," Friendly staff. Hotel is about a 10 minute walk from Victoria Station and you can enjoy the many shops and eateries on Wilton Road. Modern spacious rooms with air conditioning, electric curtains, comfortable bed and nice bathroom. 
Breakfast cost an additional £10 but is well worth it, due to COVID-19 the breakfast is placed in a paper bag which you collect from the hotel bar at a specified time. You can relax in the bar area which is very modern and comfortable, you also have free refills of coffee from the machine. To summarise this Hotel will exceed your expectations.", There is nothing to dislike about this hotel. Everything was perfect.,10,Excellent Hotel.
92,Nigeria,Superior Queen Room,1 night ,September 2020,Family, The very stunning ambience, Truly Cosmopolitan dwelling. Will definitely return for more days,10,Truly a plaza
93,United Kingdom,Executive King Room with Sofa Bed,1 night ,September 2020,Solo traveler, The staff at the property were amazing. They 100% make the experience,,10,Exceptional
94,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Everything was perfect,,10,Exceptional
95,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, Staff and hotel was all lovely. Adjacent to London Victoria railway station which made it very convenient for us travelling into London from Kent., Covid Restrictions prevented having full buffet style breakfast but room service alternative was provided.,10,Exceptional
96,United Kingdom,Superior Queen Room,1 night ,September 2020,Couple," Our second stay and definitely hotel of choice when staying over in London; staff are exceptional and nothing is too much trouble, smiles and first class service at all times. 
Upgraded our stay to the most amazing suite that’s larger than our apartment at home; amazing terraces, we’ll return :-)"," Couldn’t fault a single thing, perfect stay.",10,"Perfect location for London Victoria, turn left out of reception for bars, restaurants and vibes!"
97,Hungary,Superior Twin Room,1 night ,September 2020,Solo traveler, Staff are very kind and helpful. Lovely rooms and very clean! Highly recommended!,,10,Exceptional
98,United Kingdom,Superior Double Room,1 night ,September 2020,Group, The new set up to deal with covid was excellent," Obviously due to covid breakfast was different, otherwise great.",9.0,Wonderful
99,Italy,Superior Queen Room,3 nights ,September 2020,Solo traveler, Jennifer was amazing and very nice., I had to take 10 min urber to find nice pubs,10,Amazing staff
100,United Kingdom,Superior Queen Room,1 night ,September 2020,Couple," The hotel was lovely and so easy to get to from Victoria underground. Immediately could see the hotel had been very careful to make everything clean and safe. On check in the lady on the desk was very helpful and made us feel welcome. Room was great, with modern control pad and the comfiest bed. Delivered breakfast packs to us in the morning which were delicious including bacon and egg roll and fresh fruit and pastries! After checkout they kept our bags for us so we could explore all day. Will definitely be coming back!", Nothing,10,Wonderful stay!
101,United Kingdom,Executive Double Room,2 nights ,September 2020,Couple," service was excellent, great location, room facilities were very good", The floor in the bedroom was rather dirty,8.0,Loved it!
102,United Kingdom,Executive Double Room,1 night ,September 2020,Couple," Cannot say how good the protocols were in place here & the customer service from all staff was outstanding. 
Cannot recommend highly enough", Nothing,10,Superb
103,United Kingdom,Executive Double Room,2 nights ,September 2020,Couple, The staff were helpful with the receptionist changing my room for one with a better view. They did bring up our breakfast to our room and interacted with us regularly and gave us plates to eat the food we brought in. You could tell they were trying their best under trying circumstances. The front door is locked after 5pm which i suppose adds some reassurances.," I have stayed here several times pre covid and really enjoyed it.On this occasion they were very covid compliant checking our temperature and providing santisers but the hotel did not have that buzz i am used to,which i supposed can be said of many locations in london.i was disappointed with the very limited food menu which you had to eat in your room. The breakfast menu was dire and i wished i ate out instead.Room service is on request only and as we only stayed for two nights we didnt bother. I will stay here again once covid subsides.",9.2,Dont expect the hotel to be fully functioning as we come out of lockdown
104,United Kingdom,Superior Double Room,2 nights ,August 2020,Couple, The Hotel is very clean as was the room. Staff are very pleasant and helpful. The bed was really comfortable. Breakfast was lovely and definitely worth the money, The Hotel is beautiful and so Central to everything we wanted to do. Very clean room and comfortable bed.The staff are always there to help you. Breakfast was delicious and brought to our room.I really can't fault this hotel and I'm looking forward to staying there again very soon.,9.0,Wonderful
105,United Kingdom,Superior Double Room,1 night ,September 2020,Family," Great parking 
Great staff 
Breakfast in the bag was superb", Nothing,10,Lovely stay
106,United Kingdom,Superior Queen Room,1 night ,September 2020,Solo traveler," 5th room nice and. Quiet 
No breakfast 
Plenty of effort made to comfort any one with covid concerns", Can’t think of anything .,9.0,Convenient and relaxed
107,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, All the staff were exceptionally friendly and helpful. Francesca on reception gave us a lovely and informative welcome. We cant speak highly enough of all the staff and their amazing service. Our room was incredibly comfortable and spotlessly clean. Very highly recommended. It was perfect in every-way! We look forward to returning one day. Thank you!,,10,A perfect stay.
108,United Kingdom,Superior Queen Room,1 night ,August 2020,Couple," The bed was super soft, I loved the automated curtains and temperature control feature, good cosmetics provided and the staff were dealing with the public incredibly well given the pandemic situation"," Some hotel guests weren't wearing masks in public areas, not the hotel's fault but a bit annoying. There was also a bit of chaos at breakfast with some guests waiting for their orders for ages.",8.0,Very Good
109,United Kingdom,Executive King Room with Sofa Bed,2 nights ,August 2020,Family, Customer service," Clean rooms, great customer service would definitely recommend.",9.0,Great stay
110,United Kingdom,Executive Studio,2 nights ,August 2020,Family," Gorgeous room, more than enough room for the 4 of us. Big for a London room. 
Breakfasts were great, staff were more than accommodating, especially when retrieving a lost item. 
Would definitely recommend and will definitely return. My little boy calls it his 'London home'.", Shower in the bathroom flooded.,8.0,Brilliant stay!
111,United Kingdom,Executive Studio,2 nights ,August 2020,Couple," Great location, modern rooms, on site parking and amazing staff, particularly Jennifer and Hamid, whose intervention promptly resolved a small issue and an upgrade offered, conscientious staff turned a good stay amazing.  We will definitely stop at the Park Plaza Victoria for all future trips.",,10,Amazing staff accompanying a great hotel
112,United Kingdom,Executive King Room with Sofa Bed,3 nights ,August 2020,Family," Staff were excellent, extremely friendly and remembered us and my name throughout our stay. Very personal and friendly service. It's 2 minutes walk to Victoria train and underground station which was fab as we used this a lot."," Due to covid we had to get a packed up breakfast which meant lots of packaging in the bedroom. Also due to covid the housekeeping staff aren't coming in to the room each day. It would be helpful if they could at least offer to take the extra litter from outside the room to prevent the bins becoming overful. I could have called down but kept forgetting to do so.
Under the sofa bed hasn't been cleaned in some time and there's dust and litter.",8.0,Excellent service and location.
113,United Kingdom,Executive King Room with Sofa Bed,1 night ,August 2020,Family," Great location, staff can't be any more helpfull and nice, they are lovely. Breakfast buffet is not available at the moment , but breakfast packs were very tasty.",,10,Great weekend
114,United Kingdom,One Bedroom Apartment,1 night ,August 2020,Couple, The lobby was amazing and we received a lovely greeting from the receptionist Francesca. She was amazingly wonderful and made our arrival and departure a really positive experience, Everything was nice,10,Saturday at the Park Plaza
115,United Kingdom,Executive King Room with Sofa Bed,1 night ,August 2020,Family,," Perfect location with under ground parking.
No issues at all. Thank you Park Plaza Victoria.",10,Exceptional
116,United Kingdom,Superior Twin Room,5 nights ,August 2020,Group," Location excellent near to, Victoria line",,9.0,Hols in London
117,United Kingdom,Superior Queen Room,2 nights ,August 2020,Solo traveler," Pleasant stay. 
Need to order housekeeping now, but could locate a time which was good.",,8.0,Very Good
118,United Kingdom,Superior Queen Room,1 night ,August 2020,Couple," Great location for Victoria, ninety seconds walk and close to a few great bars/restaurants as well.
Staff were amazing, friendly, professional and nothing was too much trouble.
Reception area is ultra modern and clean lines but rooms are a little dated in comparison, lighting is digital but poor; bathrooms are very dated with a bath and old style shower. That said, everything is spotlessly clean and we enjoyed our stay.", Room lighting is poor.,8.0,Great location and good for an overnight in London.
119,United Kingdom,Executive Studio (3 Adults),2 nights ,August 2020,Family," Love having breakfast in the room,  lovely big beds", Nothing,9.0,"Great staff, great location"
120,United Kingdom,Superior Twin Room,1 night ,August 2020,Family, Staff were excellent,,10,So enjoyed our time here
121,United Kingdom,Executive Studio (3 Adults),3 nights ,August 2020,Family, Staff cleanliness location,,9.0,Wonderful
122,United Kingdom,Executive King Room with Sofa Bed,2 nights ,August 2020,Family, The staff were very friendly and always ready to meet our demands.,,8.0,Very Good
123,United Kingdom,Executive Double Room,3 nights ,August 2020,Couple, Everything was perfect!," I just found it unusual how we had our room cleaned and found a boot print on our duvet, maybe it was to reach the ceiling to clean I understand. It’s not a major issue to me just maybe a tip for next time?",10,"Stayed there last weekend, great atmosphere friendly staff. Felt at ease too with the social distancing guidelines appli"
124,United Kingdom,Superior Queen Room,2 nights ,August 2020,Solo traveler, The location is excellent. Big room. Clean. Nice TV that you can connect to your mobile phone. Nice electric curtains. Very friendly staff.," At night i could hear a continuous machinery noise, not sure where it was coming from.",9.0,Wonderful
125,United Kingdom,Executive King Room with Sofa Bed,2 nights ,August 2020,Family," The hotel is good, I liked everything..",,8.0,Very Good
126,United Kingdom,Superior Double Room,1 night ,August 2020,Couple, Nice polite staff and very clean, Fridge didn’t work in room and cupboards and wardrobe doors very noisy when closing them .,8.0,Very Good
