,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
25,Netherlands,Superior King Room with Iconic View,1 night ,October 2020,Group," Good location, the room had a great view as was promised in the booking. The facilities were good as well."," The heater in the room was broken and we were given an electric heater to deal with this, which is fine, but the staff knew about the broken heater and we arrived soaked from rain in a cold room in the evening.
Took another 4 hours to get the room on a good temperature. This is not what you'd expect from a 140 euro room.",7.0,Good
26,Netherlands,Superior King Room,2 nights ,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions."," Sound proofing from the main streets would be nice, however staying so close to the center you do have to expect some noise from those enjoying their time in Amsterdam in the late/early hours.",8.0,Great location and great facilities
27,United Kingdom,Superior Twin Room,2 nights ,October 2020,Group," The room was large and the decor was lovely and modern, breakfast was lovely and the location is magnificent.", A few marks on the wall but it wasn't a huge hassle.,9.0,Wonderful
28,India,Superior Twin Room,2 nights ,September 2020,Group, Staff was a disappointment. Rest everything was good, Staff,7.0,Average
29,Ireland,Superior King Room,3 nights ,September 2020,Couple, Great location and staff very helpful and food in Victoria bar was gorgeous, The bed was the only problem 2 single bed mattress together in a superior king suite kept moving and pulling apart,8.0,Very Good
30,Netherlands,Superior King Room,1 night ,September 2020,Couple," Ligging, comfortabel",,8.0,Very Good
31,Netherlands,Superior King Room,1 night ,September 2020,Couple," Clean Room but Small Space , near of everything .", Near access of everything.,7.0,Near Amsterdam Central Station
32,United Kingdom,Superior King Room,3 nights ,August 2020,Solo traveler," The hotel is in the best location in the whole of Amsterdam , everything is walking distance and the hotel is in the city centre opposite the station. The rooms are a generous size and breakfast was good. I really enjoyed my stay here and will definitely be returning.",,9.6,Great experience
33,Germany,Superior King Room,1 night ,September 2020,Group, The Breakfast was really good inspite of Corona. We were satisfied with everything," The parkplace is too far, the hotel doesn’t have its own parkplace",8.0,We will come back at the same hotel again
34,United Kingdom,Superior King Room,1 night ,August 2020,Couple, Location, No balcony,7.0,Great location nice room
35,Switzerland,Superior King Room,1 night ,September 2020,Couple," Stylish, clean and conveniently located hotel. Very friendly and helpful staff!", Our stay was amazing. One tiny complaint - the bread during the breakfast was not fresh.,9.0,Wonderful
36,United Kingdom,Superior King Room with Iconic View,3 nights ,September 2020,Couple," Comfy beds, mini bar."," Paid for a room with a view but got a room with massive curtains across the wall but a tiny window at the end, very weird thing to do, they did refund the difference back but I never got the decent view which was what I really wanted.",8.0,Very Good
37,Belgium,Superior King Room,2 nights ,August 2020,Couple," Great location
Got upgraded and different room after the chrome cast and tv didn’t work after intervention of the technical staff", Older interior,7.0,Liked the upgrade
38,Netherlands,Superior King Room,1 night ,September 2020,Couple," Perfect location, close to city center and train station"," Some rooms have less good facing, need add money to get a better facing room. The door is thin, therefore noise can be heard if people make them at the corridor",8.0,Excellent location for tasting Amsterdam
39,France,Superior King Room,2 nights ,August 2020,Couple," The hotel is ideally located in the city centre. Most activities are within walking distances, and the hotel’s facilities are amazing",,8.0,Very Good
40,Germany,Executive King Room (3 Adults),1 night ,September 2020,Family,, No parking for cars....,8.0,Very Good
41,Germany,Superior King Room with Iconic View,1 night ,September 2020,Group," Strategical position, just a 3-minutes-walk from the Central Train Station. Nice, modernised rooms. Friendly staff!", Nothing to complain about!,9.0,Wonderful
42,Germany,Superior King Room with Iconic View,7 nights ,September 2020,Couple," Very helpful concierge staff, good breakfast, good rooms, overall good cleanliness"," Pool area not as clean as desired, other guests too much under the influence. Unclear housekeeping schedule (we got booked for the wrong day, leading to confusion)",8.0,Overall a good experience with minor room for improvement
43,Ireland,Superior King Room,1 night ,September 2020,Couple, Location is perfect i have stayed here 4 times since christmas .," I do not like the lack of car parking facilities , Hotel should collaborate with local car park to facilitate guests .
As a result of this my company will be using a different hotel for my next visit in 3 weeks .",9.0,Wonderful
44,United Kingdom,Superior King Room with Iconic View,3 nights ,September 2020,Couple," Amazing locAtion, right out of the central station. Great breakfast under the circumstances, rooms where quiet and clean.", You certainly pay a premium for the location. Upgraded to an iconic view room and it wasn’t worth it. Only flaw,8.0,Very Good
45,Ireland,Superior King Room,4 nights ,August 2020,Couple," Excellent location, close all amenities and attractions", Not a wide variety for breakfast. No baked beans on the menu,7.0,Good
46,Luxembourg,Superior King Room with Iconic View,2 nights ,August 2020,Couple," The property is elegant and perfectly located, all main attractions are just a walk away. The Sauna is a nice touch and made our staying very cozy! The staff is nice and helpful."," The room was noisy at night; there was no toilet brush in the bathroom.
The tv remote was missing so we had to unplug the cable to turn tv off when we arrived.",7.0,"Nice staying, perfect location but lacked some facilities"
47,United Kingdom,Superior King Room,4 nights ,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service."," The only downside to our amazing stay was that the fitness centre wasn't open but completely understandable, given the COVID situation. Hopefully next time!",9.0,Excellent City Stay
48,France,Executive King Room with Iconic View,4 nights ,August 2020,Couple," The location 
The room style 
The staff", No water or something to drink inside the fridge,9.0,Cool
49,Switzerland,Executive King Room with Iconic View,3 nights ,August 2020,Couple," Excellent location, not noisy considering outside high traffic."," If you are not going to provide housekeeping every day and are using the """"covid"""" excuse then drop the price
at least $20per night.",9.0,"Beautiful, fun city!"
50,United Kingdom,Superior King Room,3 nights ,August 2020,Couple, Comfortable matresss, No body came to the room to clean and bring clean towels,8.0,Very Good
51,United Kingdom,Superior Twin Room,1 night ,August 2020,Group," Great location,friendly lady checked us in so good overall but received a filthy towel",,8.0,Fine
52,Belgium,Superior Twin Room,2 nights ,August 2020,Group, Superb location and nice rooms. The staff was very friendly and helpfull.," On booking it says that there is a parking, while there actually isn’t one. the one which the reception recommended is at 15 min walking. (Which is ok, a pitty this isn’t communicated upfront) The mini bar is unfortunately empty, which is sad because the room was pretty far from the reception to get some snacks and drinks. The swimming pool you need to reserve ahead if you want to use it, might be due to the current health situation.",7.0,"Great location, no parking"
53,United Kingdom,Superior King Room with Iconic View,2 nights ,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!"," The 2 lifts, it was slightly confusing after a wine or 2, we were based in the older section of the hotel and I feel that there should be more direction sign posts to this section of the hotel.",7.0,GOOD STAY / GREAT LOCATION
54,United Kingdom,Superior King Room with Iconic View,2 nights ,August 2020,Couple, Cleaness and location is perfect, Gym wasn’t open,9.0,Great hotel
55,Netherlands,Superior King Room,1 night ,August 2020,Group," The staff is very helpful and friendly. The location is perfect. The room was very clean. The concierge’s allowed us to store our luggage while we went to lunch and a museum, which I thought was very friendly and nice."," I ungraded our room to a superior which was anything but. The pictures showed a large room with a couch and coffee table, neither was in our room. We had a tiny little table not even bigger then an end table in a living room and 1 chair. When we tried to clarify that we thought our room had not been an upgrade they assured us that it was. The bathroom in the online photo’s looked big, ours was so small we both couldn’t stand in it at the same time. There is no heating in the room just airco. I wasn’t impressed with the room. We were told when we checked out that due to Covid many of the rooms had their furniture removed. Glad now we didn’t upgrade to the executive suite, but then maybe we would’ve had one extra chair next to a tiny little table. Not sure which rooms are photographed in the bookings.com advertisements, but it’s not the room you will get when you check in!",7.0,Great staff not so great room
56,United Kingdom,Superior King Room with Iconic View,3 nights ,August 2020,Solo traveler, Breakfast at the Park Plaza was excellent. The hours for breakfast were excellent. Lots of options for breakfast which was nice., The construction outside of my “iconic view” king room was terrible and very noisy. The jackhammers across the street were so loud that it made that part of my stay not relaxing. The cleaning of my room before my arrival could have been done better.,7.0,I am looking forward to my next trip to Amsterdam.
57,Norway,Superior King Room,1 night ,August 2020,Solo traveler," Good location, close Central station and restaurants.",,8.0,Very Good
58,United Kingdom,Executive King Room with Iconic View,1 night ,July 2020,Couple, Great central location,,8.0,Very Good
59,Switzerland,Superior Twin Room,1 night ,August 2020,Group, Easy to connect to all the places. All the tourist attractions are in walking distance.,,9.0,Wonderful location
60,Switzerland,Superior Twin Room,1 night ,August 2020,Family," Easy to connect to all the places. All the tourist attractions are in walking distance. It is also close to a hospital. My friend’s father went to emergency early in the morning, the staff came and told her the place.",,9.0,"Great location, wonderful staff"
61,Switzerland,Superior Twin Room,4 nights ,August 2020,Group, Easy to connect to all the places. All the tourist attractions are in walking distance., It’s sometimes like a maze to find room,9.0,Excellent location
62,United Kingdom,Executive King Room with Iconic View (3 Adults),5 nights ,August 2020,Family, Bed 🛌 was very comfortable and excellent breakfast 😋, Central to everything you need in Amsterdam 🥰,9.0,Wonderful
63,United Kingdom,Superior Twin Room,1 night ,August 2020,Group," Amazing location near everything, clean polite team excluding that 1 guys. 
Breakfast was good 
Thank you to Khalid and the lady who also went above and beyond for me."," 1 staff members was very dismissive of my request, another staff member heard and helped out with my request.",8.0,Very Good
64,United Kingdom,Superior King Room,2 nights ,August 2020,Couple," The location, the design", The lift then walk to another lift in another building to then walk to your room... the cold swimming pool,9.0,Park plaza victoria
65,United Kingdom,Superior King Room,3 nights ,August 2020,Couple," The hotel itself is very elegant and tastefully decorated. The room was lovely and the bed very comfortable. Central location. Breakfast is good. Quite a bit of variety. Lovely hot chocolate. You can requests amongst other things, balloons and Prosecco for the room upon arrival which is nice for b day surprises etc.", As it was my partners b day I asked for an upgrade to an executive king room. This was confirmed. Shortly before we departed for Amsterdam I asked them to reconfirm as it was a surprise. Again I was told not a problem. Arrived at the hotel  and a bit of a wait even though there were 4 staff on the front desk they seemed to be slow getting guests  checked in. We went to the room we had allocated to us only to find it was the original room we booked. The lady at the front desk made it seem as though it was my fault for not confirming again at the front desk on arrival even though I had twice by email. Eventually she offered a free room upgrade but the moment had passed for the birthday surprise so we stuck with our original room which was nice enough. The pool changing rooms were closed due to COVID so it was a case of going back to you room wrapped in a towel if you didn’t what to change in front of people. Pool was nice but the filters were really dirty inside a could have done with a clean. Due to COVID we were told the the cleaning staff wouldn’t clean the room unless requested. We requested at the front desk the next morning but no one came. Finally went to concierge as we had no fresh towels soaps or hair shampoo and literally had to beg to have someone clean the room as he said we’d now missed the cut off time for requesting the room cleaned. All in all this is a lovely hotel but is let down hugely by its front desk staff unfortunately.,7.0,Lovely hotel great location. Front desk staff lacking though
66,United Kingdom,Superior King Room with Iconic View,3 nights ,August 2020,Couple," Good location, opposite train station and near restaurants but about 20 min walk to main square with bars. Very clean, modern and comfortable. Definitely would recommend!",,9.2,Wonderful
67,Belgium,Superior King Room,1 night ,August 2020,Family, Comfort and location, It was necessary to use a ventilator because otherwise there was combustion smell.,8.0,Very Good
68,United Kingdom,Superior King Room,4 nights ,August 2020,Group, Staff," Small rooms
Uncomfortable bed & pillows
Air con didn't work very well",7.0,Good
69,United Kingdom,Superior Twin Room,3 nights ,August 2020,Group, Brilliant location lovely food and friendly staff, bit of a track to the rooms having to change lifts,7.0,Good
70,Germany,Superior King Room with Iconic View,3 nights ,August 2020,Couple, King size bed!, We had booked a room with an iconic view but there wasn’t much iconic about it as there is construction in front of the train station,8.0,"We visited Amsterdam to spend time with our Son, who studies in Amsterdam. Excellent location."
71,Singapore,Superior King Room,2 nights ,August 2020,Couple, Excellent location and extremely hospitable and helpful staff.,,9.0,Wonderful
72,United Kingdom,Superior King Room with Iconic View,4 nights ,August 2020,Couple," Room, location and breakfast were amazing", Our room was meant to be ready at 2.pm but was not until 5pm.,8.0,We had a pleasant stay but was cut short due to quarantine so we had to leave after 2 nights.
73,United Kingdom,Superior Twin Room,3 nights ,August 2020,Group," Location was so central, beautiful rooms and friendly staff."," Small rooms, expensive drinks in the bar and limited late night room service options",8.0,Location is perfect
74,United Kingdom,Superior Twin Room,1 night ,August 2020,Family," Slap bang in the middle of everything. Easy to find. Five mins from train station ( and airport train). 
Helpful staff. Nice room.", Can’t think of anything.,8.3,Perfect location
75,Ireland,Superior King Room,2 nights ,August 2020,Couple," Location,  cleanliness, room was smaller than expected but served its's purpose, such a beautiful hotel & cocktails from the Bar where super.", Such a big hotel our room was a small hike to exit the hotel.,8.0,"Clean, comfortable, modern, extremely convenient."
76,United States of America,Superior Twin Room,1 night ,August 2020,Group, All the safety protocols in place and the central location., The fridge wasnt checked there was still food left in the fridge from the previous guests.,9.0,"Central location, 20 mins from airport. close to everything"
77,United Kingdom,Superior Twin Room,2 nights ,August 2020,Family," Good location , clean , quiet", Like all hotels in major tourist cities it is overpriced,7.0,Good
78,France,Executive King Room (3 Adults),2 nights ,August 2020,Family," Location of the hotel, in the city center, is one of its main qualities.
Modern, quite luxurious, well equipped, good service...it was definitely a good choice to stay a few days and discover Amsterdam."," In case you arrive by car, be guided that reaching the hotel is a pure nightmare. You can hardly get close to it since only tram passes by, and there is no carpark in front of the hotel.
Only way is to park in a carpark away from the hotel and then walk with your luggages….or book a valet before your arrival.",8.0,"Excellent location, confortable, welcoming....except if you arrive by car :-("
79,United Kingdom,Superior Twin Room,2 nights ,August 2020,Group," The location was excellent the hotel was in the city centre, rooms were spacious and beds were comfortable and a big flat screen tv in the room."," The Room wasn’t cleaned once in my 2 night stay at the hotel,no menus in room to order room service, nothing in the room that had the WiFi password on it.",7.0,Good
80,Australia,Superior Twin Room,3 nights ,August 2020,Group, The location,,9.0,Wonderful
81,United Kingdom,Superior Twin Room,3 nights ,August 2020,Group," Close to station. 
Ability to book pool.", Delays in cleaning room.,7.0,"Good, had a lovely birthday."
82,United Kingdom,Executive King Room with Iconic View,1 night ,August 2020,Couple," Room was amazing with a beautiful view, location was excellent, staff were really helpful.", Couldn't fault it!,9.0,Amazing room
83,United Kingdom,Superior Twin Room,1 night ,July 2020,Couple, room was adequate but due ti lockdown  littles else to say, corona virus  made it difficult to comment,8.0,simply ok
84,France,Superior King Room,3 nights ,August 2020,Couple, Hi tech / confort lit / silence," Climatisation too cold 
Restaurant food very bad",7.0,Good
85,United Kingdom,Superior King Room,4 nights ,August 2020,Couple, Location and cleanliness, No plug sockets near the mirrors in the bedroom,9.0,Wonderful
86,Czech Republic,Superior King Room with Iconic View,3 nights ,July 2020,Couple, The hotel was right in the city center. Near the central station and you could get to the most famous places by walk easily. The staff were wery helpful and nice. The room was clean and modern and i realy appreciate that we had an iron in the room.," The room was smaller that the parameters in the booking. We paid for a room with a nice view, but we had a view of a construction site instead. The window in the room was a little small. But we still did enjoy the stay.",8.0,Very Good
87,United Kingdom,Superior Twin Room,2 nights ,July 2020,Group, Staff very freinfkyvsnd accommodating. Lovely stay,,9.0,Great city break!! Will definitely be back soon
88,United Kingdom,Superior King Room,3 nights ,July 2020,Couple," Staff were extremely friendly and helpful. The whole place was spotlessly clean. Room facilities were good, coffee machine, wide screen tv, excellent shower. Breakfast was very nice with lots of options. There was a swimming pool and sauna, both of which were spotless. The location was perfect, opposite the train station and a tram stop. Main street round the corner with plenty shops and places to eat. Canal cruises were just opposite as well and most major attractions less than a 30min walk. Despite being so central there were no issues at all with noise and we slept great!"," The main restaurant wasnt open for dinner so would have to eat in the bar at lower tables, we decided to find somewhere else to eat as this looked really uncomfortable. We paid extra for a room with a view but the view we had was a construction site!",7.0,"Excellent location, spotlessly clean, friendly staff :)"
89,United Kingdom,Superior Twin Room,2 nights ,July 2020,Couple, The staff were so so helpful room was amazing could have been a little cleaner in toilet but apart from that was amazing definitely will return,,9.0,Wonderful
90,United Kingdom,Superior King Room with Iconic View,2 nights ,July 2020,Group," location ,"," they never cleaned our room for all the stay  , called them 2 times but only give excuses",7.0,good experience
91,United Kingdom,Superior Twin Room,2 nights ,July 2020,Group," Great location next to station, great spa, rooms were clean. Quite modern hotel and staff are very welcoming and helpful", Checkin took time but was busy time for the hotel after COVID,8.0,Lovely hotel and staff
92,Germany,Executive King Room (3 Adults),2 nights ,July 2020,Family, Clean and centrally located, The elevator system was a bit anmoying.,8.0,Centrally located
93,Ireland,Superior King Room with Iconic View,3 nights ,July 2020,Couple," Great location, staff were very friendly, facilities were great overall amazing hotel:))",,9.0,Wonderful
94,Ireland,One-Bedroom Suite (3 Adults),1 night ,July 2020,Group, Liked the location, They knew 3 wore staying in the room and the left no blanket or pillows in the room for the fold out bed and they said me room be ready for 2 and it wasn't ready till 3,7.0,Good
95,United Kingdom,Executive King Room with Iconic View (3 Adults),2 nights ,July 2020,Family," In centre of the city, great location", View was different to the view during the booking,9.0,Room was different to the photos during the booking. Please make sure that you paying for the correct toom
96,United Kingdom,Superior Twin Room,2 nights ,July 2020,Group, It’s was clean and felt safe. Nice vibe created by the lighting, My friend p,9.0,Enjoyed our stay
97,Ireland,Superior King Room,4 nights ,July 2020,Couple," Close by ,modern ,easy layout", Rooms only cleaned once,9.0,Wonderful
98,United States of America,Superior King Room with Iconic View,2 nights ,July 2020,Couple," The hotel is in a very great location, right in front of the Train Central Station.  The staff is very nice and hotel has reasonable prices based on the location.  Breakfast is great as well as the concierge staff.  All of the attractions are within 10-30 min walk which is ideal to get from one place to the other."," The only thing I didn't like is that when we arrived the room we booked via booking.com was not available and we were told at check in that it was due to maintenance.  The hotel staff didn't call or notify us about this issue.  The only reason we selected that hotel was to have a room with view to the canal and I guess the first day we couldn't enjoy that.  Even though they moved us to a room with a view the next day, it just took away the excitement when we got there.",9.0,Very nice!
99,United Kingdom,Superior King Room with Iconic View,1 night ,July 2020,Solo traveler, I stay here whenever I’m on business in Amsterdam. Great location and a nice fresh feeling hotel!," Not so much I didn’t like, but I prefer when I’ve stayed in the original part of the building. All rooms are to a high standard though",9.0,Great as always!
100,Ireland,Superior Twin Room,4 nights ,July 2020,Group, Location was excellent ☺️ Staff very friendly & accommodating.,,8.0,Very Good
101,France,Superior King Room,3 nights ,July 2020,Couple, The concierges were very helpful, .,9.0,A
102,Sweden,Superior Twin Room,1 night ,July 2020,Group," The smell as you get inside the hotel is very good, the room was clean and the bed comfortable.", The carpets on the floor in the room.,8.0,Perfect location with a good price
103,Germany,Superior King Room,3 nights ,July 2020,Family," Nice Location, a good breakfast with a friendly restaurant staff."," Staff at check-in didn't inform us that room service won't come unless we make a special order, because of COVID19 restrictions.
No barrier-free entry; had to carry our baby stroller everyday over the stairs; which are wide enough for a wheelchair/stroller path. The concierge wasn't always there to help.",8.0,Nice central location; good for the money.
104,Belgium,Executive King Room,1 night ,July 2020,Family," Breakfast was very good, licatiin excelent.", Slow service at reception,9.0,Good time
105,Netherlands,Executive King Room,2 nights ,July 2020,Family, Location is excellent. The room was very nice and spacious! Was also quite.," With COVID the rooms can’t be cleaned which is totally fine, we don’t need our room cleaned every day HOWEVER it would be nice if they could have collected the garbage. 
With COVID the mini bar/fridge can’t not be used but when you are travelling with a toddler you need access to the fridge to store food and milk. It was such a hassle constantly telling them WHY I need the fridge to be opened three times a day. Lack of communication between staff, would have been nice if a note was put on the computer explaining our situation.
WIFI is terrible 
We were also not placed the the room that I booked but that was sorted out promptly.",8.0,Very Good
106,Netherlands,Executive King Room with Iconic View,1 night ,June 2020,Family," The location is perfect. The hotel is clean and staff was very helpful and friendly.
The bed was very comfortable.", The room sound proofing can be better. We heard other guests laughing in the hallway and slamming the door very hard at 3 am at night.,9.0,Perfect location
107,Chile,Superior King Room,2 nights ,March 2020,Group," It’s very close to the railway station, so it’s a good location if your stopping by for a few nights, like a quick stay.
Everything works with the room key, the elevator, the complementary toilet, so don’t lose it or forget it!
The breakfast was great, has a good selection of dishes."," The bed was one of the most uncomfortable beds I’ve slept in in a long time for a hotel of this range. It was way to low to the floor, it was way to hard, it was all around awful, if we hadn’t stayed only two nights I’ve would have left after the first one. So “slept” is a term I’m using very loosely here. To be fair all the furniture was low, the bed, the nightstand, the sofa, it was so uncomfortable. Only a chair was of normal size in the room.
There were stains on the carpet and furniture, and I didn’t see anymore because I stopped searching.",7.0,"Good hotel, bad hotel."
108,United Kingdom,Superior King Room,2 nights ,March 2020,Couple," Perfect location literally across the road from central station.
Staff are very friendly and helpful, Complimentary lemon water, ice machine near room,  huge, comfy bed, fabulous shower and everywhere spotless. Breakfast was wonderful and the hotel decor is just beautiful...love it! Already planning to return next year if possible .","  Very few criticisms  but I'll do those first.
Radiator kept us awake first night so we switched it off.
Mini bar is electronic and almost got charged for items we hadn't used, however a quick trip to reception and they were removed without a problem.",8.0,Stunning Hotel
109,Indonesia,Superior King Room with Iconic View,2 nights ,March 2020,Family, Near to amsterdam central station and other tourist attraction.," We take a room with historical view and the room was not too comfy and the view was awful bcoz of road and canal construction. It wasn’t a hotel fault, just wasted. There’s 4-5 steps inside main lobby so it’ll be difficult for us who bring stroller and 2 big luggage. I am the genius level 2 from booking.com and i read the benefits is i got a free of minibar in park vic hotel but in the fact, we fully charge of minibar even the mineral water! Hotel around the wold usually give some mineral water bottle for free! But not this hotel, they put mineral water in minibar list. And they charge us for city tax too.. I thought the price that we paid at booking.com is inclusive all.",7.9,Great location
110,Ireland,Superior King Room,2 nights ,February 2020,Couple, Friendly staffs,,9.6,"Great location, friendly staffs"
111,United Kingdom,Superior King Room,3 nights ,March 2020,Couple," Location is probably the best. The hotel itself is really nice and clean, staff are very friendly and helpful. It was my birthday weekend and they put two balloons in the room. Overall nice hotel but didn’t feel as special as other hotels have made us feel by upgrading our room, or adding chocolate, a bottle of fizz etc."," The deluxe king room didn’t look the same as the photo (bathroom is different and looks much basic) and very basic toiletries (shampoo, conditioner and bar of soap). Usually for a 4* there is body lotion, shower gel etc included. The spa was disappointing, it’s only a sauna and a coldish pool (not deep at all), there no lounge chairs to lay on or music on. We was only there for approx 5 mins. The look of the hotel is 4* but the facilities is 3*",8.3,Very Good
112,United Kingdom,Superior Twin Room,1 night ,March 2020,Group,, Under the beds could do with a hoover.,8.0,Very Good
113,United Kingdom,Superior Twin Room,2 nights ,February 2020,Group, Everything is clean tidy and modern and the pool is perfect just to relax, Everything the coffee in the bar was nice the location is perfect,9.2,Wonderful
114,United Kingdom,Superior King Room,2 nights ,January 2020,Group," Friendly helpful staff. Excellent location. Everything in the room worked, functional rooms that were comfortable including the bed.", Nothing,9.2,Wonderful
