,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
18,United Kingdom,Executive Triple Room,1 night ,November 2020,Group," Loved the location of the hotel, so central you cannot go wrong! The room was great, with plenty of space for the three of us. Requested a high up room for the views which were really great to look over Leeds."," The sofa bed provided was not very comfortable, one of my party woke up with back ache. The beds were slightly too close together with difficult getting between them but nothing of massive inconvenience.",9.0,Comfortable and lovely stay
19,United Kingdom,Superior Double Room,1 night ,December 2020,Solo traveler, Very comfy bed and very quiet room, Nothing,9.0,Wonderful
20,United Kingdom,Superior Double Room,1 night ,December 2020,Solo traveler," Convenient, clean, great service", Hard to provide a fair appraisal as many facilities closed (Covid),8.0,Very Good
21,Bahrain,Superior Twin Room,5 nights ,November 2020,Family," Excellent place in the heart of the city Centre of Leeds, welcoming staff, good value, helpful reception, due to Covid- 19 could not utilize the gym or the reception area, but over all we have enjoyed our staying.",,9.0,Excellent choice 👍🏼
22,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Booked for my husband to stay overnight when returning daughter to Uni. Usually use other hotels with nearby car parks to park vehicle securely but thought we’d give the Plaza a try as a good price was offered. We often walk past it when out and about in Leeds and it looks luxurious. Obviously very quiet as in Covid restrictions so hard to comment about ambience or dining experience.  Will have to sample an overnight stay again when less restrictions are granted. Rooms were clean and comfortable,,7.0,Good price for a little bit of luxury
23,United Kingdom,Superior Double Room,1 night ,November 2020,Couple, View and location, Excellent location and quality of room with a great view of the city,9.0,Wonderful
24,United Kingdom,Executive Triple Room,1 night ,November 2020,Group, Location was great and staff were friendly," Horrendous lift system. We were waiting over 10 minutes for a lift from 11th floor to the ground floor, in the end we decided to take the stairs. When we came back same situation, queue for lift was very long and not moving, there were 4 lifts but none came.
Also we were a party of three, the layout of the room was so stupid, one single beds was completely tucked into the corner you couldn’t get in or out without climbing over the other beds. Not well thought out.",7.0,Fab Location
25,United Kingdom,Superior Double Room,2 nights ,November 2020,Solo traveler, The hotel felt very clean and comfortable. The staff were very friendly., My TV didn't work to begin with (had to get staff to fix it) and there was no shampoo in my bathroom.,8.0,Very good - would definitely stay again.
26,United Kingdom,Superior Twin Room,1 night ,October 2020,Family," Because of the current covid restrictions breakfast was ""to go."" The hotel made a big effort to provide a reasonable choice, including cooked sandwiches.", It was just a shame the restaurant was closed so the food couldn't be served freshly cooked to a dining table,9.0,Attending a medical appointment in Leeds with my elderly mum - staff were extremely kind and helpful
27,United Kingdom,Executive Double Room,1 night ,November 2020,Family, Good service and polite staff. Room was good . Great view., Nothing much to dislike. It was a good experience overall.,9.0,Wonderful
28,United Kingdom,Superior Double Room,1 night ,November 2020,Solo traveler, check-in was handled really well considering the circumstances. Room was lovely and a great view., window wasn't clean so view could have been clearer,8.0,Very Good
29,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Room good prime location didn’t have any food in hotel., Nothing,8.0,Very good
30,United Kingdom,Superior Double Room,2 nights ,October 2020,Couple," Rooms very good and clean. Staff very helpful. Excellent breakfast served by really attentive and happy staff. 
Good location for shops just 1 minute away.", Would have rated the hotel as a 9 superb except that there was no onsite parking.,8.0,Excellent city centre hotel byt parking is an issue.
31,United Kingdom,Superior Double Room,5 nights ,October 2020,Solo traveler, Friendly and helpful staff.,,9.0,Wonderful
32,United Kingdom,Executive Double Room,4 nights ,November 2020,Family, Very friendly and helpful staff.," Breakfasts are currently grab bags from reception  either bacon sarnies or porridge, even at the reduced price from the buffet breakfast, they're still very expensive for what you get.",9.0,Wonderful
33,United Kingdom,Superior Double Room,1 night ,November 2020,Couple,, That i wasn’t made aware a deposit amount would be taken out as it was £50 for the room but i ended up paying £70 and i’m still waiting for the deposit back which i was told i’d receive back as soon after checkout,7.0,Good
34,United Kingdom,Superior Double Room,1 night ,November 2020,Couple, The location is really good.  Close to the railway station and the shops.,,9.0,Nice overnight stay in Leeds.
35,United Kingdom,Superior Double Room,1 night ,November 2020,Couple," The room its self was amazing, great views of the city, very clean, the beds were so so comfy, all staff were lovely and I love the fact we were provided with things to make a coffee with."," The only issue I had was, I requested a room with a bath, which we got, I was really looking forward to getting a bath and relaxing, as we don’t have one at home. Only to find when I got round to running the bath, there was no hot water and the shower head had water coming from all directions",7.0,"Great room, but no hot water"
36,United Kingdom,Superior Double Room,2 nights ,November 2020,Family," Great location, quick check in very helpful staff"," We ordered room service on the Sunday evening, the hotel was running a reduced menu which was understandable considering the situation, unfortunately they had run out of most things and could only offer us sandwiches or pasta.
The food was nice even if it was not what we were hoping for and the lady who delivered it was very nice.",9.0,Wonderful
37,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Good size room for a City centre & a fab location 👌, Nothing - all as expected,8.0,Nice stay right in the centre
38,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," Friendly, organised.", The newer refurb rooms are much nicer than the carpeted old ones,9.0,Wonderful
39,United Kingdom,Superior Double Room,1 night ,October 2020,Family," Location was excellent, opposite the train station and next to main shopping centre",,9.0,Wonderful
40,United Kingdom,Executive Triple Room,1 night ,October 2020,Family," Location, facilities and views", £14 for parking,9.0,Great central location and very comfortable
41,United Kingdom,Executive Double Room,1 night ,September 2020,Couple, the room was ready early and was very spacious with very large bed,,8.0,satisfied with our stay in current climate hotel procedures were well with in goverment guide lines
42,United Kingdom,Superior Double Room,1 night ,October 2020,Solo traveler, Location spot on.viewith from my 19th floor rooms. Bed very good., N/A,8.0,Only there one night but the atmosphereel spot on.
43,United Kingdom,Executive Double Room,1 night ,October 2020,Family, Central location, Beds uncomfortable,8.0,Very Good
44,United Kingdom,Superior Twin Room,1 night ,October 2020,Family, Breakfast was very nice. We had a lovely bottle of prosecco waiting for us on arrival for my daughters birthday with a card too. Staff were very helpful and the luggage holding was very useful., Only thing I would mention would be to have proper cups for tea and coffee in the room.,9.0,Very nice i would stay here again.
45,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Great location. Breakfast good, Couldn’t operate tv control from bed. Had to go to tv to turn over channel,7.0,Good
46,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Ana especially was amazing with us sorted everything we needed., A bit disappointed with breakfast not been served in week.,9.0,Ana leeds
47,United Kingdom,Superior Double Room,2 nights ,October 2020,Couple, It’s ideal for train station and shopping. It was clean and comfortable.Staff were very good.Would definitely stay again.,,8.0,Very Good
48,United Kingdom,Superior Twin Room,1 night ,October 2020,Couple,, The staff members weren’t really understanding of my situation and in order to get help from someone I know we had to pay for an extra room which we didn’t end up using as only 2 people were staying in the hotel and the other person went home.,7.0,Outstanding apart from the staff
49,United Kingdom,Superior Double Room,2 nights ,October 2020,Group, It did everything it said it would. Also like Ronseal., Nothing it did everything it said it would. Like Ronseal.,8.0,Slap bang in centre. Ideal location
50,United Kingdom,Executive Double Room,1 night ,October 2020,Family," The location was great and the staff were amazing, so friendly and helpful!! We had to change our booking due to covid regulations to take our little one and the flexibility was amazing putting up a spare bed and even a free breakfast for her. Thank you so much.", Nothing,9.0,A lovely stay
51,United Kingdom,Superior Double Room,1 night ,October 2020,Solo traveler, Very clean and easy to get to, Room was slightly worn,8.0,Excellent stay
52,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Everywhere clean and well appointed. Excellent location for shops and restaurants.,,8.0,Great value for money
53,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," Great location right in the centre of Leeds
Good value for money
Spacious room with decent views over the city"," Room was a little dated
Didn’t have the usual USB ports on plugs which make it handy as we forgot our charger but had a cable.
No curtains at the windows, just old and tired looking nets which looked like they hadn’t had a wash in a while.
Even though I booked a double the bed was two singles put together 
Coffee machine but no cups to make a coffee with.",7.0,Excellent location and value for money but...
54,United Kingdom,Superior Twin Room,1 night ,October 2020,Family," Hotel was big and had a great atmosphere 
My stay was due to having an appointment close by however if going to Leeds for a night out it would be perfect in the centre allowed to bring food/drinks back to your room, room service was good and the food was lovely for the price of a one night stay was well worth the money had all channels on the hotel to use so wasn’t bored", Not from the area although 3 minute walk from the car park area allocated it was hard to find it however walking around Leeds wasn’t too bad so it’s got some good points one thing il say again if for a night out the room I had had one big mirror on the other side of the room and the other side was a seated area you could get ready. That’s the only disappointment I had but it wasn’t an issue for my stay this time and it still wouldn’t be an issue as the mirror is big enough to sit on the floor and get ready just an observation,9.0,Wonderful
55,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, The bed was really comfortable,,7.0,nice
56,United Kingdom,Superior Double Room,1 night ,October 2020,Solo traveler, Excellent location,,7.0,Good
57,United Kingdom,Superior Twin Room,5 nights ,October 2020,Solo traveler," The breakfast was good and the staff were very helpful. The rooms were very spacious   warm, and giving one a nice aerial view of Leeds city. Very close to Leeds train station and to a plethora of restaurants.", The wifi was poor especially on the 29th floor.,9.0,"Discreet, roomy, clean and comfortable !"
58,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Great location. Staff very friendly & helpful. Love the city view. Great breakfast," Room tired. Nasty smell in room, handle broken on window so couldn't get any fresh air. Mirror all scratched and knocked. No cups in room. We did get offered another room but was already getting ready to go out",7.0,Have stayed here a number of times will definately come back just think some rooms need refurbing
59,United Kingdom,Executive Double Room,1 night ,October 2020,Couple, Great location. Staff very friendly. Great view from room.," Room was stripped bare, no pictures on the wall, no kettle, no soap dish, not very inviting and relaxing atmosphere in the room. Extreme thumping music noise from other rooms, very loud people in the hallways at all hours. Long wait for lifts.",7.0,Stripped bare
60,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," The room was lovely. The views were amazing. The breakfast and service highly recommended. We will be staying at the Park Plaza everytime we are in Leeds, in future! The bartender, Adrian was absolutely brilliant and a great conversationalist. I cant fault a single point of our stay. Everything went fantastically. Sanitiser supplied everywhere. Rooms and hallways spotless! Breakfast was outstanding. 10 out of 10. See you again soon!!!", Nothing at all!! The hotel and the staff were brilliant. We had a fabulous stay!!!,9.0,Wonderful
61,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Central location was great and the beds were exceptionally comfy. The room was spacious with a good view and came with Sky TV. Room also came with an ironing board and iron which was handy!, No cups for the complimentary tea and coffee. The toilet was cracked. Several impact damages on the walls and the bathroom door was hanging off its own hinges.,7.0,Short relaxing stay
62,United Kingdom,Superior Double Room,1 night ,October 2020,Group," Staff were brilliant, very clean",,9.0,"Good hotel, well placed for bars and restaurants"
63,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," Ease of checking in and out.
Breakfast was good.
Protocols for covid 19 were good.", The Lifts were very unreliable in that sometimes it took up to 5 minutes to arrive.,8.0,Very Good
64,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," Booking.com have the wrong details advertised on the executive rooms (we had upgraded for a few luxuries), staff on reception great and no quibble swapped it for what we thought we had booked. Stunning views across the city from our high floor. 
Systems in place making it feel ultra clean and secure for covid. Staff doing a great job in hard circumstances. Hats off to them. A local lockdown would be punitive as this feels miles safer than any shop I’ve been in. They are working incredibly hard. 
Rooms spacious and have all you need within them."," Mattresses uncomfortable, meaning a poor nights sleep, not large doubles but two singles pushed together meaning they split in the night.",8.0,Very Good
65,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," Breakfast was good ,location very good and so closed to train station",,9.0,Overall a very good stay
66,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," Location is great 
Spacious comfortable room",,8.0,Very Good
67,United Kingdom,Superior Double Room,2 nights ,August 2020,Couple," The staff at breakfast were extremely attentive.
Good food too 🙂", Receptionist hadn't validated my parking. This left me at the exit barrier with nowhere to go ☹,8.0,Very Good
68,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Location and that my room was right by the lifts - I was alone so I felt much safer due to this, Nothing,8.3,Very Good
69,United Kingdom,Executive Double Room,1 night ,October 2020,Couple, Very clean with clear instructions for using lifts and hand sanitizer throughout. Breakfast was excellent with lovely staff in the restaurant.,,9.0,Excellent
70,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Perfect central position. Upgraded room which was nice. Slightly conservative style and furnishings. Lovely friendly reception staff. No bar or restaurant facilities but close enough to one’s outside hotel., As above.,7.0,Good
71,United Kingdom,Superior Double Room,1 night ,October 2020,Group, In difficult times the staff made us feel very welcome.   The room was very good and great views,,8.0,Very Good
72,United Kingdom,Superior Twin Room,1 night ,October 2020,Solo traveler, Very clean & well organised. Comfortable room and good central location. Excellent value for money., No dislikes.,8.0,Very clean & well organised. Comfortable room and good central location. Excellent value for money.
73,United Kingdom,Executive Triple Room,1 night ,September 2020,Family, Beds and room were brilliant., Breakfast had to be collected from reception and they'd lost my order. No help getting 3 breakfasts and coffee back to room,7.1,Good
74,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," Lovely room, our request for a higher floor room was granted which was a nice plus. Great location, lovely city view from our executive room"," The only improvement which I think could be brought is regarding the doors in the corridors leading to the rooms. The doors look quite heavy and therefore people tend to use more force than necessary to open them, it ends up being quite noisy early in the morning when the first customers check out. I would advise the hotel to invest in doors stopper to avoid doors being flung open noisily.",8.0,Very Good
75,United Kingdom,Superior Double Room,1 night ,October 2020,Couple, Perfect location! Right next to train station and great area in centre. Staff were lovely! Spacious room! Being on the 12th floor was a great view of the city! Enjoyed the stay!," The room needs updating, picture on the wall really didn't match with the colour scheme etc. Felt dated! Left stickers on the wall.. 
Need a mirror or two in the room as only mirrors were in bathroom, plenty room for them!",8.0,Very Good
76,Italy,Superior Double Room,2 nights ,September 2020,Couple," The staff was super welcoming and helpful, the safety measures perfect and the room was big and comfy."," The only two bad notes are the cost of the breakfast (10£ each), even if the service was incredible so worthing it, and the old fashion furniture that didn’t make the hotel shine as it should.",9.0,Perfect stay
77,United Kingdom,Executive Double Room,1 night ,October 2020,Solo traveler, Facilities and clean, The executive double bed was simply 2 double beds pushed together! It kept waking me up through the night as the beds started to split away from each,8.0,Nice hotel
78,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," The location is perfect for the city centre / bars / shopping.
Rooms are adequate however looking a bit tired , although very clean.
No bar / meals available as only rooms available.", Bar could have been open but Covid rules applying the same as other venues,8.0,Excellent
79,United Kingdom,Superior Twin Room,1 night ,October 2020,Group, Everything, Room service closed at 9.15,8.0,Great stay
80,United Kingdom,Executive Double Room,1 night ,October 2020,Couple," 12th floor, nice view 
Lovely and clean room and bathroom with a huge double bed.
Barman really pleasant,  couldn't do enough to help
Reception quick, helpful and pleasant"," Bar area was just like a lobby with a bar, football on but ok as the bartenders were so helpful",9.0,Pleasant stay
81,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," The hotel was lovely, ideal location, clean bedroom, little extras such as a hairdryer, iron & sky TV.", The only thing was lack of parking,8.0,Exactly what we wanted
82,United Kingdom,Executive Double Room,1 night ,October 2020,Group," Perfect city centre spot. 2 mins from train station (although we used the reduced price car park)
Very large clean room and bathroom. Best cooked breakfast we’ve had in a long time. Highly recommend this hotel",,8.0,"Fantastic spot, fabulous breakfast"
83,United Kingdom,Superior Twin Room,1 night ,September 2020,Family, The room and breakfast great,,9.0,Special time with sister
84,United Kingdom,Superior Twin Room,3 nights ,September 2020,Solo traveler, Didn't take breakfast (due to Covid 19), Charge of £14.00 per day to park in nearest multi-story.,8.0,"Top location for railway, shopping, dining, history and culture."
85,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," The staff were friendly, the room was amazing and clean. All of the facilities were lovely. Well presented hotel."," The bed wasn’t very comfortable, it was very hard and so were the pillows.",9.0,Really nice stay
86,United Kingdom,Superior Double Room,1 night ,October 2020,Couple," Location was great.. bed comfy .. shower and wash facilities absolutely great
Felt very Covid safe 
The sky tv was an unexpected plus and great feature"," The staff generally were great 
Although the woman that checked us in was awful... asked if we were paying cash or card ..
We had cash on us so opted for this.. to be replied with ‘oh have you not got card’
‘Yes but we have cash if that’s ok’
Then proceeded to huff and actually tut whilst she fumbled around for change, wandered off to find more change then came back 6/7 minutes later and sort of dumped the change on the side ... very rude 
Great hotel but that one staff member would probably put me off spending money here again in this current climate when every penny counts just no need for the rudeness",8.0,Very Good
87,United Kingdom,Superior Double Room,1 night ,September 2020,Family," Location was spot on, close to train station, shopping, bars and restaurants.  Nearby Car park discount. Staff very helpful friendly."," You advertise soundproofing which isn't true...the walls are that thin I could hear neighbours talking and was woken early in the morning by neighbour's having intimate time!!  
There was a fridge in the room but it didn't work and the complimentary tea/coffee was a little sparse. The decoration could do to be updated too with warmer colours on the walls.",7.0,Ok for a couple of days stay
88,United Kingdom,Superior Twin Room,1 night ,October 2020,Group, Great location  staff were really helpful and friendly, There was a sewage smell in the bathroom which only got stronger as our stay went on  it started after midnight when the heating kicked in  but in the end was that bad couldn't get s shower as the smell was too bad,7.0,Good
89,United Kingdom,Executive Double Room,1 night ,September 2020,Couple," Location was brilliant, right in the middle of the city centre and close by to everything you could need. The lobby and reception area was really clean and stylish, and the room was huge, clean and well presented. The staff member checking us in was really friendly and excellent at explaining our stay. I couldn't fault the service provided to us by the hotel, would definitely stay here again.", There wasn't any issues during our stay.,9.0,"Excellent service, huge room, would definitely stay here again!"
90,United Kingdom,Superior Twin Room,1 night ,September 2020,Group, Breakfast was one of the best I've had in a hotel. Right in the center for shops and food.had,,8.0,Had a lovely stay and staff very friendly and helpful.
91,United Kingdom,Executive Double Room,1 night ,September 2020,Family," Amazing location, in the middle of everything. All of the staff we met were really friendly and welcoming. Huge, comfy bed and very spacious room, with air-con and blackout curtains. Extra bed provided for our five year old was great and with no extra charge. Bathroom was well-equipped, with a bath and mini toiletries. Covid measures in place did not makes things feel uncomfortable. Concessionary parking was fab and made things a lot cheaper. 12pm checkout is always appreciated. :-D", Only issue was that the windows in our room were filthy - there were fingerprints and smears all over them. Not very reassuring in the middle of a pandemic!,8.0,Very Good
92,United Kingdom,Superior Double Room,1 night ,September 2020,Couple," The location, view and staff welcoming", The bathroom in particular but also the room could have been cleaner.,7.0,Good
93,United Kingdom,Executive Double Room,1 night ,September 2020,Couple," Size of room, view and location, price", Mattress a little bowed and uncomfortable.,8.0,Very Good
94,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler," Location, nice bathroom and full Sky tv"," Tired decor and not the cleanest. Staff slightly off, however this could be due to the strain of dealing with Covid.",7.0,Good
95,United Kingdom,Superior Double Room,1 night ,September 2020,Couple," Breakfast was very good and service at breakfast was amazing
Location of hotel was great
Bar in hotel was good and staff also", Didn’t really find anything I disliked,9.0,"Great location, great breakfast and friendly staff"
96,United Kingdom,Superior Twin Room,1 night ,August 2020,Solo traveler, Very Friendly staff. Very comfortable rooms with a great view out over the city. Large comfortable beds. Very modern bathrooms with a generous size bath.," No Parking on site. Do not use Aire Street car park, which is nearby. It is in a very poor state of repair. The company operating this Car Park (Parking Eye) are bunch of thieving conmen who will fine you for literally being 1 minute late.",9.0,Great staff. Clean hotel with good facilities.
97,United Kingdom,Superior Twin Room,1 night ,September 2020,Couple, The staff where very kind and helpful and the room was very clean., There were no cups in the room.,9.0,Nice hotel
98,United Kingdom,Superior Double Room,2 nights ,September 2020,Couple, Location good very central and staff helpful, Rooms could do with a facelift.,8.0,Very Good
99,United Kingdom,Superior Twin Room,2 nights ,August 2020,Group," Excellent value for money. Prime location in Leeds, staff are very accomodating, rooms are clean, spacious and quite soundproof.",,9.0,Excellent value for money
100,United Kingdom,Superior Double Room,1 night ,August 2020,Solo traveler," Lovely friendly staff, room was clean and tidy all was fine", There was only 2 lift working and during covid on a Saturday night,7.0,Good
101,United Kingdom,Superior Twin Room,1 night ,September 2020,Group," The room size, ensuite bathroom, air conditioning, price, location and discount parking.", I can't think of anything.  The guests in the next room were a bit noisy but no fault of the hotel.,8.0,A great choice for staying in Leeds.
102,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, Clean well organised Staff above and beyond, Bed very Noisey when I turned over and uncomfortable,9.0,Wonderful
103,United Kingdom,Superior Double Room,1 night ,September 2020,Couple,, Squeaky bed,8.0,Very Good
104,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, We were offered a choice of lower or higher floors. Good arrangement for parking., The bar could be open,7.0,Great room in ideal central location with fantastic views over the city
105,United Kingdom,Executive Triple Room,2 nights ,August 2020,Family," The room was a good size, although cramped when the sofa bed was pulled out, and the hotel was well located", The Friday night was a little noisy but it's a cheap and central hotel so that's to be expected. The coffee machine only has decaf pods (pointless) and hadn't been cleaned as there were still old pods in the machine.,7.0,Cheap and cheerful
106,United Kingdom,Superior Twin Room,1 night ,September 2020,Couple, Great location room very clean, We had a twin room my bed was very creaky every time a moved/rolled over it woke me up bed frame needs replacing only realised when I was going to bed to late to move rooms went to complain as were leaving but reception was busy so just dropped keys in the box and left,8.0,Very Good
107,United Kingdom,Executive Triple Room,1 night ,September 2020,Group, Staff was absolutely superb. Couldn’t be more helpful. Great location too and well facilitated for the price. No complaints.,,8.0,Fantastic value for money and great staff
108,United Kingdom,Executive Double Room,1 night ,August 2020,Family, Central location city lights views, Public areas lacked character and were a bit gauche for my tastes,7.0,Very central. Rooms a little dated. Breakfast was poor but was changed due to Covid restrictions. Average hotel all in a
109,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, So comfortable massive bed and right in the centre of town, Air con leaked when left on coldest for a long period of time but fixed itself when turned off,8.3,Great location
110,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler, Everything else fine, Nothing was lovely only thing I'd ask for is a coffee machine,9.0,Wonderful
111,Sweden,Superior Double Room,2 nights ,September 2020,Family, Very helpful and nice staff,,9.0,Wonderful
112,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, Great location and views, Drinks were very expensive,9.0,Wonderful
113,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, Very comfortable stay! Beautiful views and very very friend staff," Can’t really find anything I didn’t like? We had a really nice stay, staff in door at night makes you feel extra safe when going to smoke",8.0,Very Good
114,United Kingdom,Superior Double Room,1 night ,August 2020,Couple, The location is excellent right in the city centre and 2 minutes walk to the trinity shopping centre, Parking was to far from hotel,8.0,Fantastic stay hotel was lovely
115,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, The location is perfect as it is in the heart of the city with plenty of activities surrounding the area. Parking isn’t too far away either and the prices are very reasonable. Great experience staying here.,,8.0,Very Good
116,United Kingdom,Superior Double Room,2 nights ,August 2020,Couple, Location amazing. Staff at breakfast fab- COVID safe so a little different to normal but table service and tasty, At breakfast. Tea in one pot - over stewed or in with previous coffee - not pleasant tasting.,8.0,"Lovely break away, great location and room as expected.  We will be back."
117,United Kingdom,Superior Double Room,1 night ,August 2020,Solo traveler, Location-wise it couldn’t be better and also prices are great at the moment.," The bed was fine, not uncomfortable, but could’ve been better. Mattress felt a little thin.",7.0,"Good Hotel, Great Location"
118,United Kingdom,Superior Double Room,1 night ,September 2020,Couple, The view," Decent hotel,rooms are just standed nothing special but clean and a great view.",8.0,Very Good
119,United Kingdom,Executive Double Room,1 night ,September 2020,Couple, Very good breakfast cooked to order.  Friendly and helpful staff who did their best under difficult circumstances.,,7.0,Happy to recommend - would stay here again
120,United Kingdom,Superior Double Room,1 night ,September 2020,Solo traveler," I have stayed at the hotel before and wanted the same room or similar however, it wasn't available. Due to COVID the excellent restaurant was closed so that impacted the stay as well as no gym. But that's obviously not the hotels fault but explains the slight drop in my rating for facilities. But the staff were great, the room spotlessly clean and the location perfect.", Just the facilities and dining choices.,9.0,Excellent within the Covid Restrictions. Will stay there again.
121,United Kingdom,Executive Double Room,1 night ,September 2020,Couple, We upgraded to a executive room which was a few pounds more but very spacious and comfortable ....we didn’t use any of the other facilities so can’t comment......great value for money in a great location,,8.0,Very Good
122,United Kingdom,Executive Double Room,1 night ,September 2020,Family, I stayed at the hotel with my wife and two children. They accommodated us with an extra cot bed and sofa bed. The main was a super king so the four of us ended up sleeping on the same bed. It was very comfortable and spacious. One of the waitress at breakfast was extremely lovely., The bathroom was a bit outdated and had a bit of mould on some corners of the bathtub and on floors,7.0,It was okay. We slept well and enjoyed the breakfast
123,United Kingdom,Superior Double Room,4 nights ,September 2020,Couple," breakfast was real good value ,location ideal for shopping and transport"," few minor problems in room which should be on a check list ,safe didn't work,there was a problem with tv not changing channels and alight not working over the bed.
Bar not open in the evening although this may be due to not enough visitors to the hotel at the moment.",8.0,great cooked breakfast and also the take away was as good. and such a great  good location.
124,United Kingdom,Superior Double Room,1 night ,September 2020,Couple," Excellent value for money, great city centre location.", .,9.0,"Great place, nice staff"
