,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
10,Bahrain,Superior Queen Room,4 nights ,March 2020,Couple," Room, facilities, breakfast, location",,10,Exceptional
11,Italy,Deluxe King Room,2 nights ,December 2020,Solo traveler, Very clean,,8.0,Good stay considering nothing was open
12,Netherlands,Superior Queen Room,2 nights ,February 2021,Couple," Great location, wonderful to walk through the park (especially now since not much else is open)! The staff was very helpful, and we really liked the design of the room. Lovely breakfast, brought to our room (no buffet because of corona). Lots of different food items even though we only mentioned our dietary preferences (vegetarian) the evening before (croissant, sandwiches, muffin, egg, yoghurt, fruit, juice, etc!). All in all a great experience.", We couldn't figure out how to connect our phones to the tv (which was given as an option).,9.0,"Great location, room, and service"
13,Netherlands,Deluxe King Room,1 night ,February 2021,Couple," Location, interior"," Pillows are too high and firm. Breakfast to pickup at reception and eat in the room. I’d better get it delivered on request. The food is very mediocre, I’d get less items but better quality. Half backed egg was a failure and a mess. Sandwich with cheap bread from supermarket? C’mon.",9.0,Nice and posh
14,Belgium,Deluxe King Room,1 night ,December 2020,Couple, Wonderfully decorated. Extremely functional. Friendly staff. Serene location.,,10,Exceptional
15,Netherlands,Superior Queen Room,1 night ,November 2020,Couple," The room looked nice and clean, also the rest of the hotel was modern and clean.
The restaurant was fantastic.", The beds were quite hard and uncomfortable. The rooms are very noisy.,8.0,Very Good
16,Netherlands,Deluxe King Room,1 night ,November 2020,Couple, Excellent location; room and bathroom are super clean with great facilities, Wish there could be slippers in the room too,10,Amazing and good value
17,Ireland,Junior Suite,2 nights ,October 2020,Couple, Beautiful area to be located in and staff were so friendly and accommodating!.,,10,Exceptional
18,United Kingdom,Superior Queen Room,3 nights ,October 2020,Couple," On arrival to the hotel we were greeted with friendly staff who went above and beyond to ensure we were happy and had everything we needed. They provided us with a map of amsterdam whilst letting us know the closest tram routes into central. Throughout our stay the staff were pleasant, helpful and were more than happy to help us with any issues. Room service was nice however options are limited which is the only drawback. Everything else was perfect and I would definitely stay here again when visiting amsterdam.",,10,Exceptional stay
19,Luxembourg,Deluxe King Room,2 nights ,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",,8.0,A little nest
20,Luxembourg,Deluxe King Room,1 night ,October 2020,Couple," Hotel was clean and the room is enough big for 2 people.
Everything was clean an the shower is excellent.
You can leave your car just in front of the hotel and pay, or leave your car at olympia stadion (20min walk)."," The TV proposed some films, but you have to pay extra.",8.0,Good geographique situation
21,United Kingdom,Superior Queen Room,3 nights ,September 2020,Couple," Friendly staff, lovely room and very clean.", Can’t fault this hotel.,10,Lovely hotel
22,Ireland,Superior Queen Room,1 night ,September 2020,Solo traveler, Rooms are very modern and comfortable, Location was good but would like to be closer to the night life,10,Exceptional
23,Ireland,Junior Suite,2 nights ,August 2020,Couple, The modern take on a classic building.,,10,Exceptional
24,Belgium,Deluxe King Room,3 nights ,August 2020,Family, very comfortable and big room," dining should be improved, not suitable for families with kids",9.0,excellent stay
25,Italy,Deluxe Twin Room,1 night ,September 2020,Solo traveler," The hotel, the location, the staff all was perfect. Nice rooms not big but everything needed, the staff was super helpful. Set in a beautiful surroundings. Perfect!",,10,Loved it
26,Ireland,Deluxe Twin Room,3 nights ,August 2020,Family, We stayed in the Junior Suite. Excellent room with spacious balcony overlooking a quiet and upmarket residential road. Staff were very helpful and accommodating. They provided a cot for our baby. Close to a side entrance of Vondelpark. Bathroom had a large bath tub and a large shower. Would stay again and recommend.,,10,Excellent quality and service. Great value. Exceeded expectations.
27,Netherlands,Superior Queen Room with Garden View,1 night ,September 2020,Group, Great service! Very friendly! Especially mister Tomasz!,,9.0,We will stay again in this hotel!
28,United Kingdom,Superior Queen Room,1 night ,September 2020,Couple, The location near Vondelpark was ace —very green and quiet!, I thought the breakfast (17 euros each) was expensive for what you got.,8.0,Very Good
29,Turkey,Deluxe King Room,2 nights ,August 2020,Couple," From the moment we entered the hotel we were welcomed warmly, our room was spotless.  Room design and facilities were amazing. I especially loved the remote control panel of the whole room. Also if we knew how amazing the restaurant downstairs was, we would have had a table reserved. %100 would stay again."," We couldn't receive a strong wifi signal, it was on and off a lot.",9.0,Amazing stay
30,Austria,Superior Queen Room,2 nights ,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",,10,Perfect home base
31,United Kingdom,Junior Suite,2 nights ,August 2020,Family," So friendly, kind and helpful.  Made my twin 13 year olds feel welcome, even to sleep on the chairs in the bar.", We had to wait an extra 30 mins for the room and we were exhausted.,10,Very enjoyable.  Excellent location and very quiet.
32,United Kingdom,Superior Queen Room,2 nights ,July 2020,Couple," good room size, the bed was very comfortable, and the hotel staff were lovely.",,8.0,Very Good
33,Australia,Superior Queen Room,2 nights ,August 2020,Couple, Everything, Nothing,10,Always great
34,Italy,Deluxe King Room with Garden View,4 nights ,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms," no bidet, no wc mop, bathroom door without lock. Lights switch is centralized so, at night, no way to go to the bathroom without waking your partner up.",9.0,4 days in Amsterdam
35,Netherlands,Superior Queen Room,1 night ,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again."," Nothing, the hotel was lovely.",9.0,"New, clean, beautiful location"
36,Spain,Superior Queen Room,2 nights ,August 2020,Couple, All excellent,,10,Great hotel
37,New Zealand,Superior Queen Room,2 nights ,August 2020,Couple," The room was better than expected. Bed and shower are very good. Breakfast was great (coffee is the only let down) 
Would highly recommend!", Would be great to have a real coffee option for breakfast.,10,Loved it
38,Germany,Superior Queen Room,2 nights ,August 2020,Group," Very good location 
Friendly staff"," The beds were very uncomfortable 
No water, laundry bag and tissues in the room which you would expect in such a hotel",8.0,Perfect location
39,United Kingdom,Superior Queen Room with Garden View,2 nights ,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.", Slightly noisy aircon that we couldn't turn off.,8.0,Very Good
40,Belgium,Deluxe Twin Room,1 night ,July 2020,Group, Nice bed and shower. Great location., Everything was good,10,Perfect location outside of the tourist buzz
41,Singapore,Twin Studio,3 nights ,July 2020,Family, excellent location, parking is extremely expensive,8.0,great location and excellent facilities
42,Germany,Deluxe King Room,2 nights ,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service"," - breakfast buffet limited, but due to COVID-19",9.0,A little heaven in cosy Amsterdam part
43,Romania,Deluxe King Room,3 nights ,July 2020,Solo traveler, Great location,,10,Exceptional
44,Luxembourg,Deluxe King Room,3 nights ,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality."," We arrive 30 minutes before breakfast was to close and the buffet supplies were very very low. It felt like they were already trying to close up. We paid full price for the breakfast so we should have gotten a full experience. They also turned off coffee machines right at 11 (closing time) even though we were still eating our breakfast. The decor at times felt a little low quality and I wonder how it will age. Did not like the artificial plants and flowers which gave the place a ""cheaper"" vibe. The furniture in bar was not comfortable.",8.0,"Cozy, friendly, hip, and convenient"
45,Australia,Superior Queen Room,2 nights ,March 2020,Solo traveler," Breakfast was very good, once the eggs that were help up before of lively discussions among staff were actually delivered, rather than be held up in the hands of one of the staff. Perhaps guests need a greater priority than the lights."," Nobody seemed to be able to communicate in Dutch. A bit odd, when visiting Amsterdam, I thought.",8.0,Worth a repeat.
46,United Kingdom,Deluxe King Room with Garden View,2 nights ,March 2020,Couple, Fantastic location! Quiet and just a walking distance from center.,,9.0,Hope to come to stay again!
47,Switzerland,Superior Queen Room,2 nights ,March 2020,Couple," It is a good hotel, a bit expensive for my standards but it is in fact pretty fancy.
The position is ok, you need to go on a tram ride to reach the centre, but you have a beautiful big park nearby. Plus it is possible to walk to several museums like the Van Gogh one."," Rooms are not exceptionally big for two people, but still they are cozy and enjoyable.
To me, breakfast was overpriced for what they offer there.",9.0,Nice stay!
48,Ireland,Deluxe King Room with Garden View,3 nights ,March 2020,Couple," The location most of all. The revamp of the hotel has taken it back up to where it used to be and improved on the feel. 
The bar area was warm and welcoming.", The Italian menu.,8.0,"Very enjoyable, well located hotel."
49,United Kingdom,Superior Queen Room,2 nights ,March 2020,Family," Very comfortable, well equipped clean room, convenient location for museums/galleries, very friendly and helpful staff, excellent Venetian restaurant/bar. Will definitely try and stay here again on our next visit to Amsterdam.",,9.0,Wonderful
50,United Kingdom,Superior Queen Room,4 nights ,March 2020,Solo traveler, Excellent location in quiet plush upmarket neighbourhood a few minutes walk from Vondel Park. There are many bars and brasseries within a short walking distance. A 15 minute tram ride will take you into the centre of town. The excellent Kashmir Lounge coffee shop and very welcoming local bars are a 20 minute walk away on Jan Pieter Heijestraat. The hotel (397 bus from the airport to Emmastraat) is superb and beautifully appointed. The Italian themed bar and restaurant were constantly busy during my stay. The staff were extremely helpful and attentive and went out of their way to make you feel welcome. I was upgraded to a larger room at no extra cost.," Breakfast was a little disorganized at times. I had to request my food to be re-heated because it was cold from the buffet. Some of the food took a while to be replaced with fresh items. Overall, the breakfast was a little underwhelming.",9.0,"Excellent, spotlessly clean and well appointed hotel with very helpful and welcoming staff."
51,United Kingdom,Superior Queen Room with Garden View,1 night ,March 2020,Couple, Lovely welcome as we were soaking wet after cycling in pouring rain.  We had a lovely room which was very quiet with an excellent shower and beautiful bed linen and comfortable mattress.," It would be nice to have cycle parking with a cover against the rain.
Not enough places to hang outdoor clothes  - really could do with some hooks on the wall behind the door for wet coats - we were in room 454 - easy enough to resolve. 
I felt the restaurant was overpriced and too niche.",9.2,Wonderful
52,Spain,Deluxe King Room with Garden View,6 nights ,March 2020,Couple," Comfort
Friendliness of the team 
Location", Gym equipment is limited,10,Perfect home base in a prime location
53,United Kingdom,Superior Queen Room,3 nights ,February 2020,Couple," Good sized room, the location is great as it’s right by the park and the design of the hotel is really nice.", The restaurant was average - missing items off the menu and found the food to be overpriced for what it was.,7.9,Good
54,Netherlands,Superior Queen Room,1 night ,February 2020,Couple," Breakfast was very good, the location is wonderful, on the edge of Vondelpark, surrounded by trees and beautiful houses, the hotel includes a delicious Italian restaurant, the staff is attentive and polite, the room spotless, the towels very clean. I will stay there again!",,9.0,A hidden gem!
55,United Kingdom,Superior Queen Room,3 nights ,February 2020,Couple, Clean and very comfortable, Not a lot,8.0,Very Good
56,Italy,Superior Queen Room,2 nights ,February 2020,Solo traveler, Very nice and alive bar and restaurant area; excellent quality breakfast; surrounding neighborhood is a cozy spot in Amsterdam, A bit more space in the room and something to lay the luggage would make it perfect,9.0,Pleasant stay in a quiet and cool area
57,United Kingdom,Superior Queen Room,2 nights ,February 2020,Family," Staff are lovely, genuine and friendly. Rooms are spotlessly clean. Linen and towels fresh & white. 
Absolutely faultless.",,10,Perfect.
58,United States of America,Superior Queen Room with Garden View,2 nights ,February 2020,Couple," very friendly staff.  helpful to be able to store bags.  comfortable room.  Good bed.
Location was good next to Vondelpark, and near museums."," I reserved a room with garden view, and got email confirmation from Park Plaza.  When I got there they tried to give me a street view.  Finally upgraded to a room that was too high and more viewed a building than the garden.
Lights are controlled at a multi-switch next to bed, instead of individual lights for different locations in the room.  This is inconvenient, doesn't enable doing the lighting we wanted, and hard to learn to use.  They should go back to the old system and ditch this new tech one.
breakfast was ok, but hard to get anything smaller than the more costly buffet.",9.0,Wonderful
59,United Kingdom,Superior Queen Room,3 nights ,February 2020,Couple," Very clean and tidy , staff very helpful", Nothing,9.6,Nice place to stay
60,South Africa,Deluxe King Room,2 nights ,February 2020,Couple," Modern hotel with thoughtful touches - good hairdryer, mineral water on demand. Our room smelt fresh and we slept extremely well. Breakfast room beautiful with natural light, breakfast buffet excellent. USB points, clever control console for lights and good sound quality on in-room tv (music). Thanks, we had a lovely stay."," Gym somewhat stuffy, but go for a walk in Vondelpark ;)",9.2,Wonderful
61,United Kingdom,Deluxe Twin Room,1 night ,February 2020,Group," I managed to book at a last minute rate so good value, exceptional welcome, superb room, very clean. 
This is a particularly good hotel, I recommend it very highly."," Parking was close by but extraordinarily expensive (but that’s Amsterdam for you), not really many restaurants close by but you cannot blame the hotel for that.",8.3,Very Good
62,United States of America,Superior Queen Room,2 nights ,February 2020,Solo traveler, The room was cozy with a comfortable bed and nice bathroom.,,9.5,Exceptional
63,Taiwan,Superior Queen Room,1 night ,January 2020,Couple," They really took good care of us. All my special requests were all been arranged by staff Marcos.
Room are fully equipped with nice view and comfortable bed. Definitely need to try their restaurant !!", Everything remained wonderful until the moment we checked out on 27th noon. The woman with blonde hair who helped me to check out was totally not respectful. She was even chatting with other employees passing by front desk while I was asking her questions. She was the only reason that I can’t give 10 of their service. Otherwise everything was so perfect here.,9.6,Cozy corner in Amsterdam! Will definitely come back again
64,United Kingdom,Superior Queen Room,3 nights ,February 2020,Family, Vondelpark is very conveniently located - it’s a quaint area and close to the various museums. We will be staying here again!,,8.0,Very Good
65,United Kingdom,Superior Queen Room,3 nights ,February 2020,Family," Friendly and lovely reception team, easy to access on the tram from Amsterdam station, beautiful rooms loved the mood lighting! Gorgeous bathrooms - luxury. Beds were extremely comfy - best nights sleep ever!"," We can’t fault the hotel itself, however we dined at TOZI on our first night and this restaurant seriously let’s down the branding and messaging of the hotel.
When we arrived we asked for a reservation at the restaurant for 6pm. The receptionist kindly took us to the restaurant reservations team where we were told it was totally fully booked. Even for 6pm they had zero tables available. Disappointed we headed back to our room, changed and went back down to try TOZI bar. We asked if it was possible to order something from the restaurant to eat in the bar. The very rude bar lady told us absolutely not - and instead offered us a table reluctantly in the restaurant. Upon arrival in the restaurant we looked around to find only 2 tables occupied. It was now 6.30pm. The atmosphere in the restaurant was hostile and pretentious, men in tweed suits prancing around doing nothing and dictating what and how we should order from the menu - there was sexism in the patronising way they spoke to us. The food was ok, although they need to work on their carbonara as it was actually pasta in a cheese fondu sauce which after a couple of mouthfuls was inedible. The lardons were also covered in pig hair. The wine was free poured instead of being bought to us by the glass. After a very disappointing dining experience we walked past the reservation screen and noted that half the table had not been reserved so why were we told it was fully booked? We would strongly urge hotel management to rethink its association with this restaurant.",9.0,"Beautiful and luxurious hotel, let down badly by its association with TOZI restaurant"
66,Turkey,Superior Queen Room,2 nights ,February 2020,Couple," Rooms were newly renovated and they were spacious for Amsterdam. Free tea and coffee variety in the room was very good. Even though the hotel is not very close to the city center, ti is very nice neighborhood.", There were no slippers in the room.,9.0,Good quality but could be less expensive
67,Portugal,Deluxe Twin Room,8 nights ,January 2020,Family, very friendly staff!!, Dangerous steps at the entrance!!!,8.0,Very Good
68,Norway,Superior Queen Room,1 night ,January 2020,Solo traveler, Finally a hotel that I would love to come back to when visiting Amsterdam. Clean and really nicely made. Convenient for transport use and really close to quite a nice  park if you want to have a run. Recommending!,,10,Exceptional
69,United Kingdom,Superior Queen Room,1 night ,January 2020,Couple, Staff were very friendly and helpful. Room was perfect for a city break. Cosy but not too small and very comfortable and stylish!,,9.0,"Stylish, comfortable stay"
70,South Africa,Deluxe King Room,1 night ,January 2020,Couple, A well-appointed comfortable hotel just outside of the centre of Amsterdam. Easy to get to the tourist hotspots and great walk on Vondelpark," Room on the small side so luggage tended to get in the way. Drawers and shelves are all black with no lighting so you can see nothing that is in there, torches are needed to get dressed :)",9.0,"Lots of Character, and very well appointed. Easy transport to any place in Amsterdam"
71,Russia,Superior Queen Room,3 nights ,January 2020,Couple," Very cozy rooms, modern tv system - you can connect via iPhone and watch whatever you want. Good breakfast choice and very nice area around the hotel - beautiful houses and park. Just a 10 min walk to the 397 bus to the airport."," Dinner at the hotel was a big disappointment - small portions, overpriced and low quality. Tomatoes in burrata salad were green, the burrata itself was size of an egg - this dish was an insult to Italian cuisine. Others were not much better.",9.0,Wonderful
72,Japan,Superior Queen Room,4 nights ,January 2020,Couple," We paid to upgrade our standard room to a better one, which turned out to be a really good deal. The suite with balcony is huge and beautiful. A good value for money! Staff is super friendly!  Breakfast is delicious.", The standard room is very small. Clean and beautiful though.,10,A wonderful experience!
73,United Kingdom,Superior Queen Room,1 night ,January 2020,Solo traveler," Breakfast was brilliant. Loved the little touches in the room, such as the books and toiletries.",,10,Exceptional
74,South Africa,Superior Queen Room,1 night ,December 2019,Group, Modern quaint hotel located in a lovely suburb opposite the Vondel Park. Friendly staff!   Would definitely visit there again on our next trip to Amsterdam.,,10,Exceptional
75,United Kingdom,Superior Queen Room,1 night ,January 2020,Solo traveler, Breakfast buffet choice very good and good quality. Like the real tea leaves tees served. Good choice of healthy foods.," My room was quite compact again. Not much room to move around, however comfortable and quiet.",8.0,Very Good
76,United Kingdom,Superior Queen Room,2 nights ,January 2020,Family," Best shower and bed ever. Great welcome. Lovely breakfast. Staff were so lovely and helpful. Hotel had lots of great little touches and Vondelpark was a fantastic park. Cot was provided with some free toiletries for our daughter. Really, really enjoyable stay.", No ramp for pushchair but only a few stairs. Location slightly out but we walked to and from the centre with no issues and there is a tram stop. Not a negative as area was nice.,9.0,BEAUTIFUL BOUTIQUE HOTEL WITH LOVELY STAFF
77,Hong Kong,Superior Queen Room,3 nights ,December 2019,Couple, The room is warm and clean. The staff are very helpful.,,9.6,Wonderful experience
78,Netherlands,Superior Queen Room,1 night ,December 2019,Couple, Cozy hotel in a calm place just 15 minutes walking to the Museums. Very good breakfast. Public transport in 2 minutes as well. The Italian restaurant is really good. They offer small dishes for sharing. the best Carbonara I have ever tasted.,,9.0,Cozy calm hotel in just 15 min walking to Museum Van Gogh. Excellent Italian Restaurant.
79,United States of America,Superior Queen Room,2 nights ,December 2019,Solo traveler," Friendly staff, clean rooms, high quality linen, TV with casting support, rain shower head.", The room was a bit small.,8.8,Excellent
80,United Kingdom,Superior Queen Room,1 night ,December 2019,Couple, Very nice food! I tried it both at the restaurant and as room service,,9.0,Wonderful
81,Myanmar,Superior Queen Room,1 night ,November 2019,Solo traveler, Close to the tram stop and the food is amazing,,9.0,Wonderful
82,Ireland,Superior Queen Room,3 nights ,December 2019,Couple," I Liked the location, not in city Centre but only a couple of minutes by tram into the Centre. The hotel was nice with friendly staff.", My bedroom was quite small and I had to put €50 hold on my card when I checked in. I did not mind but when I was refunded at the desk they told me I had to pay a city tax of 15€ and that was deducted from my €50. This was not outlined to me at check in. I don’t mind paying city tax but I would like to be informed before.,7.9,Lovely hotel
83,Belgium,King Studio,1 night ,December 2019,Couple, THEY GIVE US SOME TEA!!!!!!!!!!, Nothing,9.0,Great place
84,United Kingdom,Deluxe Twin Room,2 nights ,December 2019,Group, The control pad in the room for the curtains and lights," It is in a great spot for transport links and the park in summer, but, in winter a little more travel planning requires.",9.6,Exceptional
85,Pakistan,Junior Suite,4 nights ,December 2019,Family," Location, close to Vondelpark and plenty of restaurants.  Staff (reception, restaurant, cleaning, everyone) was just amazing.  Our room (junior suite) and bathroom were awesome.  My wife and son just loved the place. We would be very happy to come back here.", Nothing. Loved everything.,10,Exceptional
86,United Kingdom,Superior Queen Room,3 nights ,December 2019,Couple, Room was clean. Hotel facilities were superb. Staff were friendly and very helpful. Location was close enough to public transport and right beside the beautiful Vondelpark., Room was a little small,9.0,Wonderful
87,United Kingdom,Superior Queen Room,2 nights ,December 2019,Group, I liked that the rooms were modern with the automated lights and curtains, The room was although perfectly proportioned it was small and the location is residential,8.0,Very Good
88,France,Superior Queen Room with Garden View,1 night ,December 2019,Couple," Location, style, welcome, comfy room."," Even if I booked via booking.com, I had liked to get room on higher floor and not facing lift.
Breakfast was just OK. No fresh fruit salad enough. Only scrambled or dry boiled eggs...",8.0,Perfect location and a nice place to stay
89,United Kingdom,Superior Queen Room with Garden View,2 nights ,December 2019,Couple," The hotel itself was amazing, Great location if you do not want to me right in the centre of Amsterdam. Staff was amazing too, so helpful!",,9.0,Wonderful
90,United Kingdom,Superior Queen Room,2 nights ,November 2019,Solo traveler," Clean, staff friendly, lovely location near the park and walkable you the city centre",,9.6,Exceptional
91,United Arab Emirates,Superior Queen Room,2 nights ,December 2019,Group, I've been many countries in Europe however this is the best hotel I ever stayed...Fabulous customer service till last movement...I would suggest the rest to go for it...Location was awesome...very close to Tram and just 5 min to City center., Nothing.....except smoking room was not available,9.0,Fabulous stay
92,Spain,Deluxe King Room,1 night ,November 2019,Couple, The facility is very comfortable and the team is truly friendly, Minor maintenance issues such as broken coffee machine and leaking shower door,10,Great Italian Restaurant on site
93,United Arab Emirates,Superior Queen Room,2 nights ,November 2019,Solo traveler, Friendly staff at reception.," The closing of room doors, which bang at the end. As well as the corridor doors. No soft closing system.",8.0,"Great stay in a lovely hotel located in a nice, central and quiet area."
94,South Africa,Deluxe King Room,4 nights ,November 2019,Solo traveler," High quality boutique feel with lots of nice touches. Staff were friendly and helpful. The rooms were comfy and well appointed. 
Wi-Fi was free and decent for all requirements. 
Public Transport was close and the location on Vondelpark was wonderful.",,9.2,Amsterdam on the quiet side
95,Germany,Superior Queen Room,2 nights ,November 2019,Solo traveler," Great interior design. Excellent location next to the Vondel park in a historical quarter with beautiful architecture/houses, it is nearby the city center but not too crowded with tourists.", The room service(food from restaurant) should be available also after 22hrs.,9.0,Great place to stay in Amsterdam and experience the best of the city!
96,Italy,Superior Queen Room,3 nights ,November 2019,Family," Perfect location. Just in front to Vondelpark in a quite elegant and beautiful residential area. Nevertheless the tramway stop is round the corner and in a few minutes ride you can get to the city centre. Only 3 stops to the Museum's district. Many nice bars and restaurants within a 5 minute walk. 
Front desk and restaurant personnel very polite and professional.", The bathroom is completely included into the bedroom and the separation is made by a thin glass wall. No aeration at all. And very little intimacy.,10,Exceptional
97,United Kingdom,Junior Suite,2 nights ,November 2019,Group," Fabulous hotel, very stylish and comfortable. Breakfast was delicious plenty of choice. Staff were very friendly and helpful. Great location, Vondel Park is beautiful. I would recommend this hotel!",,9.6,Exceptional
98,Netherlands,Superior Queen Room,1 night ,November 2019,Group," Very nice location, good restaurant, all very clean and well taken care of. Friendly staf", I booked two rooms . One was more expensive on the fifth floor but very small and overpriced tmho. The other on second floor was good value for money size wise. No bath in either room .,8.3,Very Good
99,United Kingdom,Superior Queen Room,2 nights ,November 2019,Group, Great location. Lovely restaurant and bar area., Our rooms were not available until 6pm on check in. They also were not cleaned during our stay as housekeeping came round at 5.30pm when we were back from being out all day and needed to shower etc.,7.5,Good
100,United Kingdom,Twin Studio,2 nights ,November 2019,Family," Staff are helpful and friendly. 
Great location next to the park and close enough to the tram stop. 
The room was clean with many mod cons.",,8.3,"Great location and a clean, comfortable stay"
101,Croatia,Twin Studio,2 nights ,October 2019,Group," Excellent accommodation in a beautiful surrounding of Amsterdam, really nice staff, looking ftw to come back.",,10,Exceptional
102,Czech Republic,Superior Queen Room,3 nights ,October 2019,Couple," Great location, clean, stylish and comfortable rooms, good breakfast",,9.6,Great boutique hotel
103,Israel,Deluxe King Room,4 nights ,October 2019,Group," Superb!
Lovely hotel, new renovated and cozy, beautifully designed.
Incredibly clean.
Friendly and welcoming staff.
Warmly recommended", The hotel is located a bit far from the center in a settled population neighborhood.,9.0,Value for money guaranteed
104,Switzerland,Twin Studio,3 nights ,October 2019,Family," The location was amazing! My parents love staying in off central places that are in quiet neighborhoods, and the hotel's proximity to Vondelpark meant we started each day feeding the birds and watching the dogs play. It was great easing into the culture of the city which was so different from the vibe of the area the hotel was in. Topnotch food for breakfast too, well worth the 15 euros, and the staff always had a genuine smile to their faces. Did I mention the free bird feeds that would make you the envy of parkgoers? :)"," The bathroom was a bit too tiny for the room, and we weren't able to locate the central tablets / panels that controlled the lighting of the room together w temperature etc, bec housekeeping somehow hid them beneath the bed. We had to call front desk past midnight as we checked in late, but it was a fun problem to solve.",9.6,Vondelpark Wonderpark!
105,United Kingdom,Superior Queen Room,3 nights ,October 2019,Group, Staff were extremely attentive and always made sure you have what you need. Great location right next to an amazing park, The room was a bit smaller than I expected. But was still a good size for your needs.,9.6,Exceptional
106,Italy,Deluxe Twin Room,2 nights ,October 2019,Couple," The hotel is a recently renewed palace sited in a residential area, just behind Vondelpark, a very nice green area in the center of the city. The staff is always kind and polite, and the other extra services (such as bike renting, fitness area, restaurant ecc) enhanced the good impression that we had at the check in. Rooms and spaces have been furnished paying attention to every detail, setting a high quality standard for the hotel.",,10,Exceptional
107,Ireland,Deluxe Twin Room,2 nights ,October 2019,Family," Very good aria,beautiful room, very comfortable bed,very happy",,10,Exceptional
