,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
132,United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple," I liked the big windows, it was very clean and comfortable",7.0,"Decor lets it down, paying for location.",0,1,dirty|comfort|,1
133,United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple," Room, view",10.0,"Excellent service, great comfy beds. I will definitely come back",0,1,location|,1
134,United Kingdom,Studio King (Family),2  ,December 2020,Family," Great view of the city, good choice at breakfast. Great guy in the carpark for meet and greet with a very loud whistle for when you need a taxi !",9.0,A great place to stay,0,1,location|food|noisiness|,1
135,Pakistan,Superior Twin Room with Internal View,8  ,November 2020,Couple," Room is very beautiful, interior of the room is perfect, facilities in the room was also good, washroom was perfect with the basics requirements, location is center of the london and near to all the famous and historic places, buss stop is next to the property and very near to the underground tube station, overall it was a perfect experience with the Park Plaza Westminster Hotel",8.0,"Overall it was a good experience, i recommend to all.",0,1,location|,0
136,United Kingdom,Studio Double Room with Big Ben View,1  ,December 2020,Couple, The location was perfect. The room with a view of Big Ben was stunning. Staff and cleanliness couldn’t be faulted and we will definitely be returning!,10.0,Exceptional,0,1,location|staff|dirty|,1
137,United Kingdom,Studio King (Family),3  ,December 2020,Group, Polite friendly excellent attention to detail. Nothing is ever too much trouble.,8.0,Perfect location perfect staff and exceptional value for money,0,1,staff|,1
138,United Kingdom,Studio King (Family),2  ,December 2020,Group, I found the bed a bit too low and hard as were the pillows. I have fibromyalgia and suffer with my back so to anyone it’s probably ok but I did suffer a bit. I’m also registered blind and the little step into the bathroom caught me out a couple of times. Would have loved a nicer view as the window were superb for a beautiful view unfortunately we had a giant building and a railway line.,9.0,Had a fabulous couple of days. Great base to take a short walk around.,0,1,bed|bathroom|location|,1
139,United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple," Everything, the staff were great. The room we had was exceptional with a good view of London eye. Perfect location for a walk over the bridge into town. Would highly recommend for its value.",10.0,Exceptional,0,1,staff|location|price|,1
140,United Kingdom,Studio Double Room with London Eye View,2  ,December 2020,Couple," I loved the bathroom size (deep, deep bath) and I loved the view from our room.",9.0,Cold breakfast but everything else was excellent.,0,1,bathroom|location|,0
141,Greece,Studio King (Family),1  ,December 2020,Family, The location is PERFECT as well as the view. The room was very comfortable for a family and the staff really helpful in what we needed.,8.0,Very Good,0,1,location|comfort|staff|,1
142,United Kingdom,Superior Double Room - Disability Access,2  ,December 2020,Couple, The building of the hotel was amazing specially the decor in side the building.,7.0,Nice  place but need to improve on the guest service,0,1,comfort|,0
143,United Kingdom,Superior Double Room with Internal View,2  ,December 2020,Couple," Our stay at the plaza Westminster was a comfortable one. Our room was ready early, check in was quick and PPE in place for both staff and guests. Unfortunately no facilities were open not even the restaurant but a room service menu was offered . I like that they have security on entrance . The bed was so comfortable and the room was clean and smelt nice on arrival .",8.0,1st week after lockdown,0,1,comfort|location|staff|restaurant|food|bed|dirty|,1
144,United Kingdom,Superior Double Room with Internal View,1  ,December 2020,Couple," The room with internal view of the atruim was awesome! It was like a scene from Star Wars. 5 min walk from Waterloo, Big Ben, London Eye. Definitely recommend a walk along the Thames Southbank. Lots of drinks and food stalls at Borough Market.",8.0,Fabulous stay!,0,1,location|drink|food|,1
145,United Kingdom,Studio Double Room with London Eye View,1  ,December 2020,Couple, Room was nice,8.0,Okay,0,1,,1
146,Vatican City,Superior Double Room - Disability Access,1  ,September 2020,Family, Customers service is exceptional food is mouth watering and breakfast is fabulous,10.0,Biggest and Best hotel in London,0,1,staff|drink|food|,0
