Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
United Kingdom,Superior King Room,1,November 2020,Couple," Clean, friendly staff, quiet, when brought broken toilet issue to staffs",8.0,Very Good,1,staff,0
United Kingdom,Superior King Room,1,November 2020,Couple," Clean, friendly staff, quiet, when brought broken toilet issue to staffs",8.0,Very Good,1,noisiness,0
United Kingdom,Superior King Room,1,November 2020,Couple," Clean, friendly staff, quiet, when brought broken toilet issue to staffs",8.0,Very Good,1,bathroom,1
United Kingdom,Superior King Room,1,February 2021,Couple," I love your hotel. 
I’m so happy , staff is amazing. Hotel is amazing.",10.0,Exceptional,1,staff,1
United Kingdom,King Studio,2,February 2021,Solo traveler," Really like the breakfast, the selection was varied and the portions were great. Would recommend adding breakfast in if you are planning to stay here",7.0,Pleasant,1,food/drink,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,staff,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,restaurant,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,location,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,food/drink,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,fitness,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,covid,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,bathroom,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,comfort,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,temperature,0
United Kingdom,King Studio,1,January 2021,Couple," Stayed here 1 night
As you walk into the hotel there was a automatic hand sanitizer machine and the Track & Trace scan before reaching the reception desk. Behind the sanitizer was a trendy bar and seating area with tables, bar stools and mood lighting but it was roped out of use until collecting breakfast which had to collected at a chosen time. Breakfast was hot and cold food served in individual containers in a grab bag but they should have at least provided a plate to eat off instead of out of the separated containers. The reception was to the left on entry and consisted of a desk oppositie the lifts. Check-in staff was friendly but I was taken by surprise when they insisted on photo ID which I don't usually walk with. Luckily I had my work ID with me as I was on-call as a keyworker. There was also another seating area to the left of the reception desk that seemed part of a café area with tall backed arm chairs and coffee tables. Next to the lift was 2 tall fridges holding alcoholic and non alcoholic beverages and chocolates plus another tall cupboard of snacks and freezer with ice-cream below a travel essentials cupboard all for sell and purchasing at reception.There was signs for the fitness centre but I didn't visit it due to the COVID restrictions.
The carpeted corridors leading to the bedrooms had strip lighing lining each wall between the doors giving it a trendy look. The bedroom was very modern with digital panels to set the lighting in room & bathroom and also set the heating, air conditioning and mood lighting. There was a lovely blue & aqua neon lighting within one side of a patterned wide and full length mirror.The king size bed had a single shelf either side of the bed with a large bed settee next to one of the bedside shelves. Opposite the bed was a long desk with a fridge as one of the drawers and a glass coffee table between the bed settee and d",8.0,Pleasant stay in a big trendy room,1,bed,0
United Kingdom,Superior King Room,1,January 2021,Solo traveler, Room and bed it’s comfortable.,10.0,Exceptional,1,bed,0
United Kingdom,Superior King Room,1,January 2021,Solo traveler, Room and bed it’s comfortable.,10.0,Exceptional,1,comfort,1
United Kingdom,Superior King Room,5,January 2021,Couple, Elegant and beautiful from the outside and luxurious on the inside,9.0,Wonderful,1,location,1
United Kingdom,Superior King Room,5,January 2021,Couple, Elegant and beautiful from the outside and luxurious on the inside,9.0,Wonderful,1,price,1
United Kingdom,Superior King Room,1,January 2021,Solo traveler, All went well. Obviously with Covid restrictions facilities are limited but overall excellent,10.0,Great place to stay,1,covid,1
United Kingdom,Superior King Room,1,January 2021,Solo traveler, Very relaxing and clean,10.0,Amazing service,1,dirty,1
United Kingdom,Superior King Room,1,December 2020,Couple, The rooms were very clean and well presented and the staff are extremely friendly.,7.0,Good,1,dirty,1
United Kingdom,Superior King Room,1,December 2020,Couple, The rooms were very clean and well presented and the staff are extremely friendly.,7.0,Good,1,staff,0
United Kingdom,Superior King Room,1,October 2020,Couple," The place was really beautiful, the rooms looked very luxury, super comfy beds! I just love this hotel, will come here everytime I’m in the area",10.0,Absolutely amazing!,1,location,0
United Kingdom,Superior King Room,1,October 2020,Couple," The place was really beautiful, the rooms looked very luxury, super comfy beds! I just love this hotel, will come here everytime I’m in the area",10.0,Absolutely amazing!,1,comfort,0
United Kingdom,Superior King Room,1,October 2020,Couple," The place was really beautiful, the rooms looked very luxury, super comfy beds! I just love this hotel, will come here everytime I’m in the area",10.0,Absolutely amazing!,1,bed,1
United Kingdom,Superior King Room,2,December 2020,Group, Room was amazing as always... Massive windows so feels so spacious in the room. Also the bed was huge! We love staying here,8.0,Very Good,1,bed,1
Ireland,Superior King Room,1,December 2020,Group, Very modern,8.0,Very Good,1,comfort,0
United Kingdom,Superior King Room,2,January 2021,Solo traveler, Very helpful staff in regards to where to go for food and directions due to nowhere’s open due to covid.,10.0,Exceptional,1,staff,0
United Kingdom,Superior King Room,2,January 2021,Solo traveler, Very helpful staff in regards to where to go for food and directions due to nowhere’s open due to covid.,10.0,Exceptional,1,food/drink,0
United Kingdom,Superior King Room,2,January 2021,Solo traveler, Very helpful staff in regards to where to go for food and directions due to nowhere’s open due to covid.,10.0,Exceptional,1,covid,1
United Kingdom,Superior King Room,5,December 2020,Solo traveler, Staff was helpful,7.0,Good,1,staff,1
United Kingdom,Superior King Room,1,December 2020,Couple," Everything, the staff the ambiance and room everything was amazing. The staff were very friendly and helpful, the vibe of the hotel was very welcoming and stylish and everything in the room was beautiful, the bed was very comfortable, the bathroom was very clean, shower was a amazing and the mood in the room was perfect. I love that everything was sanitised prior to us arriving",10.0,Amazing Stay,1,staff,1
United Kingdom,Superior King Room,1,December 2020,Couple," Everything, the staff the ambiance and room everything was amazing. The staff were very friendly and helpful, the vibe of the hotel was very welcoming and stylish and everything in the room was beautiful, the bed was very comfortable, the bathroom was very clean, shower was a amazing and the mood in the room was perfect. I love that everything was sanitised prior to us arriving",10.0,Amazing Stay,1,bed,1
United Kingdom,Superior King Room,1,December 2020,Couple," Everything, the staff the ambiance and room everything was amazing. The staff were very friendly and helpful, the vibe of the hotel was very welcoming and stylish and everything in the room was beautiful, the bed was very comfortable, the bathroom was very clean, shower was a amazing and the mood in the room was perfect. I love that everything was sanitised prior to us arriving",10.0,Amazing Stay,1,comfort,1
United Kingdom,Superior King Room,1,December 2020,Couple," Everything, the staff the ambiance and room everything was amazing. The staff were very friendly and helpful, the vibe of the hotel was very welcoming and stylish and everything in the room was beautiful, the bed was very comfortable, the bathroom was very clean, shower was a amazing and the mood in the room was perfect. I love that everything was sanitised prior to us arriving",10.0,Amazing Stay,1,bathroom,1
United Kingdom,Superior King Room,1,December 2020,Couple," Everything, the staff the ambiance and room everything was amazing. The staff were very friendly and helpful, the vibe of the hotel was very welcoming and stylish and everything in the room was beautiful, the bed was very comfortable, the bathroom was very clean, shower was a amazing and the mood in the room was perfect. I love that everything was sanitised prior to us arriving",10.0,Amazing Stay,1,dirty,0
United Kingdom,Superior King Room,1,November 2020,Couple, My stay was really good. I like how everything was modern compared to other hotels. Was breakfast was great during a pandemic in comparison to other hotels. Overall I really enjoyed my stay. Will definitely go back,10.0,Very good,1,comfort,0
United Kingdom,Superior King Room,1,November 2020,Couple, My stay was really good. I like how everything was modern compared to other hotels. Was breakfast was great during a pandemic in comparison to other hotels. Overall I really enjoyed my stay. Will definitely go back,10.0,Very good,1,food/drink,0
United Kingdom,Superior King Room,1,November 2020,Couple, My stay was really good. I like how everything was modern compared to other hotels. Was breakfast was great during a pandemic in comparison to other hotels. Overall I really enjoyed my stay. Will definitely go back,10.0,Very good,1,covid,0
United Kingdom,Superior King Room,1,October 2020,Couple, Big clean rooms,10.0,Amazing service,1,dirty,0
United Kingdom,Superior King Room,1,November 2020,Solo traveler, Clean tidy,8.0,Business Trip,1,dirty,0
United Kingdom,Superior King Room,2,December 2020,Couple, This is my third time to be at the hotel and each time I come I get more in love with it staff are amazing and helpful and respectable the room very clean and sanitisers all the room before you get there.,7.0,Good and amazing,1,staff,0
United Kingdom,Superior King Room,2,December 2020,Couple, This is my third time to be at the hotel and each time I come I get more in love with it staff are amazing and helpful and respectable the room very clean and sanitisers all the room before you get there.,7.0,Good and amazing,1,dirty,0
United Kingdom,King Studio,5,December 2020,Group," Loved the location of the hotel with fantastic links to the underground. Plus local shops nearby incase you need anything.
The room I booked said there is a kitchen in the room which is very misleading because only a kettle and disposable cups. 
There was a fridge in the room which was not cold enough and spoiled the food I put in there. 
Everything else was okay. Staff are friendly and very accommodating.",7.0,Great Stay,1,location,0
United Kingdom,King Studio,5,December 2020,Group," Loved the location of the hotel with fantastic links to the underground. Plus local shops nearby incase you need anything.
The room I booked said there is a kitchen in the room which is very misleading because only a kettle and disposable cups. 
There was a fridge in the room which was not cold enough and spoiled the food I put in there. 
Everything else was okay. Staff are friendly and very accommodating.",7.0,Great Stay,1,restaurant,0
United Kingdom,King Studio,5,December 2020,Group," Loved the location of the hotel with fantastic links to the underground. Plus local shops nearby incase you need anything.
The room I booked said there is a kitchen in the room which is very misleading because only a kettle and disposable cups. 
There was a fridge in the room which was not cold enough and spoiled the food I put in there. 
Everything else was okay. Staff are friendly and very accommodating.",7.0,Great Stay,1,bathroom,0
United Kingdom,King Studio,5,December 2020,Group," Loved the location of the hotel with fantastic links to the underground. Plus local shops nearby incase you need anything.
The room I booked said there is a kitchen in the room which is very misleading because only a kettle and disposable cups. 
There was a fridge in the room which was not cold enough and spoiled the food I put in there. 
Everything else was okay. Staff are friendly and very accommodating.",7.0,Great Stay,1,food/drink,0
United Kingdom,King Studio,5,December 2020,Group," Loved the location of the hotel with fantastic links to the underground. Plus local shops nearby incase you need anything.
The room I booked said there is a kitchen in the room which is very misleading because only a kettle and disposable cups. 
There was a fridge in the room which was not cold enough and spoiled the food I put in there. 
Everything else was okay. Staff are friendly and very accommodating.",7.0,Great Stay,1,staff,0
United Kingdom,Superior King Room,1,December 2020,Couple, Bed,7.0,Coolio,1,bed,0
United Kingdom,Superior King Room,1,November 2020,Group, I loved the Blue lighting design in the room and the Glass.  Bathroom was decent and room was reasonably sized.,10.0,REVIEW,1,bathroom,1
United Kingdom,Superior King Room,1,December 2020,Couple, Good location n good facilities... friendly staff too,7.0,All good,1,location,1
United Kingdom,Superior King Room,1,December 2020,Couple, Good location n good facilities... friendly staff too,7.0,All good,1,staff,0
India,Superior King Room,1,October 2020,Group," Location 
Luxury services",8.0,Very Good,1,location,0
India,Superior King Room,1,October 2020,Group," Location 
Luxury services",8.0,Very Good,1,staff,1
United Kingdom,Superior King Room,1,October 2020,Solo traveler, Awesome hotel and very comfortable all round. Great locations.,10.0,Exceptional,1,comfort,1
United Kingdom,Superior King Room,1,October 2020,Solo traveler, Awesome hotel and very comfortable all round. Great locations.,10.0,Exceptional,1,location,0
United Kingdom,Superior King Room,1,December 2020,Couple," It was modern, contemporary and we enjoyed our stay there.",9.0,Wonderful,1,comfort,0
United Kingdom,Superior King Room,1,November 2020,Couple, The tv. Lighting control pads. The staff was very friendly,8.0,Lovely,1,tv,0
United Kingdom,Superior King Room,1,November 2020,Couple, The tv. Lighting control pads. The staff was very friendly,8.0,Lovely,1,staff,0
United Kingdom,Superior King Room,2,December 2020,Solo traveler," The staff were polite but seemed very busy.
They were helpful and Giza assisted in moving my room for me.",8.0,Great.,1,staff,0
United Kingdom,Superior King Room,2,November 2020,Couple, Modern decor in rooms,10.0,Great stay,1,comfort,1
United Kingdom,Superior King Room,1,September 2020,Couple, I loved the smart TV and the style of the room! The vibe was amazing and it makes for a great getaway place,9.0,Wonderful,1,tv,1
United Kingdom,Superior King Room,1,September 2020,Couple, I loved the smart TV and the style of the room! The vibe was amazing and it makes for a great getaway place,9.0,Wonderful,1,comfort,1
United Kingdom,Superior King Room,1,September 2020,Couple, I loved the smart TV and the style of the room! The vibe was amazing and it makes for a great getaway place,9.0,Wonderful,1,location,1
United Kingdom,Superior King Room,1,October 2020,Couple, A lovely staff and warm and comfortable,9.6,Exceptional,1,staff,1
