Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
United Kingdom,Studio Double Room,2,February 2021,Couple, Staff were nice and friendly. Room was spacious and very clean. Would defo stay again,9.0,Perfect stay,1,dirty,0
United Kingdom,Executive Studio with London Eye View,1,February 2021,Solo traveler," The view and room are stunning. To top it off the staff are incredible, extremely friendly and hospitable.",10.0,Amazing stay,1,location,0
United Kingdom,Executive Studio with London Eye View,1,February 2021,Solo traveler," The view and room are stunning. To top it off the staff are incredible, extremely friendly and hospitable.",10.0,Amazing stay,1,staff,1
United Kingdom,Executive Studio-City View (Family),2,February 2021,Family," View, very clean rooms, very delicious breakfast",10.0,Exceptional,1,location,1
United Kingdom,Executive Studio-City View (Family),2,February 2021,Family," View, very clean rooms, very delicious breakfast",10.0,Exceptional,1,dirty,1
United Kingdom,Executive Studio-City View (Family),2,February 2021,Family," View, very clean rooms, very delicious breakfast",10.0,Exceptional,1,food/drink,1
United Kingdom,Superior Double Room with London Eye View,1,February 2021,Solo traveler," as always the staffs friendliness, at all times of the Evening 
.
The Food and the room.",10.0,"perfect get away,",1,staff,1
United Kingdom,Superior Double Room with London Eye View,1,February 2021,Solo traveler," as always the staffs friendliness, at all times of the Evening 
.
The Food and the room.",10.0,"perfect get away,",1,food/drink,1
Albania,Superior Double Room with London Eye View,1,February 2021,Couple," The room was very clean,the location could not be better, the view from the room was the best ( London Eye view), very good breakfast included in price, nice staff, room service was great, could not recommend it enough 😁 and all this for a great great deal !!!",10.0,Best hotel and best view ever !!!,1,dirty,1
Albania,Superior Double Room with London Eye View,1,February 2021,Couple," The room was very clean,the location could not be better, the view from the room was the best ( London Eye view), very good breakfast included in price, nice staff, room service was great, could not recommend it enough 😁 and all this for a great great deal !!!",10.0,Best hotel and best view ever !!!,1,location,1
Albania,Superior Double Room with London Eye View,1,February 2021,Couple," The room was very clean,the location could not be better, the view from the room was the best ( London Eye view), very good breakfast included in price, nice staff, room service was great, could not recommend it enough 😁 and all this for a great great deal !!!",10.0,Best hotel and best view ever !!!,1,food/drink,1
Albania,Superior Double Room with London Eye View,1,February 2021,Couple," The room was very clean,the location could not be better, the view from the room was the best ( London Eye view), very good breakfast included in price, nice staff, room service was great, could not recommend it enough 😁 and all this for a great great deal !!!",10.0,Best hotel and best view ever !!!,1,price,1
Albania,Superior Double Room with London Eye View,1,February 2021,Couple," The room was very clean,the location could not be better, the view from the room was the best ( London Eye view), very good breakfast included in price, nice staff, room service was great, could not recommend it enough 😁 and all this for a great great deal !!!",10.0,Best hotel and best view ever !!!,1,staff,0
United Kingdom,Studio Double Room,1,February 2021,Family," As always friendly staff, great location, always a great experience",10.0,Exceptional,1,staff,0
United Kingdom,Studio Double Room,1,February 2021,Family," As always friendly staff, great location, always a great experience",10.0,Exceptional,1,location,1
United Kingdom,Superior Double Room with London Eye View,1,February 2021,Couple, The staff were very nice,10.0,Excellent staff,1,staff,1
United Kingdom,Superior Double Room,1,January 2021,Family," I’ve stayed here many times in the past but not in lockdown, it was exactly as I remember, professional staff and amazing service, can’t fault them at all!
If you’re looking for somewhere to stay in London this hotel is the place to be, much better before lockdown but working with what they have is difficult but they make it look easy to adapt,
Thanks again team, you’re amazing!",10.0,Amazing as always,1,staff,1
United Kingdom,Superior Double Room,1,January 2021,Family," I’ve stayed here many times in the past but not in lockdown, it was exactly as I remember, professional staff and amazing service, can’t fault them at all!
If you’re looking for somewhere to stay in London this hotel is the place to be, much better before lockdown but working with what they have is difficult but they make it look easy to adapt,
Thanks again team, you’re amazing!",10.0,Amazing as always,1,location,1
United Kingdom,Penthouse Suite,2,February 2021,Couple, The penthouse view was the most outstanding view we’ve seen yet.,10.0,Exceptional,1,location,1
United Kingdom,Studio Double Room,1,January 2021,Group," Friendly staff as always great place to stay, this is the only hotel would highly recommend, room service was very smooth an view was also not to bad. This is the only hotel I book, the stay is comfortable an location is great for night walks.",10.0,Great location & hotel for Sight seeing.,1,staff,1
United Kingdom,Studio Double Room,1,January 2021,Group," Friendly staff as always great place to stay, this is the only hotel would highly recommend, room service was very smooth an view was also not to bad. This is the only hotel I book, the stay is comfortable an location is great for night walks.",10.0,Great location & hotel for Sight seeing.,1,location,1
United Kingdom,Studio Double Room,1,January 2021,Group," Friendly staff as always great place to stay, this is the only hotel would highly recommend, room service was very smooth an view was also not to bad. This is the only hotel I book, the stay is comfortable an location is great for night walks.",10.0,Great location & hotel for Sight seeing.,1,comfort,1
United Kingdom,Executive Family Studio with London Eye View,1,January 2021,Couple, Staff were very nice and welcoming,8.0,Would recommend,1,staff,1
United Kingdom,Penthouse Suite (Family),1,January 2021,Solo traveler," Park Plaza Country Hall is situated in a perfect central location and as always, even in COVID lockdown conditions, it was very enjoyable and safe stay. The staff are extremely helpful and will always go an extra mile to to make sure you feel at home. The cleanliness of the hotel was exceptional, so was the view from the penthouse suite. Thank you everyone, especially William at the reception desk, for looking after me. I will back very soon. Please keep your doors open, so people like me who need to travel and stay overnight, can do it in safe and relaxing environment.",10.0,Lockdown stay,1,location,1
United Kingdom,Penthouse Suite (Family),1,January 2021,Solo traveler," Park Plaza Country Hall is situated in a perfect central location and as always, even in COVID lockdown conditions, it was very enjoyable and safe stay. The staff are extremely helpful and will always go an extra mile to to make sure you feel at home. The cleanliness of the hotel was exceptional, so was the view from the penthouse suite. Thank you everyone, especially William at the reception desk, for looking after me. I will back very soon. Please keep your doors open, so people like me who need to travel and stay overnight, can do it in safe and relaxing environment.",10.0,Lockdown stay,1,covid,1
United Kingdom,Penthouse Suite (Family),1,January 2021,Solo traveler," Park Plaza Country Hall is situated in a perfect central location and as always, even in COVID lockdown conditions, it was very enjoyable and safe stay. The staff are extremely helpful and will always go an extra mile to to make sure you feel at home. The cleanliness of the hotel was exceptional, so was the view from the penthouse suite. Thank you everyone, especially William at the reception desk, for looking after me. I will back very soon. Please keep your doors open, so people like me who need to travel and stay overnight, can do it in safe and relaxing environment.",10.0,Lockdown stay,1,staff,1
United Kingdom,Penthouse Suite (Family),1,January 2021,Solo traveler," Park Plaza Country Hall is situated in a perfect central location and as always, even in COVID lockdown conditions, it was very enjoyable and safe stay. The staff are extremely helpful and will always go an extra mile to to make sure you feel at home. The cleanliness of the hotel was exceptional, so was the view from the penthouse suite. Thank you everyone, especially William at the reception desk, for looking after me. I will back very soon. Please keep your doors open, so people like me who need to travel and stay overnight, can do it in safe and relaxing environment.",10.0,Lockdown stay,1,dirty,1
United Kingdom,Superior Double Room,2,December 2020,Couple," Location was great, staff were extremely helpful and professional. We had a slight issue with our shower which they fixed as soon as possible.",10.0,Fantastic location and great staff,1,location,1
United Kingdom,Superior Double Room,2,December 2020,Couple," Location was great, staff were extremely helpful and professional. We had a slight issue with our shower which they fixed as soon as possible.",10.0,Fantastic location and great staff,1,staff,1
United Kingdom,Superior Double Room,2,December 2020,Couple," Location was great, staff were extremely helpful and professional. We had a slight issue with our shower which they fixed as soon as possible.",10.0,Fantastic location and great staff,1,bathroom,0
United Kingdom,Studio Double (Family),1,December 2020,Family," The location was excellent 5 mins away from Westminster bridge. 
The breakfast was delicious and the choice was endless.",10.0,Fabulous fabulous fabulous can’t wait to come back,1,location,0
United Kingdom,Studio Double (Family),1,December 2020,Family," The location was excellent 5 mins away from Westminster bridge. 
The breakfast was delicious and the choice was endless.",10.0,Fabulous fabulous fabulous can’t wait to come back,1,food/drink,0
New Zealand,Studio Double Room,4,December 2020,Couple, My stay was fantastic. During such an uncertain time I felt completely safe and was very impressed with the measures that had been put in place. The staff were all exceptional. The room was great with a view of the London eye.,10.0,Perfect stay,1,location,0
New Zealand,Studio Double Room,4,December 2020,Couple, My stay was fantastic. During such an uncertain time I felt completely safe and was very impressed with the measures that had been put in place. The staff were all exceptional. The room was great with a view of the London eye.,10.0,Perfect stay,1,staff,1
United Kingdom,Studio Double Room,1,January 2021,Solo traveler," I’ve had the pleasure of staying at this hotel, due to work, on yet another occasion and the reason for my continued return is the staff! The hotel is central, incredibly clean, well equipped and offers great views of London but the staff are exceptional! Thanks to all the front of house team for making this place a home away from home, for remembering the little things without having to be asked and for always wearing a bright smile (behind their face masks). Your dedication does not go unnoticed and I truly look forward to my next visit.",10.0,Home from home,1,comfort,1
United Kingdom,Studio Double Room,1,January 2021,Solo traveler," I’ve had the pleasure of staying at this hotel, due to work, on yet another occasion and the reason for my continued return is the staff! The hotel is central, incredibly clean, well equipped and offers great views of London but the staff are exceptional! Thanks to all the front of house team for making this place a home away from home, for remembering the little things without having to be asked and for always wearing a bright smile (behind their face masks). Your dedication does not go unnoticed and I truly look forward to my next visit.",10.0,Home from home,1,staff,1
United Kingdom,Studio Double Room,1,January 2021,Solo traveler," I’ve had the pleasure of staying at this hotel, due to work, on yet another occasion and the reason for my continued return is the staff! The hotel is central, incredibly clean, well equipped and offers great views of London but the staff are exceptional! Thanks to all the front of house team for making this place a home away from home, for remembering the little things without having to be asked and for always wearing a bright smile (behind their face masks). Your dedication does not go unnoticed and I truly look forward to my next visit.",10.0,Home from home,1,location,1
United Kingdom,Studio Double Room,1,January 2021,Solo traveler," I’ve had the pleasure of staying at this hotel, due to work, on yet another occasion and the reason for my continued return is the staff! The hotel is central, incredibly clean, well equipped and offers great views of London but the staff are exceptional! Thanks to all the front of house team for making this place a home away from home, for remembering the little things without having to be asked and for always wearing a bright smile (behind their face masks). Your dedication does not go unnoticed and I truly look forward to my next visit.",10.0,Home from home,1,dirty,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,comfort,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,dirty,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,covid,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,location,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,staff,0
Jersey,Studio Double Room,1,October 2020,Couple," Comfortable Rooms, clean with Covid regulations in place.  Friendly and helpfull staff
Reasonsbly priced in heart of London",10.0,Clean and Efficient,1,price,1
United Kingdom,Superior Double Room,1,December 2020,Couple, The room was spectacular with a fantastic view of the London skyline. Great tv choice and a lovely bathroom. It was very spacious indeed.,10.0,Xmas theatre break,1,location,1
United Kingdom,Superior Double Room,1,December 2020,Couple, The room was spectacular with a fantastic view of the London skyline. Great tv choice and a lovely bathroom. It was very spacious indeed.,10.0,Xmas theatre break,1,tv,1
United Kingdom,Superior Double Room,1,December 2020,Couple, The room was spectacular with a fantastic view of the London skyline. Great tv choice and a lovely bathroom. It was very spacious indeed.,10.0,Xmas theatre break,1,bathroom,1
United Kingdom,Studio Double Room,5,December 2020,Solo traveler, Staff upgraded my room when I booked into the hotel on Christmas Eve,10.0,Exceptional,1,staff,1
United Kingdom,Penthouse Suite (Family),1,December 2020,Couple, Nice hotel and great breakfast,10.0,Exceptional,1,food/drink,0
Germany,Studio Double Room,2,October 2020,Solo traveler, I just love everything about this place,10.0,Exceptional,1,location,0
United Kingdom,Studio Double Room,2,December 2020,Couple, I went here for a mini moon after my wife and I managed to get married during Covid restrictions. This was a present from my parents.  We had an amazing time and thank all the staff for making us feel special following our special day.,10.0,Absolutely Amazing.........Thank you,1,covid,0
United Kingdom,Studio Double Room,2,December 2020,Couple, I went here for a mini moon after my wife and I managed to get married during Covid restrictions. This was a present from my parents.  We had an amazing time and thank all the staff for making us feel special following our special day.,10.0,Absolutely Amazing.........Thank you,1,staff,1
United Kingdom,Superior Double Room with London Eye View,1,December 2020,Couple," Amazing London eye view from my bed!! And covid restrictions and cautions taken seriously. I felt very safe and the hotel was extremely clean.  
The birthday balloons and cake made the stay extra special so thank you!",10.0,Lovely views and extremely clean stay,1,location,1
United Kingdom,Superior Double Room with London Eye View,1,December 2020,Couple," Amazing London eye view from my bed!! And covid restrictions and cautions taken seriously. I felt very safe and the hotel was extremely clean.  
The birthday balloons and cake made the stay extra special so thank you!",10.0,Lovely views and extremely clean stay,1,bed,1
United Kingdom,Superior Double Room with London Eye View,1,December 2020,Couple," Amazing London eye view from my bed!! And covid restrictions and cautions taken seriously. I felt very safe and the hotel was extremely clean.  
The birthday balloons and cake made the stay extra special so thank you!",10.0,Lovely views and extremely clean stay,1,covid,1
United Kingdom,Superior Double Room with London Eye View,1,December 2020,Couple," Amazing London eye view from my bed!! And covid restrictions and cautions taken seriously. I felt very safe and the hotel was extremely clean.  
The birthday balloons and cake made the stay extra special so thank you!",10.0,Lovely views and extremely clean stay,1,dirty,1
United Kingdom,Executive Studio - City View,1,December 2020,Family," Staff were fantastic, hotel was amazing, staff left birthday card for my birthday and gave us an amazing room. Staff were so accommodating to our requests and they helped make my 25th birthday memorable during covid. Thank you.",10.0,10 out of 10,1,staff,1
United Kingdom,Executive Studio - City View,1,December 2020,Family," Staff were fantastic, hotel was amazing, staff left birthday card for my birthday and gave us an amazing room. Staff were so accommodating to our requests and they helped make my 25th birthday memorable during covid. Thank you.",10.0,10 out of 10,1,covid,1
United Kingdom,Penthouse Suite,2,December 2020,Couple, So I stayed in the penthouse for my birthday with exceptional views! I even got a little treat thanks to the staff! Bruno and Petra on the main desk were brilliant with everything that was needed would highly recommend!,10.0,The best hotel,1,location,1
United Kingdom,Penthouse Suite,2,December 2020,Couple, So I stayed in the penthouse for my birthday with exceptional views! I even got a little treat thanks to the staff! Bruno and Petra on the main desk were brilliant with everything that was needed would highly recommend!,10.0,The best hotel,1,staff,0
United Kingdom,Studio Double Room,2,December 2020,Couple," Everything. Room size was amazing, location was perfect, lots of things within walking distance.",9.0,Perfect weekend staycation,1,location,1
United Kingdom,Superior Double Room,1,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",10.0,The best hotel experience I’ve had!,1,staff,1
United Kingdom,Superior Double Room,1,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",10.0,The best hotel experience I’ve had!,1,dirty,1
United Kingdom,Superior Double Room,1,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",10.0,The best hotel experience I’ve had!,1,bed,1
United Kingdom,Superior Double Room,1,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",10.0,The best hotel experience I’ve had!,1,comfort,1
United Kingdom,Superior Double Room,1,December 2020,Group," The hotel was wonderful, the staff were lovely and went above and beyond to make sure we had the perfect stay. They told us all the information we would need for our stay and continued to help throughout. The room was lovely and so clean and fresh, the bed was so comfortable. The view from our room was incredible, we could see so much, the houses of parliament, the london eye, waterloo station and the shard ( we didn’t book a room with a view just the ‘basic’ standard room. It was far from standard!) I can’t wait to stay again! After check out the held out bags for the rest of the day for free as well!",10.0,The best hotel experience I’ve had!,1,location,1
United Kingdom,Studio Double (Family),1,December 2020,Family, Very clean great staff lovely service,10.0,Amazing,1,dirty,1
United Kingdom,Studio Double (Family),1,December 2020,Family, Very clean great staff lovely service,10.0,Amazing,1,staff,1
United Kingdom,Executive Family Studio with London Eye View,1,September 2020,Couple, Loved the spacious room and we even had a view of the London eye which was amazing at night.,10.0,Lovely staff and hotel!,1,location,1
United Kingdom,Superior Double Room,1,December 2020,Couple, We were upgraded to executive suite and it was very modern clean and comfortable. Definitely will stay here again. Also to add that there is a 24hr car park literally around the corner £20 for 24hrs,9.0,Everything was superb if I was to take off a point from 10 it would only be that the shower was not powerful. Jaan at re,1,comfort,1
United Kingdom,Superior Double Room,1,December 2020,Couple, We were upgraded to executive suite and it was very modern clean and comfortable. Definitely will stay here again. Also to add that there is a 24hr car park literally around the corner £20 for 24hrs,9.0,Everything was superb if I was to take off a point from 10 it would only be that the shower was not powerful. Jaan at re,1,dirty,1
United Kingdom,Superior Double Room,1,December 2020,Couple, We were upgraded to executive suite and it was very modern clean and comfortable. Definitely will stay here again. Also to add that there is a 24hr car park literally around the corner £20 for 24hrs,9.0,Everything was superb if I was to take off a point from 10 it would only be that the shower was not powerful. Jaan at re,1,parking,1
United Kingdom,Executive Family Studio with London Eye View,2,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly",10.0,Excellent hotel and welcoming service,1,staff,1
United Kingdom,Executive Family Studio with London Eye View,2,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly",10.0,Excellent hotel and welcoming service,1,dirty,1
United Kingdom,Executive Family Studio with London Eye View,2,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly",10.0,Excellent hotel and welcoming service,1,food/drink,1
United Kingdom,Executive Family Studio with London Eye View,2,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly",10.0,Excellent hotel and welcoming service,1,location,1
United Kingdom,Executive Family Studio with London Eye View,2,December 2020,Family," Lovely polite and welcoming staff - Petra and Jaan were great
Clean hotel, good atmosphere 
Good breakfast and food
Great location 
Comfortable room with excellent facilities
Beautifully decorated
Well equipped for staying safe
Family friendly",10.0,Excellent hotel and welcoming service,1,comfort,1
United Kingdom,Executive Studio-City View (Family),1,December 2020,Family, It’s location to what we wanted to do,8.0,Very Good,1,location,1
United Kingdom,Executive Family Studio with London Eye View,1,December 2020,Family," Friendly, helpful  staff, sizeably comfortable rooms and perfect location for visiting all the attractions",10.0,Fabulous Hotel!,1,staff,1
United Kingdom,Executive Family Studio with London Eye View,1,December 2020,Family," Friendly, helpful  staff, sizeably comfortable rooms and perfect location for visiting all the attractions",10.0,Fabulous Hotel!,1,comfort,1
United Kingdom,Executive Family Studio with London Eye View,1,December 2020,Family," Friendly, helpful  staff, sizeably comfortable rooms and perfect location for visiting all the attractions",10.0,Fabulous Hotel!,1,location,1
United Kingdom,Penthouse Suite (Family),1,December 2020,Family, Perfect location and service from the hotel and reception staff,10.0,"Great service, nothing was too much trouble",1,location,1
United Kingdom,Penthouse Suite (Family),1,December 2020,Family, Perfect location and service from the hotel and reception staff,10.0,"Great service, nothing was too much trouble",1,staff,1
United Kingdom,Studio Double Room,1,December 2020,Group," Everything  attention to customers, barman in bar was exceptional 👌",10.0,Exceptional,1,staff,1
United Kingdom,Studio Double Room,1,December 2020,Group," Everything  attention to customers, barman in bar was exceptional 👌",10.0,Exceptional,1,restaurant,1
United Kingdom,Superior Double Room with London Eye View,1,December 2020,Couple, Room was excellent views were stunning,9.0,Needed a break and this really did hit the spot,1,location,1
United Kingdom,Superior Double Room with London Eye View,3,December 2020,Couple, Central location 5 mins from Waterloo station. Beautiful hotel spotless helpful staff . Great suite with Lounge area kitchenette bath and shower London eye view perfect!!,10.0,3 night Christmas break,1,location,1
United Kingdom,Superior Double Room with London Eye View,3,December 2020,Couple, Central location 5 mins from Waterloo station. Beautiful hotel spotless helpful staff . Great suite with Lounge area kitchenette bath and shower London eye view perfect!!,10.0,3 night Christmas break,1,staff,1
United Kingdom,Superior Double Room with London Eye View,3,December 2020,Couple, Central location 5 mins from Waterloo station. Beautiful hotel spotless helpful staff . Great suite with Lounge area kitchenette bath and shower London eye view perfect!!,10.0,3 night Christmas break,1,bathroom,0
United Kingdom,Superior Twin Room,1,December 2020,Family, Delightful staff who couldn’t be more helpful and polite. The hotel was well placed and clean. The breakfast delicious.,10.0,Exceptional,1,staff,0
United Kingdom,Superior Twin Room,1,December 2020,Family, Delightful staff who couldn’t be more helpful and polite. The hotel was well placed and clean. The breakfast delicious.,10.0,Exceptional,1,dirty,0
United Kingdom,Superior Twin Room,1,December 2020,Family, Delightful staff who couldn’t be more helpful and polite. The hotel was well placed and clean. The breakfast delicious.,10.0,Exceptional,1,food/drink,0
United Kingdom,Studio Double Room,1,December 2020,Couple," Location 
Staff
Value for money",9.0,Enjoyable stay.,1,location,0
United Kingdom,Studio Double Room,1,December 2020,Couple," Location 
Staff
Value for money",9.0,Enjoyable stay.,1,staff,0
United Kingdom,Studio Double Room,1,December 2020,Couple," Location 
Staff
Value for money",9.0,Enjoyable stay.,1,price,1
United Kingdom,Superior Double Room,3,December 2020,Couple, Location,8.0,Very Good,1,location,1
United Kingdom,Superior Double Room,1,December 2020,Solo traveler," Right next to Waterloo station and a very short walk to the embankment and the London Eye and Westminster Bridge.
Not much nightlife about (ie none).
This hotel seems to be the baby brother of the Park Plaza Westminster right next door. Weird.
The room is a very good size and very comfortable.
Great wifi.
Great staff.
The only odd thing I found was that the aircon temperature was on 24C, just a little bit cool on a very cold day so I put it up to 26C.
It took 3 hours just to get to 24.8C.
I would heartily recommend it.",8.0,Recommended,1,comfort,1
United Kingdom,Superior Double Room,1,December 2020,Solo traveler," Right next to Waterloo station and a very short walk to the embankment and the London Eye and Westminster Bridge.
Not much nightlife about (ie none).
This hotel seems to be the baby brother of the Park Plaza Westminster right next door. Weird.
The room is a very good size and very comfortable.
Great wifi.
Great staff.
The only odd thing I found was that the aircon temperature was on 24C, just a little bit cool on a very cold day so I put it up to 26C.
It took 3 hours just to get to 24.8C.
I would heartily recommend it.",8.0,Recommended,1,internet,1
United Kingdom,Superior Double Room,1,December 2020,Solo traveler," Right next to Waterloo station and a very short walk to the embankment and the London Eye and Westminster Bridge.
Not much nightlife about (ie none).
This hotel seems to be the baby brother of the Park Plaza Westminster right next door. Weird.
The room is a very good size and very comfortable.
Great wifi.
Great staff.
The only odd thing I found was that the aircon temperature was on 24C, just a little bit cool on a very cold day so I put it up to 26C.
It took 3 hours just to get to 24.8C.
I would heartily recommend it.",8.0,Recommended,1,staff,1
United Kingdom,Superior Double Room,1,December 2020,Solo traveler," Right next to Waterloo station and a very short walk to the embankment and the London Eye and Westminster Bridge.
Not much nightlife about (ie none).
This hotel seems to be the baby brother of the Park Plaza Westminster right next door. Weird.
The room is a very good size and very comfortable.
Great wifi.
Great staff.
The only odd thing I found was that the aircon temperature was on 24C, just a little bit cool on a very cold day so I put it up to 26C.
It took 3 hours just to get to 24.8C.
I would heartily recommend it.",8.0,Recommended,1,temperature,0
United Kingdom,Superior Double Room with London Eye View,2,December 2020,Couple," The staff were exceptional and so helpful! The room was lovely and the views were amazing. Great location close to everything, would highly recommend to anyone wanting a nice weekend away in London with their other half! Will defo be back on our next trip!",8.0,Amazing!,1,staff,0
United Kingdom,Superior Double Room with London Eye View,2,December 2020,Couple," The staff were exceptional and so helpful! The room was lovely and the views were amazing. Great location close to everything, would highly recommend to anyone wanting a nice weekend away in London with their other half! Will defo be back on our next trip!",8.0,Amazing!,1,location,1
United Kingdom,Studio Double Room,1,December 2020,Couple, Everything was good really. Great room size. Lovely bathroom facilities. Comfortable bed. Exceptional staff. Terrific location.,10.0,"Great staff, terrific location. Highly recommended.",1,bathroom,1
