,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
34,Hong Kong,Executive King Room with Iconic View (3 Adults),2,October 2020,Family, We enjoyed our stay at Park Plaza - perfect for a city break. The staff were friendly and helpful - Covid has made some things difficult (breakfast buffet for example) but the hotel has found ways to accommodate the distancing rules and yet still provide a friendly service. The room was comfortable and a pleasure to return to each evening.,8.0,Lovely hotel and very well located.,1,staff,1
35,Hong Kong,Executive King Room with Iconic View (3 Adults),2,October 2020,Family, We enjoyed our stay at Park Plaza - perfect for a city break. The staff were friendly and helpful - Covid has made some things difficult (breakfast buffet for example) but the hotel has found ways to accommodate the distancing rules and yet still provide a friendly service. The room was comfortable and a pleasure to return to each evening.,8.0,Lovely hotel and very well located.,1,covid,1
36,Hong Kong,Executive King Room with Iconic View (3 Adults),2,October 2020,Family, We enjoyed our stay at Park Plaza - perfect for a city break. The staff were friendly and helpful - Covid has made some things difficult (breakfast buffet for example) but the hotel has found ways to accommodate the distancing rules and yet still provide a friendly service. The room was comfortable and a pleasure to return to each evening.,8.0,Lovely hotel and very well located.,1,food/drink,1
37,Hong Kong,Executive King Room with Iconic View (3 Adults),2,October 2020,Family, We enjoyed our stay at Park Plaza - perfect for a city break. The staff were friendly and helpful - Covid has made some things difficult (breakfast buffet for example) but the hotel has found ways to accommodate the distancing rules and yet still provide a friendly service. The room was comfortable and a pleasure to return to each evening.,8.0,Lovely hotel and very well located.,1,comfort,1
38,Netherlands,Superior King Room with Iconic View,1,October 2020,Group," Good location, the room had a great view as was promised in the booking. The facilities were good as well.",7.0,Good,1,location,0
39,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,location,0
40,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,comfort,0
41,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,temperature,0
42,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,staff,0
43,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,covid,0
44,Netherlands,Superior King Room,2,August 2020,Couple," The room was in a great location, on the doorstep of central train station and main shopping streets.
The room itself was comfortable unfortunately the air conditioning did stop working during our stay but when it did work was great.
Staff were very friendly and helpful, despite staying during covid times - we still were able to use the swimming facilities under some restrictions.",8.0,Great location and great facilities,1,fitness,0
45,United Kingdom,Superior Twin Room,2,October 2020,Group," The room was large and the decor was lovely and modern, breakfast was lovely and the location is magnificent.",9.0,Wonderful,1,comfort,1
46,United Kingdom,Superior Twin Room,2,October 2020,Group," The room was large and the decor was lovely and modern, breakfast was lovely and the location is magnificent.",9.0,Wonderful,1,food/drink,1
47,United Kingdom,Superior Twin Room,2,October 2020,Group," The room was large and the decor was lovely and modern, breakfast was lovely and the location is magnificent.",9.0,Wonderful,1,location,1
48,India,Superior Twin Room,2,September 2020,Group, Staff was a disappointment. Rest everything was good,7.0,Average,1,staff,1
49,Ireland,Superior King Room,3,September 2020,Couple, Great location and staff very helpful and food in Victoria bar was gorgeous,8.0,Very Good,1,location,1
50,Ireland,Superior King Room,3,September 2020,Couple, Great location and staff very helpful and food in Victoria bar was gorgeous,8.0,Very Good,1,staff,1
51,Ireland,Superior King Room,3,September 2020,Couple, Great location and staff very helpful and food in Victoria bar was gorgeous,8.0,Very Good,1,food/drink,1
52,Ireland,Superior King Room,3,September 2020,Couple, Great location and staff very helpful and food in Victoria bar was gorgeous,8.0,Very Good,1,restaurant,1
53,Netherlands,Superior King Room,1,September 2020,Couple," Clean Room but Small Space , near of everything .",7.0,Near Amsterdam Central Station,1,dirty,0
54,Netherlands,Superior King Room,1,September 2020,Couple," Clean Room but Small Space , near of everything .",7.0,Near Amsterdam Central Station,1,location,0
55,United Kingdom,Superior King Room,3,August 2020,Solo traveler," The hotel is in the best location in the whole of Amsterdam , everything is walking distance and the hotel is in the city centre opposite the station. The rooms are a generous size and breakfast was good. I really enjoyed my stay here and will definitely be returning.",9.6,Great experience,1,location,1
56,United Kingdom,Superior King Room,3,August 2020,Solo traveler," The hotel is in the best location in the whole of Amsterdam , everything is walking distance and the hotel is in the city centre opposite the station. The rooms are a generous size and breakfast was good. I really enjoyed my stay here and will definitely be returning.",9.6,Great experience,1,food/drink,1
57,Germany,Superior King Room,1,September 2020,Group, The Breakfast was really good inspite of Corona. We were satisfied with everything,8.0,We will come back at the same hotel again,1,food/drink,1
58,United Kingdom,Superior King Room,1,August 2020,Couple, Location,7.0,Great location nice room,1,location,1
59,Switzerland,Superior King Room,1,September 2020,Couple," Stylish, clean and conveniently located hotel. Very friendly and helpful staff!",9.0,Wonderful,1,dirty,1
60,Switzerland,Superior King Room,1,September 2020,Couple," Stylish, clean and conveniently located hotel. Very friendly and helpful staff!",9.0,Wonderful,1,location,1
61,Switzerland,Superior King Room,1,September 2020,Couple," Stylish, clean and conveniently located hotel. Very friendly and helpful staff!",9.0,Wonderful,1,staff,1
62,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Comfy beds, mini bar.",8.0,Very Good,1,comfort,1
63,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Comfy beds, mini bar.",8.0,Very Good,1,bed,1
64,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Comfy beds, mini bar.",8.0,Very Good,1,restaurant,1
65,Belgium,Superior King Room,2,August 2020,Couple," Great location
Got upgraded and different room after the chrome cast and tv didn’t work after intervention of the technical staff",7.0,Liked the upgrade,1,location,0
66,Belgium,Superior King Room,2,August 2020,Couple," Great location
Got upgraded and different room after the chrome cast and tv didn’t work after intervention of the technical staff",7.0,Liked the upgrade,1,tv,0
67,Belgium,Superior King Room,2,August 2020,Couple," Great location
Got upgraded and different room after the chrome cast and tv didn’t work after intervention of the technical staff",7.0,Liked the upgrade,1,staff,0
68,Netherlands,Superior King Room,1,September 2020,Couple," Perfect location, close to city center and train station",8.0,Excellent location for tasting Amsterdam,1,location,1
69,France,Superior King Room,2,August 2020,Couple," The hotel is ideally located in the city centre. Most activities are within walking distances, and the hotel’s facilities are amazing",8.0,Very Good,1,location,1
70,Germany,Superior King Room with Iconic View,1,September 2020,Group," Strategical position, just a 3-minutes-walk from the Central Train Station. Nice, modernised rooms. Friendly staff!",9.0,Wonderful,1,location,1
71,Germany,Superior King Room with Iconic View,1,September 2020,Group," Strategical position, just a 3-minutes-walk from the Central Train Station. Nice, modernised rooms. Friendly staff!",9.0,Wonderful,1,staff,1
72,Germany,Superior King Room with Iconic View,7,September 2020,Couple," Very helpful concierge staff, good breakfast, good rooms, overall good cleanliness",8.0,Overall a good experience with minor room for improvement,1,staff,0
73,Germany,Superior King Room with Iconic View,7,September 2020,Couple," Very helpful concierge staff, good breakfast, good rooms, overall good cleanliness",8.0,Overall a good experience with minor room for improvement,1,food/drink,0
74,Germany,Superior King Room with Iconic View,7,September 2020,Couple," Very helpful concierge staff, good breakfast, good rooms, overall good cleanliness",8.0,Overall a good experience with minor room for improvement,1,dirty,0
75,Ireland,Superior King Room,1,September 2020,Couple, Location is perfect i have stayed here 4 times since christmas .,9.0,Wonderful,1,location,1
76,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Amazing locAtion, right out of the central station. Great breakfast under the circumstances, rooms where quiet and clean.",8.0,Very Good,1,location,0
77,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Amazing locAtion, right out of the central station. Great breakfast under the circumstances, rooms where quiet and clean.",8.0,Very Good,1,food/drink,0
78,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Amazing locAtion, right out of the central station. Great breakfast under the circumstances, rooms where quiet and clean.",8.0,Very Good,1,noisiness,0
79,United Kingdom,Superior King Room with Iconic View,3,September 2020,Couple," Amazing locAtion, right out of the central station. Great breakfast under the circumstances, rooms where quiet and clean.",8.0,Very Good,1,dirty,0
80,Ireland,Superior King Room,4,August 2020,Couple," Excellent location, close all amenities and attractions",7.0,Good,1,location,1
81,Luxembourg,Superior King Room with Iconic View,2,August 2020,Couple," The property is elegant and perfectly located, all main attractions are just a walk away. The Sauna is a nice touch and made our staying very cozy! The staff is nice and helpful.",7.0,"Nice staying, perfect location but lacked some facilities",1,location,1
82,Luxembourg,Superior King Room with Iconic View,2,August 2020,Couple," The property is elegant and perfectly located, all main attractions are just a walk away. The Sauna is a nice touch and made our staying very cozy! The staff is nice and helpful.",7.0,"Nice staying, perfect location but lacked some facilities",1,comfort,1
83,Luxembourg,Superior King Room with Iconic View,2,August 2020,Couple," The property is elegant and perfectly located, all main attractions are just a walk away. The Sauna is a nice touch and made our staying very cozy! The staff is nice and helpful.",7.0,"Nice staying, perfect location but lacked some facilities",1,staff,1
84,United Kingdom,Superior King Room,4,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service.",9.0,Excellent City Stay,1,location,1
85,United Kingdom,Superior King Room,4,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service.",9.0,Excellent City Stay,1,noisiness,1
86,United Kingdom,Superior King Room,4,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service.",9.0,Excellent City Stay,1,comfort,1
87,United Kingdom,Superior King Room,4,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service.",9.0,Excellent City Stay,1,staff,1
88,United Kingdom,Superior King Room,4,August 2020,Couple," We had an amazing stay - despite being right in town, our room was quiet & comfortable. The staff were friendly and welcoming -  we felt completely safe with their extra cleaning service.",9.0,Excellent City Stay,1,dirty,1
89,France,Executive King Room with Iconic View,4,August 2020,Couple," The location 
The room style 
The staff",9.0,Cool,1,location,1
90,France,Executive King Room with Iconic View,4,August 2020,Couple," The location 
The room style 
The staff",9.0,Cool,1,comfort,1
91,France,Executive King Room with Iconic View,4,August 2020,Couple," The location 
The room style 
The staff",9.0,Cool,1,staff,1
92,Switzerland,Executive King Room with Iconic View,3,August 2020,Couple," Excellent location, not noisy considering outside high traffic.",9.0,"Beautiful, fun city!",1,location,1
93,Switzerland,Executive King Room with Iconic View,3,August 2020,Couple," Excellent location, not noisy considering outside high traffic.",9.0,"Beautiful, fun city!",1,noisiness,1
94,United Kingdom,Superior King Room,3,August 2020,Couple, Comfortable matresss,8.0,Very Good,1,comfort,1
95,United Kingdom,Superior Twin Room,1,August 2020,Group," Great location,friendly lady checked us in so good overall but received a filthy towel",8.0,Fine,1,location,1
96,United Kingdom,Superior Twin Room,1,August 2020,Group," Great location,friendly lady checked us in so good overall but received a filthy towel",8.0,Fine,1,staff,1
97,United Kingdom,Superior Twin Room,1,August 2020,Group," Great location,friendly lady checked us in so good overall but received a filthy towel",8.0,Fine,1,dirty,1
98,United Kingdom,Superior Twin Room,1,August 2020,Group," Great location,friendly lady checked us in so good overall but received a filthy towel",8.0,Fine,1,bathroom,1
99,Belgium,Superior Twin Room,2,August 2020,Group, Superb location and nice rooms. The staff was very friendly and helpfull.,7.0,"Great location, no parking",1,location,1
100,Belgium,Superior Twin Room,2,August 2020,Group, Superb location and nice rooms. The staff was very friendly and helpfull.,7.0,"Great location, no parking",1,staff,1
101,United Kingdom,Superior King Room with Iconic View,2,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!",7.0,GOOD STAY / GREAT LOCATION,1,dirty,0
102,United Kingdom,Superior King Room with Iconic View,2,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!",7.0,GOOD STAY / GREAT LOCATION,1,comfort,0
103,United Kingdom,Superior King Room with Iconic View,2,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!",7.0,GOOD STAY / GREAT LOCATION,1,staff,0
104,United Kingdom,Superior King Room with Iconic View,2,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!",7.0,GOOD STAY / GREAT LOCATION,1,restaurant,0
105,United Kingdom,Superior King Room with Iconic View,2,July 2020,Couple," I liked the grandness of the property it was beautiful, very clean and well kept. Had a modern twist on classic decor. 
The staff were lovely and very helpful, the gentleman with the moustache working in the bar was very chatty and we had an overall great experience when having a few cocktails in the hotel bar. So thank you sir!",7.0,GOOD STAY / GREAT LOCATION,1,food/drink,0
106,United Kingdom,Superior King Room with Iconic View,2,August 2020,Couple, Cleaness and location is perfect,9.0,Great hotel,1,location,1
107,Netherlands,Superior King Room,1,August 2020,Group," The staff is very helpful and friendly. The location is perfect. The room was very clean. The concierge’s allowed us to store our luggage while we went to lunch and a museum, which I thought was very friendly and nice.",7.0,Great staff not so great room,1,staff,1
108,Netherlands,Superior King Room,1,August 2020,Group," The staff is very helpful and friendly. The location is perfect. The room was very clean. The concierge’s allowed us to store our luggage while we went to lunch and a museum, which I thought was very friendly and nice.",7.0,Great staff not so great room,1,location,1
109,Netherlands,Superior King Room,1,August 2020,Group," The staff is very helpful and friendly. The location is perfect. The room was very clean. The concierge’s allowed us to store our luggage while we went to lunch and a museum, which I thought was very friendly and nice.",7.0,Great staff not so great room,1,dirty,1
110,Netherlands,Superior King Room,1,August 2020,Group," The staff is very helpful and friendly. The location is perfect. The room was very clean. The concierge’s allowed us to store our luggage while we went to lunch and a museum, which I thought was very friendly and nice.",7.0,Great staff not so great room,1,food/drink,1
111,United Kingdom,Superior King Room with Iconic View,3,August 2020,Solo traveler, Breakfast at the Park Plaza was excellent. The hours for breakfast were excellent. Lots of options for breakfast which was nice.,7.0,I am looking forward to my next trip to Amsterdam.,1,food/drink,0
112,Norway,Superior King Room,1,August 2020,Solo traveler," Good location, close Central station and restaurants.",8.0,Very Good,1,location,1
113,Norway,Superior King Room,1,August 2020,Solo traveler," Good location, close Central station and restaurants.",8.0,Very Good,1,restaurant,1
114,United Kingdom,Executive King Room with Iconic View,1,July 2020,Couple, Great central location,8.0,Very Good,1,location,1
115,Switzerland,Superior Twin Room,1,August 2020,Group, Easy to connect to all the places. All the tourist attractions are in walking distance.,9.0,Wonderful location,1,location,1
116,Switzerland,Superior Twin Room,1,August 2020,Family," Easy to connect to all the places. All the tourist attractions are in walking distance. It is also close to a hospital. My friend’s father went to emergency early in the morning, the staff came and told her the place.",9.0,"Great location, wonderful staff",1,location,1
117,Switzerland,Superior Twin Room,1,August 2020,Family," Easy to connect to all the places. All the tourist attractions are in walking distance. It is also close to a hospital. My friend’s father went to emergency early in the morning, the staff came and told her the place.",9.0,"Great location, wonderful staff",1,staff,1
118,Switzerland,Superior Twin Room,4,August 2020,Group, Easy to connect to all the places. All the tourist attractions are in walking distance.,9.0,Excellent location,1,location,1
119,United Kingdom,Executive King Room with Iconic View (3 Adults),5,August 2020,Family, Bed 🛌 was very comfortable and excellent breakfast 😋,9.0,Wonderful,1,bed,1
120,United Kingdom,Executive King Room with Iconic View (3 Adults),5,August 2020,Family, Bed 🛌 was very comfortable and excellent breakfast 😋,9.0,Wonderful,1,comfort,1
121,United Kingdom,Executive King Room with Iconic View (3 Adults),5,August 2020,Family, Bed 🛌 was very comfortable and excellent breakfast 😋,9.0,Wonderful,1,food/drink,1
122,United Kingdom,Superior Twin Room,1,August 2020,Group," Amazing location near everything, clean polite team excluding that 1 guys. 
Breakfast was good 
Thank you to Khalid and the lady who also went above and beyond for me.",8.0,Very Good,1,location,1
123,United Kingdom,Superior Twin Room,1,August 2020,Group," Amazing location near everything, clean polite team excluding that 1 guys. 
Breakfast was good 
Thank you to Khalid and the lady who also went above and beyond for me.",8.0,Very Good,1,dirty,1
124,United Kingdom,Superior Twin Room,1,August 2020,Group," Amazing location near everything, clean polite team excluding that 1 guys. 
Breakfast was good 
Thank you to Khalid and the lady who also went above and beyond for me.",8.0,Very Good,1,staff,1
125,United Kingdom,Superior Twin Room,1,August 2020,Group," Amazing location near everything, clean polite team excluding that 1 guys. 
Breakfast was good 
Thank you to Khalid and the lady who also went above and beyond for me.",8.0,Very Good,1,food/drink,1
126,United Kingdom,Superior King Room,2,August 2020,Couple," The location, the design",9.0,Park plaza victoria,1,location,1
127,United Kingdom,Superior King Room,3,August 2020,Couple," The hotel itself is very elegant and tastefully decorated. The room was lovely and the bed very comfortable. Central location. Breakfast is good. Quite a bit of variety. Lovely hot chocolate. You can requests amongst other things, balloons and Prosecco for the room upon arrival which is nice for b day surprises etc.",7.0,Lovely hotel great location. Front desk staff lacking though,1,bed,0
128,United Kingdom,Superior King Room,3,August 2020,Couple," The hotel itself is very elegant and tastefully decorated. The room was lovely and the bed very comfortable. Central location. Breakfast is good. Quite a bit of variety. Lovely hot chocolate. You can requests amongst other things, balloons and Prosecco for the room upon arrival which is nice for b day surprises etc.",7.0,Lovely hotel great location. Front desk staff lacking though,1,comfort,0
129,United Kingdom,Superior King Room,3,August 2020,Couple," The hotel itself is very elegant and tastefully decorated. The room was lovely and the bed very comfortable. Central location. Breakfast is good. Quite a bit of variety. Lovely hot chocolate. You can requests amongst other things, balloons and Prosecco for the room upon arrival which is nice for b day surprises etc.",7.0,Lovely hotel great location. Front desk staff lacking though,1,location,0
130,United Kingdom,Superior King Room,3,August 2020,Couple," The hotel itself is very elegant and tastefully decorated. The room was lovely and the bed very comfortable. Central location. Breakfast is good. Quite a bit of variety. Lovely hot chocolate. You can requests amongst other things, balloons and Prosecco for the room upon arrival which is nice for b day surprises etc.",7.0,Lovely hotel great location. Front desk staff lacking though,1,food/drink,0
131,United Kingdom,Superior King Room with Iconic View,3,August 2020,Couple," Good location, opposite train station and near restaurants but about 20 min walk to main square with bars. Very clean, modern and comfortable. Definitely would recommend!",9.2,Wonderful,1,location,1
132,United Kingdom,Superior King Room with Iconic View,3,August 2020,Couple," Good location, opposite train station and near restaurants but about 20 min walk to main square with bars. Very clean, modern and comfortable. Definitely would recommend!",9.2,Wonderful,1,restaurant,1
133,United Kingdom,Superior King Room with Iconic View,3,August 2020,Couple," Good location, opposite train station and near restaurants but about 20 min walk to main square with bars. Very clean, modern and comfortable. Definitely would recommend!",9.2,Wonderful,1,dirty,1
134,United Kingdom,Superior King Room with Iconic View,3,August 2020,Couple," Good location, opposite train station and near restaurants but about 20 min walk to main square with bars. Very clean, modern and comfortable. Definitely would recommend!",9.2,Wonderful,1,comfort,1
135,Belgium,Superior King Room,1,August 2020,Family, Comfort and location,8.0,Very Good,1,comfort,1
136,Belgium,Superior King Room,1,August 2020,Family, Comfort and location,8.0,Very Good,1,location,1
137,United Kingdom,Superior King Room,4,August 2020,Group, Staff,7.0,Good,1,staff,1
138,United Kingdom,Superior Twin Room,3,August 2020,Group, Brilliant location lovely food and friendly staff,7.0,Good,1,location,1
139,United Kingdom,Superior Twin Room,3,August 2020,Group, Brilliant location lovely food and friendly staff,7.0,Good,1,food/drink,1
140,United Kingdom,Superior Twin Room,3,August 2020,Group, Brilliant location lovely food and friendly staff,7.0,Good,1,staff,1
