,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
17,Ireland,Junior Suite,2,October 2020,Couple, Beautiful area to be located in and staff were so friendly and accommodating!.,10.0,Exceptional,1,staff,1
18,United Kingdom,Superior Queen Room,3,October 2020,Couple," On arrival to the hotel we were greeted with friendly staff who went above and beyond to ensure we were happy and had everything we needed. They provided us with a map of amsterdam whilst letting us know the closest tram routes into central. Throughout our stay the staff were pleasant, helpful and were more than happy to help us with any issues. Room service was nice however options are limited which is the only drawback. Everything else was perfect and I would definitely stay here again when visiting amsterdam.",10.0,Exceptional stay,1,staff,1
19,United Kingdom,Superior Queen Room,3,October 2020,Couple," On arrival to the hotel we were greeted with friendly staff who went above and beyond to ensure we were happy and had everything we needed. They provided us with a map of amsterdam whilst letting us know the closest tram routes into central. Throughout our stay the staff were pleasant, helpful and were more than happy to help us with any issues. Room service was nice however options are limited which is the only drawback. Everything else was perfect and I would definitely stay here again when visiting amsterdam.",10.0,Exceptional stay,1,location,1
20,United Kingdom,Superior Queen Room,3,October 2020,Couple," On arrival to the hotel we were greeted with friendly staff who went above and beyond to ensure we were happy and had everything we needed. They provided us with a map of amsterdam whilst letting us know the closest tram routes into central. Throughout our stay the staff were pleasant, helpful and were more than happy to help us with any issues. Room service was nice however options are limited which is the only drawback. Everything else was perfect and I would definitely stay here again when visiting amsterdam.",10.0,Exceptional stay,1,noisiness,1
21,Luxembourg,Deluxe King Room,2,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",8.0,A little nest,1,covid,1
22,Luxembourg,Deluxe King Room,2,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",8.0,A little nest,1,location,1
23,Luxembourg,Deluxe King Room,2,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",8.0,A little nest,1,comfort,1
24,Luxembourg,Deluxe King Room,2,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",8.0,A little nest,1,bed,1
25,Luxembourg,Deluxe King Room,2,August 2020,Couple," The room was very cosy and all the measures relating to covid were in place without it being too excessive. I really appreciated the comfort of the bed and cushions and we enjoyed a varied and good quality breakfast. Located next to vonderlpark, the location of the hotel is perfect.",8.0,A little nest,1,food/drink,1
26,Luxembourg,Deluxe King Room,1,October 2020,Couple," Hotel was clean and the room is enough big for 2 people.
Everything was clean an the shower is excellent.
You can leave your car just in front of the hotel and pay, or leave your car at olympia stadion (20min walk).",8.0,Good geographique situation,1,dirty,1
27,Luxembourg,Deluxe King Room,1,October 2020,Couple," Hotel was clean and the room is enough big for 2 people.
Everything was clean an the shower is excellent.
You can leave your car just in front of the hotel and pay, or leave your car at olympia stadion (20min walk).",8.0,Good geographique situation,1,bathroom,1
28,Luxembourg,Deluxe King Room,1,October 2020,Couple," Hotel was clean and the room is enough big for 2 people.
Everything was clean an the shower is excellent.
You can leave your car just in front of the hotel and pay, or leave your car at olympia stadion (20min walk).",8.0,Good geographique situation,1,parking,1
29,Luxembourg,Deluxe King Room,1,October 2020,Couple," Hotel was clean and the room is enough big for 2 people.
Everything was clean an the shower is excellent.
You can leave your car just in front of the hotel and pay, or leave your car at olympia stadion (20min walk).",8.0,Good geographique situation,1,price,1
30,United Kingdom,Superior Queen Room,3,September 2020,Couple," Friendly staff, lovely room and very clean.",10.0,Lovely hotel,1,staff,1
31,United Kingdom,Superior Queen Room,3,September 2020,Couple," Friendly staff, lovely room and very clean.",10.0,Lovely hotel,1,dirty,1
32,Ireland,Superior Queen Room,1,September 2020,Solo traveler, Rooms are very modern and comfortable,10.0,Exceptional,1,comfort,1
33,Ireland,Junior Suite,2,August 2020,Couple, The modern take on a classic building.,10.0,Exceptional,1,comfort,1
34,Belgium,Deluxe King Room,3,August 2020,Family, very comfortable and big room,9.0,excellent stay,1,comfort,0
35,Italy,Deluxe Twin Room,1,September 2020,Solo traveler," The hotel, the location, the staff all was perfect. Nice rooms not big but everything needed, the staff was super helpful. Set in a beautiful surroundings. Perfect!",10.0,Loved it,1,location,1
36,Italy,Deluxe Twin Room,1,September 2020,Solo traveler," The hotel, the location, the staff all was perfect. Nice rooms not big but everything needed, the staff was super helpful. Set in a beautiful surroundings. Perfect!",10.0,Loved it,1,staff,1
37,Ireland,Deluxe Twin Room,3,August 2020,Family, We stayed in the Junior Suite. Excellent room with spacious balcony overlooking a quiet and upmarket residential road. Staff were very helpful and accommodating. They provided a cot for our baby. Close to a side entrance of Vondelpark. Bathroom had a large bath tub and a large shower. Would stay again and recommend.,10.0,Excellent quality and service. Great value. Exceeded expectations.,1,noisiness,1
38,Ireland,Deluxe Twin Room,3,August 2020,Family, We stayed in the Junior Suite. Excellent room with spacious balcony overlooking a quiet and upmarket residential road. Staff were very helpful and accommodating. They provided a cot for our baby. Close to a side entrance of Vondelpark. Bathroom had a large bath tub and a large shower. Would stay again and recommend.,10.0,Excellent quality and service. Great value. Exceeded expectations.,1,staff,1
39,Ireland,Deluxe Twin Room,3,August 2020,Family, We stayed in the Junior Suite. Excellent room with spacious balcony overlooking a quiet and upmarket residential road. Staff were very helpful and accommodating. They provided a cot for our baby. Close to a side entrance of Vondelpark. Bathroom had a large bath tub and a large shower. Would stay again and recommend.,10.0,Excellent quality and service. Great value. Exceeded expectations.,1,bathroom,1
40,Netherlands,Superior Queen Room with Garden View,1,September 2020,Group, Great service! Very friendly! Especially mister Tomasz!,9.0,We will stay again in this hotel!,1,staff,1
41,United Kingdom,Superior Queen Room,1,September 2020,Couple, The location near Vondelpark was ace —very green and quiet!,8.0,Very Good,1,location,1
42,United Kingdom,Superior Queen Room,1,September 2020,Couple, The location near Vondelpark was ace —very green and quiet!,8.0,Very Good,1,noisiness,1
43,Turkey,Deluxe King Room,2,August 2020,Couple," From the moment we entered the hotel we were welcomed warmly, our room was spotless.  Room design and facilities were amazing. I especially loved the remote control panel of the whole room. Also if we knew how amazing the restaurant downstairs was, we would have had a table reserved. %100 would stay again.",9.0,Amazing stay,1,location,1
44,Turkey,Deluxe King Room,2,August 2020,Couple," From the moment we entered the hotel we were welcomed warmly, our room was spotless.  Room design and facilities were amazing. I especially loved the remote control panel of the whole room. Also if we knew how amazing the restaurant downstairs was, we would have had a table reserved. %100 would stay again.",9.0,Amazing stay,1,restaurant,1
45,Turkey,Deluxe King Room,2,August 2020,Couple," From the moment we entered the hotel we were welcomed warmly, our room was spotless.  Room design and facilities were amazing. I especially loved the remote control panel of the whole room. Also if we knew how amazing the restaurant downstairs was, we would have had a table reserved. %100 would stay again.",9.0,Amazing stay,1,bathroom,1
46,Austria,Superior Queen Room,2,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",10.0,Perfect home base,1,staff,1
47,Austria,Superior Queen Room,2,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",10.0,Perfect home base,1,location,1
48,Austria,Superior Queen Room,2,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",10.0,Perfect home base,1,restaurant,1
49,Austria,Superior Queen Room,2,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",10.0,Perfect home base,1,food/drink,1
50,Austria,Superior Queen Room,2,August 2020,Couple," We enjoyed our time here. Everyone were smiling, polite and willing to help. A big appreciation for the early check in, so we could leave our bags and refreshen up before our exploration of the beautiful city of Amsterdam and also loved after check out we could leave our bags at the reception, so we could hang out more in the surroundings before our departure. The surrounding has everything what you need, a grocery market nearby, beautiful restaurants and the biggest plus is that the tram station is nearby which tram nr. 2 takes you throughout the hottest spots in the city. And also loved the park/oasis at the hotel where you can enjoy your drink and smoke in peace. Would definitely recommend and would definitely stay here again.",10.0,Perfect home base,1,dirty,1
51,United Kingdom,Junior Suite,2,August 2020,Family," So friendly, kind and helpful.  Made my twin 13 year olds feel welcome, even to sleep on the chairs in the bar.",10.0,Very enjoyable.  Excellent location and very quiet.,1,staff,1
52,United Kingdom,Junior Suite,2,August 2020,Family," So friendly, kind and helpful.  Made my twin 13 year olds feel welcome, even to sleep on the chairs in the bar.",10.0,Very enjoyable.  Excellent location and very quiet.,1,bed,1
53,United Kingdom,Junior Suite,2,August 2020,Family," So friendly, kind and helpful.  Made my twin 13 year olds feel welcome, even to sleep on the chairs in the bar.",10.0,Very enjoyable.  Excellent location and very quiet.,1,restaurant,1
54,United Kingdom,Superior Queen Room,2,July 2020,Couple," good room size, the bed was very comfortable, and the hotel staff were lovely.",8.0,Very Good,1,bed,1
55,United Kingdom,Superior Queen Room,2,July 2020,Couple," good room size, the bed was very comfortable, and the hotel staff were lovely.",8.0,Very Good,1,comfort,1
56,United Kingdom,Superior Queen Room,2,July 2020,Couple," good room size, the bed was very comfortable, and the hotel staff were lovely.",8.0,Very Good,1,staff,1
57,Italy,Deluxe King Room with Garden View,4,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms,9.0,4 days in Amsterdam,1,location,0
58,Italy,Deluxe King Room with Garden View,4,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms,9.0,4 days in Amsterdam,1,restaurant,0
59,Italy,Deluxe King Room with Garden View,4,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms,9.0,4 days in Amsterdam,1,food/drink,0
60,Italy,Deluxe King Room with Garden View,4,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms,9.0,4 days in Amsterdam,1,staff,0
61,Italy,Deluxe King Room with Garden View,4,August 2020,Couple, Pretty nice stylish boutique hotel with strategic position. Perfect connection with the center and the airport by public transports.Taxi to schipol Airport costs around 30 euro. Gorgeous inner restaurant. Excellent international breakfast. Restaurants and cafes in walking distance. Helpful staff. Small but comfy rooms,9.0,4 days in Amsterdam,1,comfort,0
62,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,dirty,1
63,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,comfort,1
64,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,temperature,1
65,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,bed,1
66,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,bathroom,1
67,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,food/drink,1
68,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,staff,1
69,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,location,1
70,Netherlands,Superior Queen Room,1,August 2020,Couple," We found the room very new, clean and equipped with the comforts of modern technology with a panel that controlled the lighting, air con etc.  The bed was comfortable, and the water pressure in the shower was excellent, and the coffee machine was a nice extra. I  also want to add that all the staff were excellent and very helpful.  The location in front of the Vondel Park we also loved, and enjoyed walking through it towards the museum instead of the streets, however the area around the hotel was so beautiful and had some very nice selections of local restaurants to choose from, so it was also nice to eat close to home.  We didn't eat at the hotel but noticed it was very popular, including the modern little bar. I would stay here again.",9.0,"New, clean, beautiful location",1,restaurant,1
71,New Zealand,Superior Queen Room,2,August 2020,Couple," The room was better than expected. Bed and shower are very good. Breakfast was great (coffee is the only let down) 
Would highly recommend!",10.0,Loved it,1,bed,0
72,New Zealand,Superior Queen Room,2,August 2020,Couple," The room was better than expected. Bed and shower are very good. Breakfast was great (coffee is the only let down) 
Would highly recommend!",10.0,Loved it,1,bathroom,0
73,New Zealand,Superior Queen Room,2,August 2020,Couple," The room was better than expected. Bed and shower are very good. Breakfast was great (coffee is the only let down) 
Would highly recommend!",10.0,Loved it,1,food/drink,0
74,Germany,Superior Queen Room,2,August 2020,Group," Very good location 
Friendly staff",8.0,Perfect location,1,location,1
75,Germany,Superior Queen Room,2,August 2020,Group," Very good location 
Friendly staff",8.0,Perfect location,1,staff,1
76,United Kingdom,Superior Queen Room with Garden View,2,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.",8.0,Very Good,1,staff,0
77,United Kingdom,Superior Queen Room with Garden View,2,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.",8.0,Very Good,1,dirty,0
78,United Kingdom,Superior Queen Room with Garden View,2,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.",8.0,Very Good,1,bed,0
79,United Kingdom,Superior Queen Room with Garden View,2,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.",8.0,Very Good,1,comfort,0
80,United Kingdom,Superior Queen Room with Garden View,2,July 2020,Couple," The staff were very friendly. Hotel was clean and bed was super comfy.
Lovely shower and toiletries.",8.0,Very Good,1,bathroom,0
81,Belgium,Deluxe Twin Room,1,July 2020,Group, Nice bed and shower. Great location.,10.0,Perfect location outside of the tourist buzz,1,bed,1
82,Belgium,Deluxe Twin Room,1,July 2020,Group, Nice bed and shower. Great location.,10.0,Perfect location outside of the tourist buzz,1,bathroom,1
83,Belgium,Deluxe Twin Room,1,July 2020,Group, Nice bed and shower. Great location.,10.0,Perfect location outside of the tourist buzz,1,location,1
84,Singapore,Twin Studio,3,July 2020,Family, excellent location,8.0,great location and excellent facilities,1,location,1
85,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,noisiness,1
86,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,tv,1
87,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,comfort,1
88,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,bed,1
89,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,location,1
90,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,parking,1
91,Germany,Deluxe King Room,2,July 2020,Couple," - Very quiet room
- big TV
- great large and comfy bed
- very beautiful location
- easy parking in the streets
- great service",9.0,A little heaven in cosy Amsterdam part,1,staff,1
92,Romania,Deluxe King Room,3,July 2020,Solo traveler, Great location,10.0,Exceptional,1,location,1
93,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,noisiness,1
94,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,location,1
95,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,comfort,1
96,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,restaurant,1
97,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,staff,1
98,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,bed,1
99,Luxembourg,Deluxe King Room,3,March 2020,Group," Beautiful, calm, and convenient location next to Vondelpark. Nice cozy bar to hang out in. Overall very nice service. Liked the decor style and the bed was super comfortable. Also liked having Nespresso machine in room. Great bathroom too. Loved the linens on the bed - natural fibers, good quality.",8.0,"Cozy, friendly, hip, and convenient",1,bathroom,1
100,Australia,Superior Queen Room,2,March 2020,Solo traveler," Breakfast was very good, once the eggs that were help up before of lively discussions among staff were actually delivered, rather than be held up in the hands of one of the staff. Perhaps guests need a greater priority than the lights.",8.0,Worth a repeat.,1,food/drink,1
101,Australia,Superior Queen Room,2,March 2020,Solo traveler," Breakfast was very good, once the eggs that were help up before of lively discussions among staff were actually delivered, rather than be held up in the hands of one of the staff. Perhaps guests need a greater priority than the lights.",8.0,Worth a repeat.,1,staff,1
102,Australia,Superior Queen Room,2,March 2020,Solo traveler," Breakfast was very good, once the eggs that were help up before of lively discussions among staff were actually delivered, rather than be held up in the hands of one of the staff. Perhaps guests need a greater priority than the lights.",8.0,Worth a repeat.,1,location,1
103,United Kingdom,Deluxe King Room with Garden View,2,March 2020,Couple, Fantastic location! Quiet and just a walking distance from center.,9.0,Hope to come to stay again!,1,location,0
104,United Kingdom,Deluxe King Room with Garden View,2,March 2020,Couple, Fantastic location! Quiet and just a walking distance from center.,9.0,Hope to come to stay again!,1,noisiness,0
