Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
United Kingdom,Superior Queen Room,1,December 2020,Solo traveler," Room was larger and more comfortable than I had envisaged, the parking at the hotel was cheaper than I had expected and the breakfast was included in an already very competitive price",9.0,Above my expectation,1,parking,1
United Kingdom,Superior Queen Room,1,December 2020,Solo traveler," Room was larger and more comfortable than I had envisaged, the parking at the hotel was cheaper than I had expected and the breakfast was included in an already very competitive price",9.0,Above my expectation,1,price,1
United Kingdom,Superior Queen Room,1,December 2020,Solo traveler," Room was larger and more comfortable than I had envisaged, the parking at the hotel was cheaper than I had expected and the breakfast was included in an already very competitive price",9.0,Above my expectation,1,food/drink,1
New Zealand,Executive Double Room,1,December 2020,Couple, Excellent breakfast delivered to room . Location was perfect lots of restaurants near by will definitely stay again on our next visit to London.,10.0,Excellent staff on front desk early check was much appreciated after a long flight .,1,food/drink,1
New Zealand,Executive Double Room,1,December 2020,Couple, Excellent breakfast delivered to room . Location was perfect lots of restaurants near by will definitely stay again on our next visit to London.,10.0,Excellent staff on front desk early check was much appreciated after a long flight .,1,location,1
New Zealand,Executive Double Room,1,December 2020,Couple, Excellent breakfast delivered to room . Location was perfect lots of restaurants near by will definitely stay again on our next visit to London.,10.0,Excellent staff on front desk early check was much appreciated after a long flight .,1,restaurant,1
United Kingdom,One Bedroom Apartment,1,September 2020,Couple," Another great stay, still our location of choice for overnights in London :-)",10.0,"Great location, perfect stay!",1,location,1
United Kingdom,Superior Queen Room,1,December 2020,Couple," Location ,breakfast excellent it was our mini moon as we got married and didn't want to travel we were given complimentary champagne it was a lovely touch",9.0,Excellent,1,location,1
United Kingdom,Superior Queen Room,1,December 2020,Couple," Location ,breakfast excellent it was our mini moon as we got married and didn't want to travel we were given complimentary champagne it was a lovely touch",9.0,Excellent,1,food/drink,1
United Kingdom,Superior Queen Room,1,December 2020,Couple," Location ,breakfast excellent it was our mini moon as we got married and didn't want to travel we were given complimentary champagne it was a lovely touch",9.0,Excellent,1,price,1
Australia,Superior Double Room,7,November 2020,Solo traveler," Fantastic hotel, staff were brilliant and friendly, always so willing to help.  This will definitely be the hotel of choice any time I am London again.",10.0,Really enjoyable,1,staff,0
United Kingdom,Executive Studio,3,November 2020,Solo traveler," Great stay, excellent staff. Planning to return again next week.",9.0,"Great stay, excellent staff. Planning to return again next week.",1,staff,1
United Kingdom,Executive King Room with Sofa Bed,2,November 2020,Family," Great location, room spacious and clean",8.0,Very Good,1,location,1
United Kingdom,Executive King Room with Sofa Bed,2,November 2020,Family," Great location, room spacious and clean",8.0,Very Good,1,dirty,1
United Kingdom,Superior Double Room,3,November 2020,Solo traveler," The room was a good size, clean and well furnished, with great desk space to work from. The hotel staff who are currently working in an exceptionally difficult time during a second lock down in London provided great customer service.",8.0,Very Good,1,dirty,1
United Kingdom,Superior Double Room,3,November 2020,Solo traveler," The room was a good size, clean and well furnished, with great desk space to work from. The hotel staff who are currently working in an exceptionally difficult time during a second lock down in London provided great customer service.",8.0,Very Good,1,staff,1
Latvia,Executive Studio (3 Adults),3,October 2020,Family, Best staff and comfort a traveler can expect.,10.0,Exceptional,1,staff,1
Latvia,Executive Studio (3 Adults),3,October 2020,Family, Best staff and comfort a traveler can expect.,10.0,Exceptional,1,comfort,1
United Kingdom,Superior Twin Room,1,August 2020,Solo traveler," Well located, clean and tidy place. Courteous staff, couldn’t ask for more",8.0,Pleasant Stay,1,location,1
United Kingdom,Superior Twin Room,1,August 2020,Solo traveler," Well located, clean and tidy place. Courteous staff, couldn’t ask for more",8.0,Pleasant Stay,1,dirty,1
United Kingdom,Superior Twin Room,1,August 2020,Solo traveler," Well located, clean and tidy place. Courteous staff, couldn’t ask for more",8.0,Pleasant Stay,1,staff,1
United Kingdom,Executive Twin Room,4,October 2020,Solo traveler, The room was spacious and clean and the hotel location is excellent,9.0,A very enjoyable stay and I look forward to my next visit,1,dirty,1
United Kingdom,Executive Twin Room,4,October 2020,Solo traveler, The room was spacious and clean and the hotel location is excellent,9.0,A very enjoyable stay and I look forward to my next visit,1,location,0
United Kingdom,Executive Studio (3 Adults),1,November 2020,Family, We arrived with a car with a broken window due to a theft. The staff both at night and during the day did everything they could to help us including taping up the window so we could get home. Their kindness was beyond all expectations.,10.0,Could not help us more,1,parking,0
United Kingdom,Executive Studio (3 Adults),1,November 2020,Family, We arrived with a car with a broken window due to a theft. The staff both at night and during the day did everything they could to help us including taping up the window so we could get home. Their kindness was beyond all expectations.,10.0,Could not help us more,1,staff,0
United Kingdom,Executive King Room with Sofa Bed,2,November 2020,Group, Staff made us feel very welcome. Lovely ballons Prosecco and cake to help celebrate my birthday . Had a lovely time will definitely be back,10.0,Birthday trip,1,staff,1
United Kingdom,Executive Studio,2,October 2020,Family," Staff were really friendly, breakfast was very good",9.0,"It was a great stay, my kids loved it",1,staff,1
United Kingdom,Executive Studio,2,October 2020,Family," Staff were really friendly, breakfast was very good",9.0,"It was a great stay, my kids loved it",1,food/drink,0
United Kingdom,One Bedroom Apartment,2,October 2020,Couple," Great location, very nice and polite staff, comfortable beds, great view of London eye from the room.",8.0,Very Good,1,location,0
United Kingdom,One Bedroom Apartment,2,October 2020,Couple," Great location, very nice and polite staff, comfortable beds, great view of London eye from the room.",8.0,Very Good,1,staff,0
United Kingdom,One Bedroom Apartment,2,October 2020,Couple," Great location, very nice and polite staff, comfortable beds, great view of London eye from the room.",8.0,Very Good,1,comfort,0
United Kingdom,One Bedroom Apartment,2,October 2020,Couple," Great location, very nice and polite staff, comfortable beds, great view of London eye from the room.",8.0,Very Good,1,bed,1
United Kingdom,Superior Double Room,2,October 2020,Family," Definitely recommend! Everything was in order, Covid secure environment. Will definitely use again on our next visit to London",10.0,Exceptional,1,covid,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,staff,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,comfort,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,bed,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,bathroom,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,tv,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,internet,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,noisiness,1
United Kingdom,Executive Studio,1,October 2020,Family, Friendly and welcoming. Spacious room. Very comfy bed. Nice shower and toiletries. Powerful hairdryer. Good choice of television channels. Quiet in the evening. Very clean.,9.0,Favourite hotel to stay at in London,1,dirty,0
United Kingdom,One Bedroom Apartment,2,October 2020,Couple, The amazing view from our apartment,10.0,"Lovely place to stay, very good location",1,location,1
United Kingdom,Executive Studio,1,October 2020,Family," Room was good, the lobby, restaurant, bar were lovely. A really nice chilled atmosphere.",9.0,Wonderful,1,restaurant,1
United Kingdom,Executive Studio (3 Adults),1,October 2020,Solo traveler," Aside from the flat being a little chilly, it was very well appointed; comfortable beds, very nice space to relax in, two toilets, kitchen facilities and plenty of natural light.",9.0,Great value stay in London,1,comfort,1
United Kingdom,Executive Studio (3 Adults),1,October 2020,Solo traveler," Aside from the flat being a little chilly, it was very well appointed; comfortable beds, very nice space to relax in, two toilets, kitchen facilities and plenty of natural light.",9.0,Great value stay in London,1,bed,1
United Kingdom,Executive Studio (3 Adults),1,October 2020,Solo traveler," Aside from the flat being a little chilly, it was very well appointed; comfortable beds, very nice space to relax in, two toilets, kitchen facilities and plenty of natural light.",9.0,Great value stay in London,1,bathroom,0
Italy,Superior Double Room,1,October 2020,Couple," Nice room, nice services, nice staff, nice everything",10.0,Fantastic,1,staff,0
United Kingdom,Executive Studio,1,October 2020,Family, Staff were extremely friendly and helpful. Lovely breakfast.,10.0,Lovely central location,1,staff,0
United Kingdom,Executive Studio,1,October 2020,Family, Staff were extremely friendly and helpful. Lovely breakfast.,10.0,Lovely central location,1,food/drink,1
United Kingdom,Executive Studio,1,October 2020,Family," Appreciated the surprise cake and tea offered for my Mum's birthday, nice presentation. The bath was an added bonus. Late check out. Breakfast was lovely.",8.0,Very Good,1,food/drink,1
United Kingdom,Executive Studio,1,October 2020,Family," Appreciated the surprise cake and tea offered for my Mum's birthday, nice presentation. The bath was an added bonus. Late check out. Breakfast was lovely.",8.0,Very Good,1,bathroom,1
United Kingdom,Executive King Room with Sofa Bed,1,October 2020,Family," Great location, lovely staff. Clean and fresh.",8.0,Very Good,1,location,1
United Kingdom,Executive King Room with Sofa Bed,1,October 2020,Family," Great location, lovely staff. Clean and fresh.",8.0,Very Good,1,staff,1
United Kingdom,Executive King Room with Sofa Bed,1,October 2020,Family," Great location, lovely staff. Clean and fresh.",8.0,Very Good,1,dirty,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,staff,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,price,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,noisiness,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,covid,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,restaurant,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,location,1
United Kingdom,Executive Studio,1,October 2020,Family," It was my son's bday and the staff left cakes and balloons in the room, a lovely gesture that made his weekend - so very kind of the front of house staff to organise this. I too was upgraded for a discounted rate. It's a shame London is fairly quiet during Covid but it's a good time now to sightsee, shop etc - as it's a bit calmer.  Loads of shops and places to eat only mins from hotel. You're kind of 10 mins in a cab from everywhere - covent garden etc. Defo recommend this hotel, we will be back 100%. The parking too was a great addition also, so not carrying of bags across London. The staff are a credit to the hotel, and it was always cleaned and the staff ensured those staying adhered to rules (i.e. masks). Great hotel!!! Great Staff!! Great Location!!",10.0,Staff are awesome! Just a great spacious hotel! Very clean! Great location!,1,parking,0
Romania,Executive King Room with Sofa Bed,2,October 2020,Family, The staff was excellent.,10.0,Best London experience,1,staff,1
United Kingdom,Superior Double Room,1,October 2020,Solo traveler," Stylish but not precious about it. Staff welcome good and made the stay safe and as near normal as you can get at the moment. Nice size room, good bathroom. Would definitely stay here again",8.0,Very Good,1,staff,1
United Kingdom,Superior Double Room,1,October 2020,Solo traveler," Stylish but not precious about it. Staff welcome good and made the stay safe and as near normal as you can get at the moment. Nice size room, good bathroom. Would definitely stay here again",8.0,Very Good,1,location,1
United Kingdom,Superior Double Room,1,October 2020,Solo traveler," Stylish but not precious about it. Staff welcome good and made the stay safe and as near normal as you can get at the moment. Nice size room, good bathroom. Would definitely stay here again",8.0,Very Good,1,bathroom,1
United Kingdom,Superior Double Room,1,October 2020,Solo traveler, Convenient location. Staff are always very welcoming and go the extra mile.,8.0,Very Good,1,location,1
United Kingdom,Superior Double Room,1,October 2020,Solo traveler, Convenient location. Staff are always very welcoming and go the extra mile.,8.0,Very Good,1,staff,1
United Kingdom,Superior Twin Room,2,October 2020,Group, Great customer service and attentive staff.     Location was fab.   Tube station a short walk or easy walk to Buckingham palace.,9.0,Wonderful,1,staff,1
United Kingdom,Superior Twin Room,2,October 2020,Group, Great customer service and attentive staff.     Location was fab.   Tube station a short walk or easy walk to Buckingham palace.,9.0,Wonderful,1,location,0
United Kingdom,One Bedroom Apartment,1,October 2020,Couple, Value for money.,8.0,Lovely place. Great value.,1,price,1
United Kingdom,Superior Queen Room,1,October 2020,Solo traveler," The team are always extremley friendly and helpful. The covid precautions are good and are respcted by the team (unlike other places I have satyed at recently). The breakfast is always frehly prepared and tasting, although a greater choice of cooked food would be appreacited :)",10.0,Exceptional,1,staff,1
United Kingdom,Superior Queen Room,1,October 2020,Solo traveler," The team are always extremley friendly and helpful. The covid precautions are good and are respcted by the team (unlike other places I have satyed at recently). The breakfast is always frehly prepared and tasting, although a greater choice of cooked food would be appreacited :)",10.0,Exceptional,1,covid,1
United Kingdom,Superior Queen Room,1,October 2020,Solo traveler," The team are always extremley friendly and helpful. The covid precautions are good and are respcted by the team (unlike other places I have satyed at recently). The breakfast is always frehly prepared and tasting, although a greater choice of cooked food would be appreacited :)",10.0,Exceptional,1,location,1
United Kingdom,Superior Queen Room,1,October 2020,Solo traveler," The team are always extremley friendly and helpful. The covid precautions are good and are respcted by the team (unlike other places I have satyed at recently). The breakfast is always frehly prepared and tasting, although a greater choice of cooked food would be appreacited :)",10.0,Exceptional,1,food/drink,1
United Kingdom,Executive King Room with Sofa Bed,2,October 2020,Family," The lady in the reception is very warm and welcoming. She even upgraded our room.
Breakfast was ok given the COVID situation",10.0,Exceptional,1,staff,1
United Kingdom,Executive King Room with Sofa Bed,2,October 2020,Family," The lady in the reception is very warm and welcoming. She even upgraded our room.
Breakfast was ok given the COVID situation",10.0,Exceptional,1,food/drink,1
United Kingdom,Executive King Room with Sofa Bed,2,October 2020,Family," The lady in the reception is very warm and welcoming. She even upgraded our room.
Breakfast was ok given the COVID situation",10.0,Exceptional,1,covid,0
United Kingdom,Superior Queen Room,2,October 2020,Solo traveler, Excellent customer service with the few problems I had.,9.0,Wonderful,1,staff,0
United Kingdom,Executive Studio (3 Adults),1,October 2020,Group, Fantastic stay in executive studio. So spacious and well equipped. It even had a roof terrace with fab London views. We were told the wrong Saturday breakfast times however they bought this to the room without any issues. The restaurant Tozi was also great with excellent Italian tapas. We will definitely return particularly as the studio was such great value.,8.0,Great stay,1,location,0
United Kingdom,Executive Studio (3 Adults),1,October 2020,Group, Fantastic stay in executive studio. So spacious and well equipped. It even had a roof terrace with fab London views. We were told the wrong Saturday breakfast times however they bought this to the room without any issues. The restaurant Tozi was also great with excellent Italian tapas. We will definitely return particularly as the studio was such great value.,8.0,Great stay,1,food/drink,0
United Kingdom,Executive Studio (3 Adults),1,October 2020,Group, Fantastic stay in executive studio. So spacious and well equipped. It even had a roof terrace with fab London views. We were told the wrong Saturday breakfast times however they bought this to the room without any issues. The restaurant Tozi was also great with excellent Italian tapas. We will definitely return particularly as the studio was such great value.,8.0,Great stay,1,restaurant,0
United Kingdom,Executive Studio (3 Adults),1,October 2020,Group, Fantastic stay in executive studio. So spacious and well equipped. It even had a roof terrace with fab London views. We were told the wrong Saturday breakfast times however they bought this to the room without any issues. The restaurant Tozi was also great with excellent Italian tapas. We will definitely return particularly as the studio was such great value.,8.0,Great stay,1,price,1
United Kingdom,Executive King Room with Sofa Bed,3,September 2020,Couple," This place was amazing! Loved my stay here and nothing was too much for the staff, as times are tough during the pandemic! I had to extend my stay in London and this was no problem as I was able to stay in the same room!
Ana Marie the receptionist was soooo friendly.... felt like I’d known her for years! And don’t worry I will get you a Northern Irish boyfriend! Will be no bother at all! Thanks for all your help when I was in London especially when I was by myself! 🙂",10.0,Best stay in London!!!,1,location,1
United Kingdom,Executive King Room with Sofa Bed,3,September 2020,Couple," This place was amazing! Loved my stay here and nothing was too much for the staff, as times are tough during the pandemic! I had to extend my stay in London and this was no problem as I was able to stay in the same room!
Ana Marie the receptionist was soooo friendly.... felt like I’d known her for years! And don’t worry I will get you a Northern Irish boyfriend! Will be no bother at all! Thanks for all your help when I was in London especially when I was by myself! 🙂",10.0,Best stay in London!!!,1,staff,1
United Kingdom,Executive King Room with Sofa Bed,3,September 2020,Couple," This place was amazing! Loved my stay here and nothing was too much for the staff, as times are tough during the pandemic! I had to extend my stay in London and this was no problem as I was able to stay in the same room!
Ana Marie the receptionist was soooo friendly.... felt like I’d known her for years! And don’t worry I will get you a Northern Irish boyfriend! Will be no bother at all! Thanks for all your help when I was in London especially when I was by myself! 🙂",10.0,Best stay in London!!!,1,covid,0
Qatar,Executive Double Room,14,October 2020,Solo traveler," I loved the service from the reception, to housekeeping, to dining room staff, to the Operations Manager and last but not the least The General Manager who was always on the floor assisting the guest as well as her staff and setting an excellent example.
With all the obstacles the staff faced during this pandemic, they made sure I was extremely comfortable and happy at every turn.
I  must honestly say that they didn't leave a single stone unturned to make my stay a memorable one as well as to confirm my return.",10.0,I booked this hotel by accident but will always come back when I am in London.,1,staff,0
Qatar,Executive Double Room,14,October 2020,Solo traveler," I loved the service from the reception, to housekeeping, to dining room staff, to the Operations Manager and last but not the least The General Manager who was always on the floor assisting the guest as well as her staff and setting an excellent example.
With all the obstacles the staff faced during this pandemic, they made sure I was extremely comfortable and happy at every turn.
I  must honestly say that they didn't leave a single stone unturned to make my stay a memorable one as well as to confirm my return.",10.0,I booked this hotel by accident but will always come back when I am in London.,1,restaurant,0
Qatar,Executive Double Room,14,October 2020,Solo traveler," I loved the service from the reception, to housekeeping, to dining room staff, to the Operations Manager and last but not the least The General Manager who was always on the floor assisting the guest as well as her staff and setting an excellent example.
With all the obstacles the staff faced during this pandemic, they made sure I was extremely comfortable and happy at every turn.
I  must honestly say that they didn't leave a single stone unturned to make my stay a memorable one as well as to confirm my return.",10.0,I booked this hotel by accident but will always come back when I am in London.,1,covid,0
Qatar,Executive Double Room,14,October 2020,Solo traveler," I loved the service from the reception, to housekeeping, to dining room staff, to the Operations Manager and last but not the least The General Manager who was always on the floor assisting the guest as well as her staff and setting an excellent example.
With all the obstacles the staff faced during this pandemic, they made sure I was extremely comfortable and happy at every turn.
I  must honestly say that they didn't leave a single stone unturned to make my stay a memorable one as well as to confirm my return.",10.0,I booked this hotel by accident but will always come back when I am in London.,1,comfort,1
United Kingdom,Executive King Room with Sofa Bed,3,October 2020,Family," All of the staff were extremely friendly and helpful, will be staying again",10.0,Exceptional,1,staff,1
