,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
27,United Kingdom,Superior Room with Hill View,1 night ,November 2020,Couple," Facilities were very modern
Bed was very comfy 
Bath was great
Nice touch with coffee machine in the room!
Breakfast was delicious", Disappointed that we were not told that the pool facilities were closed. We phoned up during the week to enquire and were told they were open only to arrive and be told they had been closed for weeks!,8.0,Excellent
28,United Kingdom,Superior Room,2 nights ,November 2020,Couple, Everything, Pool and gym wasn’t open,9.0,Wonderful
29,United Kingdom,Superior Room with Hill View,1 night ,November 2020,Couple, Overall stay was great,,9.0,Wonderful
30,United Kingdom,Standard Room,1 night ,November 2020,Couple, Hotel was lovely rooms were first class and slept very well. Breakfast was also very good with good choices., Loved property will definitely be back.,10,Exceptional
31,United Kingdom,Standard Room,1 night ,November 2020,Couple," the location was great for us, 5 min walk from train station.",,10,Exceptional
32,United Kingdom,Superior Room,1 night ,October 2020,Family, The location and pool,,9.0,Wonderful
33,United Kingdom,Superior Room,2 nights ,October 2020,Couple, The leisure and spa facilities were really good and the bed was really comfortable," Even though we visited during the local Scottish local lockdown, the staff were still friendly and helpful. I want to return when the world is ""back to normal"" to truly experience the hotel and Edinburgh in all its glory",9.0,Wonderful
34,United Kingdom,Superior Room with Hill View,2 nights ,November 2020,Solo traveler," Location,car park and  room  so accessible and close to tourist amenities", LEAVING,9.0,Wonderful
35,United Kingdom,Standard Room,4 nights ,November 2020,Group, Everyone was really friendly and happy to help very clean Limited facilities due to covid 19 but they worked to the best they could great location we will be back again,,10,Exceptional
36,United Kingdom,Superior Room with Hill View,2 nights ,November 2020,Couple," The location for us is perfect, we love the superior rooms.", This stay I paid a little extra for a hill view but was alittle disappointed with it. The pillows are far too soft so would really like at least one soft and one hard pillow.,10,Exceptional
37,United Kingdom,Superior Room,1 night ,October 2020,Couple," Ive stayed here a couple of times in the past. Ideally situated right on the Royal Mile
The best bed I've slept in for years.
All Covid safety measures put in place and excellent.
Staff were very friendly and helpful, during these difficult times.", Nothing,10,The best hotel in Edinburgh
38,United Kingdom,Royal Mile Suite,3 nights ,November 2020,Couple," The suite we had was amazing, I truly recommend the royal mile suite for that sexual healing - feeling  and of course the memorable wet sticky moments. The bed has no bounce so the sofa is highly recommended. Food is to die for and is very cheap to dine in with room service. My partner and I both had our own executive poo loos, although she took a fancy to mine more. Lol", I love it all,10,Exceptional
39,United Kingdom,Superior Room with Hill View,1 night ,October 2020,Family, Fantastic location in the old town and just a short walk from the railway station. Staff could not have been more helpful.,,9.0,Safety measures all in place but friendliness and attention to detail has not been compromised.
40,United Kingdom,Superior Room,2 nights ,October 2020,Couple," Clean, open spacious rooms.",,9.0,Brilliant location. So close to both the castle and palace. Nestled within the royal mile in a beautiful building. Quiet
41,United Kingdom,Superior Room,2 nights ,October 2020,Couple, Fantastic location and view from the room. They kindly upgraded our room which has a spectacular view of Arthur’s Seat.," The hotel restaurant has zero restaurant and is cold and un-inviting, so much so we couldn’t face another night dining here so ordered a take away to the hotel because of the COVID restrictions in Scotland",9.0,Fantastic hotel for a romantic mini break
42,United Kingdom,Superior Room,1 night ,October 2020,Couple, Everything!!! Very reasonable prices for room service,,10,Exceptional
43,United Kingdom,Superior Room,2 nights ,September 2020,Group, Breakfast was super.location was perfect .,,9.0,Wonderful
44,United Kingdom,Standard Room,1 night ,October 2020,Family," Room was spacious, immaculately clean with lovely modern decor. The hotel was well equipped for Covid restrictions with clearly marked signage and loads of sanitising stations. Spa and pool were great and food in Itchycoo restaurant was delicious. Staff couldn’t have been more attentive.", Tiny issue but could’ve done with a bathmat in bathroom and better stocked tea/coffee/hot choc in room.,8.0,Perfect one night stay.
45,United Kingdom,Standard Room,2 nights ,October 2020,Family," Very comfy beds, breakfast was plentiful and everything you could possibly want was available, my daughter particularly liked the pancake maker, we had a massage in the beauty salon which was amazing and the staff in both the hotel and spa were great, no complaints at all and would definitely stay here again."," Nothing about the hotel, however as I'm pushing 60 and have already had a hip replacement, I found accessing the hotel from down in the centre of town to be a bit hilly and rather challenging, but anyone who is fit and healthy would have no problems. On the way up the hill there are lots of lovely cafes and restaurants and some speciality shops which were lovely to browse in too.",10,Perfect short break getaway and hotel was a real home from home in the comfort stakes.
46,United Kingdom,Superior Room,2 nights ,September 2020,Group, Great location. Attentive staff. Allowed us to use staff parking space, Not many parking spaces allow staff really helpful,10,Exceptional
47,United Kingdom,Superior Room,2 nights ,August 2020,Couple, Great location. Lovely room,,9.0,Wonderful
48,United Kingdom,Family Room,1 night ,October 2020,Family," Staff were very helpful, hotel clean and tidy, breakfast and dinner were excellent, lovely big family room.",,10,First class
49,United Kingdom,Superior Room with Hill View,2 nights ,October 2020,Couple, My only complaint would be breakfast. Coffee was slightly cold toast was far to hard and cold. Plenty choice and staff fabulous, Hotter breakfast hotter coffer,10,Hotel very clean staff friendly location fabulous would recommend
50,United Kingdom,Superior Room,2 nights ,October 2020,Solo traveler, I absolutely loved the food and room in the hotel. The location was perfect and could not fault the staff! They were so helpful and polite.," The only thing I did not like was the porridge, however I am fussy when it comes to food. Other then that, everything was just lovely!",10,Excellent stay and excellent spa too!
51,United Kingdom,Superior Room,3 nights ,October 2020,Couple," On arrival the staff were so polite and helpful. Stayed during the pandemic and everything is so clean with all safety measures in places and everything cleaned thoroughly. Pool and changing rooms were in immaculate condition with a booking system to ensure there wasn’t too many people in the pool. Can’t wait to come back and stay again! The hotel is right in the middle of the royal mile - meaning you are a short distance away from the station, castle & other attractions. I would highly recommend this place for its cleanliness, safety & location. Everything was in walking distance.",,10,Amazing!!
52,United Kingdom,Superior Room,3 nights ,October 2020,Couple, Great location  good staff great rooms, Nothing,10,Exceptional
53,United Kingdom,Superior Room,1 night ,September 2020,Couple," Good location, property of good standing, pleasant staff, great street views, dedicated parking."," Room not too spacious, lifts slow, no proper restaurant.",8.0,"Brilliant location, Castle at one end of the Royal Mile, Arthur's Seat at the other, shops between."
54,United Kingdom,Superior Room,2 nights ,September 2020,Couple, The comfy bed and the lovely staff., One rude and miserable?eastern European man on the furthest reception desk.,10,Lovely
55,United Kingdom,Superior Room,2 nights ,September 2020,Couple," Excellent  location and all the staff were friendly and helpful, rooms were comfortable.", Covid 19 restrictions.,10,Two visits in 10 days and will be back next time on Edinburgh.
56,India,Standard Room,2 nights ,October 2020,Couple, The location and we had a  very comfortable bed," Parking was supposed to be included but the hotel charged me  but I didn’t realise until I left 
No veggie Food choices at the hotel   We had to go out",8.0,A pleasant relaxing stay
57,United Kingdom,Standard Room,4 nights ,October 2020,Couple, The bed was huge and so comfortable. I felt like I was sleeping on a cloud. The room was beautifully decorated and the lighting excellent. The only downside I could think of with the breakfast was the beans weren’t Heinz., Just the beans at breakfast. Everything else was perfect.,10,"Wonderful stay, staff were very helpful and booked a few trips for us. Room very clean."
58,United Kingdom,Standard Room,1 night ,September 2020,Family, Stayed during covid so it was comforting that safety measures were in place and adhered to. Location is great!," Parking is expensive (I know, city center and all that...). Shame that a continental styled breakfast isn't included, but there are a lot of good places to eat close to the hotel.",8.0,Very Good
59,United Kingdom,Superior Room,3 nights ,October 2020,Couple," Really comfy bed
Very clean", Bath was leaking which meant the bathroom floor was always soaking,9.0,Wonderful
60,United Kingdom,Superior Room,3 nights ,October 2020,Group, Excellent location.breakfast very good.all staff excellent, No complaints,10,Works really well
61,United Kingdom,Superior Room,1 night ,September 2020,Couple, Staff very helpful.  Breakfast well presented," There were greasy marks on the headboard, no doubt left from the hair of previous guests who had slept in the bed",8.0,A distinguished and beautifully run hotel in perhaps the best location in Edinburgh
62,United Kingdom,Superior Room with Hill View,2 nights ,October 2020,Couple, This hotel have the perfect location and great staff., Anything. Was everything great.,10,Great location
63,United Kingdom,Standard Room,3 nights ,September 2020,Couple, Lovely, Porridge was watery,10,"Great location, bedroom high quality, even the corridors  were attractive"
64,United Kingdom,Superior Room,3 nights ,October 2020,Couple, The hotel was chosen because of its central location on the Royal Mile and because it has on site parking. The parking worked well and the location turned out to be superb. The room was very clean and we particularly liked the pillows on the bed., Only very minor points which we corrected by contacting reception. Firstly we did not think that enough shower wash was provided. Similarly no new cartons of milk were provided for the tea making facilities.,9.0,A most enjoyable stay and we certainly stay again when we visit Edinburgh.
65,United Kingdom,Superior Room,1 night ,October 2020,Couple, Bed was extremely comfortable and great location, Beth was a little small (too narrow) no fridge in the room,8.0,Very Good
66,United Kingdom,Superior Room,1 night ,October 2020,Couple, The room was immaculate and so comfy! Location is perfect too,,9.0,Excellent!!
67,United Kingdom,Superior Room,2 nights ,October 2020,Couple, The location was great and staff friendly and covid aware.,,8.0,Very Good
68,Australia,Superior Room,2 nights ,October 2020,Couple, Considering the difficulties that all businesses are experiencing atm we were amazed that standards had been maintained - well done!,,10,Perfect!
69,United Kingdom,Superior Room,2 nights ,October 2020,Couple, Central location, Lack of coffee and milk,8.0,Very Good
70,United Kingdom,Superior Room,1 night ,October 2020,Couple,, The only thing no water in Room,9.0,Wonderful
71,United Kingdom,Superior Room,2 nights ,August 2020,Couple, Friendly local Scottish staff member who helped us check in. Great bed and pillows and clean room.,,10,Exceptional
72,United Kingdom,Superior Room,2 nights ,October 2020,Couple," Great location for sightseeing, lots of bars and restaurants nearby & large car park", N/A,9.0,Wonderful
73,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Location, No atmosphere,7.9,Good
74,United Kingdom,Superior Room with Hill View,1 night ,September 2020,Family,," The member of staff who checked us in wasn’t very pleasant. We stated it was a birthday celebration, it wasn’t mentioned and no effort was made by the hotel. It was very disappointing",8.0,"The hotel was fantastic, the staff and effort to welcome us could have been better."
75,United Kingdom,Superior Room,2 nights ,September 2020,Family," The location was perfect. We could walk everywhere from the hotel. Good sized room. Paul , one of the check-in staff was extremely helpful when we checked in very early and he was able to allocate us a room.", Only had 2 pillows for the 2 of us. We came with our daughter who had 4. I think we were given each others room.,9.0,Perfect weekend
76,United Kingdom,Superior Room,1 night ,September 2020,Family, Great location very clean, Arrived for check in to be told all parking was full had to walk 10 mins to take car and come back at carpark,8.0,Great would be better with parking
77,United Kingdom,Superior Room,2 nights ,September 2020,Couple,, I booked  a room on arrival it was wrong room ? if you book a room you expect the same one you booked and paid for,8.0,Very Good
78,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Great location. Friendly and helpful staff.," Covid 19 restrictions although very necessary did have a slightly detrimental effect on our overall enjoyment of our stay. However this is not the fault of the hotel, who did a good job of trying to keep everyone as safe as possible.",8.0,An enjoyable break
79,United Kingdom,Superior Room,1 night ,October 2020,Family, Excellent stay staff very polite . Bed very comfortable and the room was spotless .,,10,Exceptional
80,United Kingdom,Superior Room,1 night ,September 2020,Couple," Very comfortable bed, good sized room, excellent location", Not being told that we needed to pay for our car park at the hotel on check in or when we dropped the key to check out in order to get the residents rate. it was only when we were in the car park that we found out at which point we did not have time to go all the way through the hotel agin to get to reception to sort so ended up paying double,8.0,happy with room and location
81,United Kingdom,Superior Room,1 night ,September 2020,Couple," Location, cleanliness through out hotel. On site parking (£12 per day for guests.) No problems at check in, which was an improvement on our last stay"," Queuing for lifts took forever, however this is only due to 2 people in one lift at a time (Covid regulations), so can't really complain.",9.0,"Great location, on site parking £12 per 24 hours"
82,United Kingdom,Superior Room,1 night ,September 2020,Family, The hotel was very clean and the rooms very comfortable. The staff were welcoming and helpful with good suggestions on what to do. The hotel is well located for attractions and the views from my room (5th floor) across city skyline were lovely.  The pool was small but good to use especially has I had to myself., The arrival the door into reception was closed but after buzzing someone let us in so initially a bit off putting but once inside staff welcoming and good social distancing measures in place throughout.,10,Exceptional
83,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Great location - close to everything we wanted to do and see. Attentive breakfast staff and plenty of choice in the new Covid restrictions. We had our room cleaned when we went down to breakfast and it smelled so fresh and clean on our return., The man who checked us in didn't seem very hospitable and approachable. We also waited at least 5 minutes for a lift to become available to use at check out.,8.0,Our anniversary in Edinburgh
84,United Kingdom,Standard Room,2 nights ,September 2020,Couple, Everything, Slow lifts,10,Fantastic
85,United Kingdom,Standard Room,2 nights ,September 2020,Family," Great location, room and breakfast. Bit noisy from lane at side through night and pool not as big as it looked in picture.
But all in all very good.", Not sure feel its pretty good as it is.,8.0,Great for what we were down to do.
86,United Kingdom,Superior Room,1 night ,September 2020,Family, Central location,,8.0,Very Good
87,United Kingdom,Superior Room with Hill View,2 nights ,September 2020,Couple, excellent staff when checking in and a perfect room overlooking the Roysl Mile as the hotel was quiet,,10,Exceptional
88,United Kingdom,Premium Room,2 nights ,September 2020,Couple, Breakfast and pool excellent, Had to ask for bathrobes that were supposed to be in room and insufficient details on how to get into car park attached to hotel,8.0,Very good in current cliamate of Corona viris
89,United Kingdom,Superior Room,1 night ,September 2020,Couple, Great breakfast. Good location., All ok. Tea & coffee could have been a little better. Only 2 teabags and no biscuits!!!,8.0,Enjoyable mini break!
90,United Kingdom,Superior Room,2 nights ,September 2020,Solo traveler," The room was spacious, cozy and super clean. In time of covid it seemed safe, as it was sanitized, and a lot of antiseptics were offered. Staff was friendly and very helpful in terms of hints on what to see in Edinburgh."," The breakfast was very limited, but I suppose it is only due to restrictions because of covid, where there is no ‘open’ food, no possibility to choose salads, sandwiches or fruits.",9.0,Perfect stay in city centre
91,United Kingdom,Superior Room,3 nights ,September 2020,Couple, spacious clean room and excellent location," we asked for a double room, it was two single beds pushed together. it is really irritating trying to sleep with a gap in the middle of the bed",8.0,Very Good
92,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Everything was perfect, Nothing,10,City break
93,United Kingdom,Standard Room,2 nights ,September 2020,Family, Location fab,,9.0,Perfect stay
94,United Kingdom,Standard Room,1 night ,September 2020,Group," Friendly staff. Great location. Large comfortable, clean rooms. Great breakfast!",,10,Exceptional
95,United Kingdom,Premium Room,3 nights ,August 2020,Couple, Everything. Very well organised especially in current situation and staff were brilliant. Rooms were spotless and very spacious. Breakfast was great., Nothing,10,Fabulous hotel
96,France,Superior Room,3 nights ,September 2020,Couple," Stayed there for our wedding anniversary. Loved the location of the hotel, nice room, comfy bed. You're near the pubs, cafes and shops. Staff were always helpful. COVID rules were adhered to with hand sanitizer on each floor and at entrance, only 2 persons per elevator etc."," The only downside (albeit significant) was that for the 3 days we stayed there, there was no hot water in the morning due to the number of guests staying at the hotel. So if you stay there when it's quiet you won't have a problem, but if you stay when it's busy, expect to have your showers either late in the afternoon or late at night each day. The other downside was that consumables were not replaced, such as sugar and coffee but that was not an issue for us - may be for others.",8.0,Good stay.
97,United Kingdom,Superior Room with Hill View,3 nights ,September 2020,Couple, Excellent Location,,9.6,Exceptional
98,United Kingdom,Superior Room,1 night ,September 2020,Couple, Covid restrictions in place and implemented, N/A,10,Exceptional
99,United Kingdom,Superior Room,1 night ,September 2020,Couple, Very good., Nothing,9.0,Two visits in 10 days and will be back next time on Edinburgh.
100,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Everything., Nothing.,9.0,Wonderful
101,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Everything.. not one complaint!!, Nothing,10,Exceptional
102,United Kingdom,Superior Room,3 nights ,August 2020,Couple, Everything and breakfast was excellent everyday, Nothing to report,10,Fabulous
103,United Kingdom,Standard Room,2 nights ,August 2020,Couple,," Had breakfast on the second morning it arrived cold !
I informed a member of staff who took it away, It was returned a few minutes later, the same breakfast being put in a microwave! not good enough for a breakfast costing best part of £20.
Having said that this is a good Hotel in a great location.",8.0,Very Good
104,United Kingdom,Superior Room,1 night ,September 2020,Couple," Great location,breakfast was excellent,hotel clean and tidy and staff very friendly",,10,Excellent hotel would definitely stay here again
105,United Kingdom,Superior Room,2 nights ,September 2020,Couple," The location was exceptional. The staff were very good, fantastic communication throughout. I will definitely stay her again and recommend to all my friends and family."," Could have had extra pillows. We only had 2 the picture on the website for the superior room shows 4, also the toiletries should have been for 2 people, e.g there was only one soap and 1 shower gel and one set of shampoo, conditioner and lotion. When we asked for more they did send us more, it should've been replenished when the room was made next day.",10,"Fantastic stay, will stay again."
106,United Kingdom,Superior Room,1 night ,September 2020,Group," Service was excellent 
Especially for gluten free", Need more pillows in the room,10,Gluten free heaven
107,United Kingdom,Superior Room,1 night ,September 2020,Couple," Excellent location. Lovely room, comfortable bed, good en suite. Clear policies for Covid measures and we’re strongly and politely encouraged by all staff", Breakfast was disappointing for the calibre of the hotel,8.0,Very Good
108,United Kingdom,Royal Mile Suite,1 night ,September 2020,Family, Perfect location just on the mile. Breakfast was lovely withs great selection. We stayed in the royal mile suite for an extra treat and it was definitely worth it. Massive room with mega comfy beds.,,10,Perfection
109,United Kingdom,Superior Room with Hill View,2 nights ,September 2020,Solo traveler, The whole experience was first class,,10,Excellent hotel comfortable bed and excellent breakfast would highly recommend
110,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Room was spacious and clean.,,10,Exceptional
111,United Kingdom,Superior Room,2 nights ,September 2020,Group, Breakfast fab - location fab, A member of the maintenance men with no mask & looking decidedly untidy - long strangely dirty hair & boiler Suit waiting on the lift.,10,Very comfortable & lovely check in staff Paul & Stefano.
112,United Kingdom,Superior Room with Hill View,3 nights ,September 2020,Couple, Beautiful place and stay, Na,10,Amazing
113,United Kingdom,Superior Room,2 nights ,September 2020,Couple, It’s position and the size and facilities in the room.,,10,Exceptional
114,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Couldn't be a better location for a stay in Edinburgh., Obvious Covid restrictions but this was clearly something that could not be done any differently.,8.0,Really excellent stay in a very good hotel in an excellent location.
115,United Kingdom,Standard Room,1 night ,September 2020,Family, Excellent location and use of car park.,,8.0,Very Good
116,United Kingdom,Standard Room,1 night ,September 2020,Couple," Great location, excellent staff, clean hotel with nice rooms."," Shower in room was poor due to shower screen that wasn’t up to the job, resulting in lots of water on bathroom floor despite best efforts to avoid this which also made showering difficult.",9.0,Very nice hotel
117,United Kingdom,Standard Room,5 nights ,September 2020,Couple," This hotel is essentially a castle, just down from the actual castle, on the Royal Mile. Step out the front door and you’re on the royal mile central to all the big attractions, pubs, tours. whisky etc etc etc. 
Despite being so central the hotel itself is a haven. It’s quiet, air conditioned, comfortable, and the staff are great. Raddison Blu are always good, add to that the Edinburgh charm and you’ve got someone you’ll wish you lived! 
Roy, the concierge, is amazing. Made my birthday extra special.",,10,Hard to imagine better
118,United Kingdom,Superior Room,2 nights ,September 2020,Family, Breakfast,,8.0,Very Good
119,United Kingdom,Superior Room,3 nights ,September 2020,Couple, Everything was 5 star well worth booking again, Carpark was tight and for a 3 night stay £38 o top of your bill,9.0,"Excellent  location , rooms very clean , bed was excellent"
120,United Kingdom,Superior Room,2 nights ,September 2020,Couple," Lovely rooms, spacious and well equipped.", Car parking was a challenge - car park full!,9.0,Wonderful
121,United Kingdom,Superior Room,4 nights ,September 2020,Couple, Location was great and the breakfast excellent., Could not get a pool booking and the Bar closed too early.,8.0,Great location friendly staff and great breakfast
122,United Kingdom,Superior Room,1 night ,September 2020,Couple," The location of this hotel is just ideal, bang in the middle of the Royal Mile, our window was overlooking some of our favourite pubs which we enjoyed though maybe not ideal if you are bothered by noise. Room was stunning and a great size with a king size bed and comfy corner couch also.  Breakfast and bar areas were well serviced and laid out for social distancing which was reassuring. I definitely hope to return."," The mattress topper was a bit weird, making the bed very bouncy with a dip in the middle but that’s only a minor fault in an otherwise amazing stay.",9.0,Fantastic stay in a lovely hotel in the ideal location
123,United Kingdom,Superior Room with Hill View,1 night ,September 2020,Couple, Clean tidy comfortable bed. Breakfast was amazing., Nothing not to like about this,10,Great weekend
124,United Kingdom,Superior Room with Hill View,1 night ,September 2020,Couple," This was our first overnight in Edinburgh and we are so glad we picked the Radisson hotel. 
The evening took a turn when my partner became unwell with chest pain and we had to call an ambulance to the hotel, we informed staff of the situation and they were very attentive and helpful during a worrying time, the night manager (Tom I think?) came to us and introduced himself, he was very kind and let us know to contact him if we needed anything. The staff brought my partner water and eventually we were able to head up to our room after the drama.
Besides this, we had such a comfortable stay, the room was spotless, the staff were very friendly and professional.  The customer care and whole experience was second to none. 
We will return soon hopefully for a more chilled out stay!😊 Thank you so much.", No complaints at all.,10,Very enjoyable stay! 5 stars from us.
125,United Kingdom,Superior Room,2 nights ,September 2020,Couple," My husband and I came here for a relaxing child free weekend and it was absolutely amazing, from checking in to checking out it was so easy. The superior room was beautiful and spacious. We booked a massage which was the best one I’ve had, pitty it had to end. Breakfast was perfect. Will definitely be back.", Nothing,10,A tired parents dream
126,United Kingdom,Superior Room,4 nights ,September 2020,Couple," Clean, with modern decor. 
Friendly and helpful staff. 
Felt that the room rate was good value. 
Very comfortable bed. 
Perfect location - right in the middle of the Royal Mile.", Price of the breakfast - approx £23 pp per day!,10,Fantastic stay
127,United Kingdom,Superior Room,2 nights ,August 2020,Family, Had a fantastic stay and staff bent over backwards to help us feel comfortable and safe - they were especially great with our 3 year old. Would go back without hesitation,,10,Staff were amqzing
128,United Kingdom,Standard Room,1 night ,September 2020,Couple," The staff at the reception Paul was lovely funny and smiley, helpful with parking and was understanding that we did not make the swimming in the morning. Nice person to be greeted with. Comfy bed", Prefer liquid hand soap in bathroom rather than a bar of soap,10,brilliant will come back
129,United Kingdom,Standard Room,2 nights ,September 2020,Couple, Breakfast below standards,,9.0,Wonderful
130,United Kingdom,Standard Room,1 night ,September 2020,Family," Great place , lovely staff and good location",,9.0,Wonderful
131,United Kingdom,Superior Room,1 night ,September 2020,Group, Loved our stay at the Radisson Blu. The reception staff are attentive and hotel room clean. Having a bath was lovely and the bed very comfortable. The location is amazing - right on the Royal Mile and so close to Waverley Station. We will definitely be back again!, That we couldn't stay longer!,10,"Lovely, lovely, lovely!"
132,United Kingdom,Superior Room,2 nights ,September 2020,Couple, Location was fabulous.,,9.0,Wonderful
133,United Kingdom,Superior Room,4 nights ,September 2020,Couple," Everything was excellent, staff and facilities considering covid everything felt safe and clean."," The cost of parking, we were there for 4 nights I was not aware of the £12.50 a night it added £50 onto my weekend, felt a litte steep when I was checking out.",10,"Very happy, would come back again."
134,United Kingdom,Superior Room,1 night ,September 2020,Couple," Location was great, beds very comfortable!",,9.2,Wonderful
