,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
11,Australia,Superior Double Room,1 night ,August 2020,Group," In a perfect spot in the middle of the CBD, close the the rocks and wynard train station. Helpful staff (thanks for the free room upgrade !).
Rooms are nice and modern, nice big shower and bath, and even a little peek-a-boo window from the bathroom to the bedroom which is a nice touch. Good size gym and indoor pool as well. What you expect from a 5 star hotel.",,9.0,5 star service for a 5 star hotel.
12,Australia,Superior Double Room,1 night ,August 2020,Couple, Great stay as always, WiFi password didn’t work. Tv signal kept cutting out.,10,Fantastic
13,Australia,Superior Double Room,1 night ,August 2020,Solo traveler, Very clean and spacious room; staff very polite., The cable TV kept on dropping out every 5 mins.,10,Exceptional
14,Australia,Superior Twin Room,1 night ,August 2020,Group," Little considerations are lovely. The clock dims when the lights are off, you can cast from your device to the tv.", Bathroom floor had water stains. Not a big deal just unsightly.,8.0,Was perfect from start to finish. Ended with luxurious spa treatment.
15,Australia,Superior Double Room,1 night ,August 2020,Group," Free room upgrade on arrival, clean, quiet, excellently located, great bar staff!!", Nothing,8.0,"Excellent location, superby comfortable bed"
16,Australia,Standard Double Room - Atrium View,1 night ,July 2020,Couple," Room space, bed , bathroom excellent", TV poor—apparently due to upgrade of wifi in train. There was no indication of this during the booking process.,8.0,Generally enjoyable subject to TV comments
17,Australia,Superior Twin Room,1 night ,July 2020,Couple, The amazing bathroom beautiful full-size bath tub Excellent,,10,Very happy with the service great location and would thoroughly recommend it to anybody staying in S
18,Australia,Superior Double Room,1 night ,July 2020,Couple, Loved the history of the building and preserved features within the hotel.,,9.0,Wonderful
19,Australia,Superior Twin Room,1 night ,July 2020,Family, Great location and polite staff. Thank you, N/a,10,Exceptional
20,Australia,Superior Twin Room,1 night ,July 2020,Family," Wonderful staff 
Extremely comfortable beds 
Lovely clean room",,10,Exceptional
21,Australia,Standard Double Room - Atrium View,1 night ,July 2020,Couple, Very impressed with how clean it was and the extremely comfortable bed," nothing really, its difficult times so we had to have breakfast in room and would liked to have more choices in the prepaid breakfast.",10,fantastic
22,Australia,Superior Twin Room,3 nights ,July 2020,Family," Room was comfortable and well Serviced 
Kids liked the indoor pool 
Good location , 5 minutes walk to circular quay"," No escaping the quarantine status at the hotel , sometimes had to use the service lift but staff were very pleasant. Seeing police in the lobby was a bit off putting but that’s just how it is currently .",8.0,Weekend city break
23,Australia,Superior Double Room,1 night ,July 2020,Couple," Large room and bathroom. Both we’re very clean. The bed was large and comfortable. I really liked all the USB ports to charge the phone. 
Location was excellent. Walking distance to Wynyard and Martin Place stations.
Considering the exceptional circumstances presented by COVID-19, and the fact that the hotel was used, as many others, to quarantine returning Australians, the service provided by staff was fantastic and gave me peace of mind as to my own security.",,9.0,Comfortable Stay in the Heart of Sydney
24,Australia,Superior Double Room,1 night ,July 2020,Couple, Location and staff," Rooms where too dark, not enough natural light.",8.0,Very Good
25,Australia,Superior Twin Room,1 night ,July 2020,Family," Location, facilities and staff", Breakfast fee,9.0,Wonderful
26,Australia,Standard Double Room - Atrium View,2 nights ,July 2020,Group, Very roomy bathroom with nice deep bath. Great water pressure in shower. Comfortable bed., Pillows were very flat but asked for more and a variety were delivered to my room.,9.0,Very enjoyable and comfortable stay. Staff were very friendly and accommodation.
27,Australia,Superior Twin Room,1 night ,July 2020,Family, Close to harbour and CBD. Staff friendly and helpful from check in to check out. Room clean comfortable and modern.,,9.0,"Excellent, friendly"
28,Australia,Standard Double Room - Atrium View,2 nights ,July 2020,Family, The location was nice, The breakfast was very disappointing the buffet wasn’t available so we only had couple of choices on the menu I got the continental breakfast which was all pre made cold and even the croissant didn’t look fresh. Also the only waiter there didn’t offer any water and we had to ask even for the sugar for our coffee which they weren’t very nice .next time I won’t be having breakfast there again,8.0,Very Good
29,Australia,Standard Double Room - Atrium View,4 nights ,July 2020,Solo traveler,, Would have liked to be informed that the hotel had travellers in quarantine!!!,8.0,quite good but would have liked a courtesy call about travellers staying in quarantine.
30,Australia,Standard Double Room - Atrium View,1 night ,July 2020,Couple," Spacious room, great bed, excellent location",,8.0,Fabulous
31,Australia,Studio King Spa Suite,1 night ,July 2020,Couple, We got upgraded due to my wife celebrating her 40th birthday. Was not expecting such a gesture. It really made her and my day. The room was exceptional and the staff were fantastic.,,10,It was the perfect location for a getaway.
32,Australia,Superior Double Room,2 nights ,June 2020,Couple," Everything!
Staff very pleasant,  helpful and professional 
Free room upgrade 
Excellent room service"," Front entrance can be missed when arriving by car, hotel is in a one way street, only a small 5-minute drop off area hidden by buses... not much hotel management can do?",9.0,Radisson Wow
33,Australia,Standard Double Room - Atrium View,1 night ,June 2020,Solo traveler, Always very comfortable and quiet. Love the large bathtub in the bathroom.  Room service was is so good i don't even bother heading out for dinner.," I  have nothing to add , I am completely comfortable. 
Hehe,  I  suppose  it would be good to be able to cast to the tv as I do at home",10,Its my preferred place to stay.
34,Australia,Superior Double Room,1 night ,June 2020,Couple, Convenient, Couldn't sleep to much noise coming from outside,8.8,Russo
35,Australia,Superior Double Room,2 nights ,June 2020,Group, upgraded room, nil,9.0,luxe
36,Australia,Superior Double Room,1 night ,June 2020,Couple, Excellent location and easy parking,,9.0,Wonderful
37,Australia,Superior Double Room,3 nights ,June 2020,Couple," Loved the room although we were moved due to malfunction with heating so communication was poor with staff on at that time. Comfy bed, clean bathrooms, well facilitated. Everything you need .", The heating took a little long to kick in.,10,"Great location, most staff members were exceptional, especially serving our breakfast."
38,Australia,Standard Double Room - Atrium View,2 nights ,June 2020,Solo traveler, I liked that it was in a good location and it was easy to get around on foot. It was also not far from places I wanted to go which were a cheap Uber trip!, The swimming pool was not open. That’s not the hotels fault though. That’s because of the lockdown rules around covid-19.,9.0,"Very clean, great service and awesome movie selection!"
39,United States of America,Superior Double Room,2 nights ,June 2020,Solo traveler," This was the third time I stayed at this location. The property is centrally located, with easy access to public transportation, restaurants, and the downtown CBD and major tourist attractions."," The room was just a little cold, I stayed in the middle of winter. That's the only negative.",9.0,"Location, room size, accommodating staff  ... this place has it all"
40,Australia,Superior Double Room,1 night ,June 2020,Solo traveler, I like the precautions the hotel have taken over Covid 19., Didn’t understand why there was no bar snacks in the room.,10,Very good - great hotel
41,Australia,Superior Double Room,1 night ,June 2020,Couple, Great location. Bed was so comfy, Was told over the phone we could get food and room service but wasn’t told it was a severely reduced menu and had to go out for dinner. (Covid related restrictions) Room service wouldn’t deliver wine to room.,9.0,Would stay again
42,United Kingdom,Standard Double Room - Atrium View,3 nights ,March 2020,Couple, Location was very good and the room was comfortable. Concierge was very good., The room wasn't particularly spacious and wasn't particularly good value for money.,8.0,Very Good
43,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler," Excellent room with working desk, good light and super bed",,9.0,Wonderful
44,United Kingdom,Standard Double Room - Atrium View,3 nights ,March 2020,Couple," All very good. Excellent location, 10 mins walk from Circular Key and The Rocks which is why we stayed there. Staff very helpful and friendly. Great breakfast. Lots of options. Everything was good, but at the price it should be!!", All good. Just a bit expensive but fair enough given it's location in Sydney,8.0,All good
45,Australia,Standard Double Room - Atrium View,3 nights ,February 2020,Family, Great location to see everything in Sydney. Beds comfy and the staff were excellent.,,10,Exceptional
46,Canada,Standard Double Room - Atrium View,2 nights ,March 2020,Couple," Upgraded to a king size bed, fantastic.
Early check in and late check out as requested, no problem. 
Staff very professional, helpful and happy to help.", Wish I could have stayed longer.,9.0,Would go back without hesitation and would highly recommend it.
47,Australia,Superior Double Room,3 nights ,March 2020,Solo traveler, Fabulous room and great amenities, Restaurant - food could have been better - especially for the price,9.6,Exceptional
48,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler, Great rooms,,10,Exceptional
49,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler, Location. Good sized room. Peaceful and quiet., Nothing,9.6,"Relaxing stay, great location"
50,Cyprus,Standard Double Room - Atrium View,1 night ,March 2020,Couple," Helpful staff, very clean, beautiful room and bathroom, comfortable, excellent location. I recommend it and i will return.",,10,Lovely hotel
51,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler," The check in process was efficient and the gentleman very helpful. The bed was very comfortable and the variety in pillows would suit any person.
The location was very central and easy walking distance to anything you were there for.", There was nothing negative to say. A credit to your staff and hotel.,10,"I can give you one word, Excellent!"
52,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Family," comfortable beds, clean facilities and friendly staff. Great location, close to transport and all attractions. Good breakfast and late check out too!",,8.0,"Lovely room, affordable rates and great location."
53,United Kingdom,Standard Double Room - Atrium View,5 nights ,March 2020,Couple," Great accommodation, relentless pleasantness and professionalism of all staff", Nothing at all,10,Great Hotel in Sydney
54,New Zealand,Superior Double Room,4 nights ,March 2020,Couple," Lovely large rooms, handy location to all parts of CBD. Comfy bed and pillows. Staff were very helpful :)"," I was overcharged, and also charged for minibar consumption (which I didn't have - must remember to check these out on check in now).
I also couldn't open the complimentary water bottles on a couple of occasions.",8.0,Very Good
55,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Couple," The staff were very accommodating and helpful! We stayed here the exact time as last year for our wedding and they let us stay in the same suite this year which made the stay more memorable. Hotel and facilities were clean and spotless, food and drinks were yummy, and staff were really friendly. Thank you!",,10,Amazing first year anniversary staycation
56,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple," King size bed, lovely bathroom with deep bath"," Bed was a little too soft, outlook wasn't that great",10,Fantastic little getaway
57,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Couple, Huge rooms and bathroom., Small bed,9.6,Exceptional
58,Slovenia,Superior Twin Room,4 nights ,March 2020,Group," Excellent breakfast, friendly staff, comfy beds, very central location",,10,Exceptional
59,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Family," Location 
Room size 
Towels
Free upgrade
Great breakfast",,10,Outstanding
60,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler," Radisson Blue in Sydney is conveniently located  within walking distance of the many attractions that Sydney has to offer. When you enter the hotel, you are greeted by friendly staff - the atmosphere is relaxed after the busy streets. The appointment  level of the rooms is high. The bed extremely comfortable and my whole experience at the hotel rejuvenating....I will be back.",,10,Comfortable sanctuary in the city
61,United Kingdom,Standard Double Room - Atrium View,5 nights ,March 2020,Couple," Location is excellent, staff were really friendly.",,9.0,Wonderful
62,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Couple, The hotel was so accommodating. The event in Sydney we were supposed to go to was canceled at the last moment meaning we arrived early to the hotel. The hotel not only allowed us early check in but upgraded us to a king room. The entire time we were there the staff were so friendly and made us feel so welcome. I would highly recommend this hotel to anyone and will be back., Nothing everything was amazing,10,Amazing
63,United States of America,Superior Double Room,4 nights ,March 2020,Couple, Nice and clean room. Very good quality food at breakfast buffet. Great location for shoppers., Wish our king size bed is more comfortable.,9.0,Clean room. Good breakfast. Great shopping.
64,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Couple," The doormen, bag service, bar and restaurant staff were amazing. The room itself was exceptional, very comfortable, clean and tidy. We originally booked a standard queen room but because of the miscommunication at check in, the lovely manager upgraded us to a luxury business room. The facilities and location were great"," The receptionist when we arrived was rude and over charged me, she tried to say they charged a $70 credit card fee (I was using debit card). I asked to speak to the manager and he sorted it for us. She then tried to argue, saying she never said it was a $70 surcharge.",10,Wonderful
65,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Couple," Exceptional staff! Great location, comfortable good sized room, relaxed bar and coffee area. Probably our most faultless and enjoyable stay ever. Each and every member of staff we interacted with over our 4 day stay was simply excellent.",,10,Exceptional
66,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple," Staff are always excellent. Friendly attentive and very professional. We checked in early and they found us a room. Very comfy beds, great gym and pool. Central for work.", Nothing,8.0,Lovely hotel great awevice
67,United Kingdom,Standard Double Room - Atrium View,1 night ,March 2020,Couple," the cleanliness, staff and location was great!"," The breakfast. For the price of the breakfast the options weren't great, the environment/atmosphere was dated and the coffee was a bummer.",8.0,The room and breakfast average for a 5 star hotel. The staff and location: fantastic.
68,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler," Large comfortable room with all facilities.  Very quiet.  Staff very friendly and very helpful.  Breakfast buffet had all options and was open until 10.30am, which suited me due to a very late arrival the night before.", Nothing - it exceeded all my expectations.,10,A High Class Hotel with Great Staff
69,United Kingdom,Standard Double Room - Atrium View,3 nights ,February 2020,Couple," Location, staff, service, breakfast, room."," Nothing, everything was great",10,Great Hotel
70,United Kingdom,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler," Location was central easy to walk around. Check in/out was easy & quick. Room was lovely, comfortable & clean. Room Service was good.", Cleaning the room to early my first morning but not done the following day by the time I returned by 15.30. People on the doors need to be more welcoming rarely got a hello or goodbye.,9.6,Exceptional
71,Australia,Business Class Room,1 night ,March 2020,Couple, The room was spacious and well appointed. The bed was very comfortable and the linen crisp and clean. Bathroom was very nice and the towels were fluffy and good quality., No problems .,9.0,We'll be back.
72,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple," Very comfortable, central location", Our stay wasn't long enough!,10,Great spot
73,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler," Great location, comfortable rooms and friendly staff", Bed was a little uncomfortable,9.2,Wonderful
74,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple, Lovely big room very comfortable,,9.0,Very happy with stay
75,Australia,Business Class Room,1 night ,March 2020,Family, The property is very good nice room it’s clean and cozy bed good breakfast staff very helpful,,8.3,Good hotel
76,United Kingdom,Standard Double Room - Atrium View,1 night ,March 2020,Family, Perfect location large room, Nothing,10,Exceptional
77,Australia,Superior Double Room,1 night ,March 2020,Couple," Everything. The bed and pillows were perfect. Amazing spa facilities the  pool temperature was perfect. bathroom and room was beautiful and clean, breakfast amazing. And the staffs service was exceptional.", The room view.,10,Exceptional
78,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple, Very good location and extremely quiet., Breakfast was overcrowded and understaffed.,9.2,Wonderful
79,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler, Always amazing! I love the Raddison!," Nothing, I love it!",10,Exceptional
80,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple," The location was great, so close to public transport and a short walk to anywhere to get a quick bite. The staff were amazing, the room was clean and the bed was so comfortable."," The included breakfast was a little disappointing as they didn’t have many hot breakfast items that weren’t pork, other than that the food selection was good",8.8,Excellent
81,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler, The room is spacious and the bathroom was great.The service is absolutely fantastic and swift.," You can't sit up in bed because as soon  as you lean against the headboard, the mattress separates and rolls away from the wall. The lighting is moody, very dim despite having all the lights on.",9.0,Wonderful
82,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple,,,,
83,United Kingdom,Standard Double Room - Atrium View,4 nights ,February 2020,Couple," Great location and rooms are lovely 
Staff fantastic", Nothing to dislike,10,Exceptional
84,Australia,Standard Double Room - Atrium View,1 night ,December 2019,Solo traveler," It was clean, fresh, luxurious and great value. The room was beautiful and the bed was so comfy."," Only complaint was I didn't want concierge to take my bag as I had to get changed and leave straight away. Concierge took the bag despite my protests and explanations and didn't bring it to my room for 20 minutes. It only arrived after I waited, called reception, waited and then went down to the front desk to insist on getting my bag again asap and returned to my room. I had a friend waiting and it made us very late for our function.",9.0,Amazing stay but slow service
85,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler," Easy to get to , clean and friendly staff",,8.8,Excellent
86,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple, Beautiful large rooms that are very stylish and comfortable.,,10,Great place to stay in cbd
87,Canada,Superior Twin Room,3 nights ,March 2020,Family," Beds,covers, and pillows the best. That’s the most important to me.  A good sleep.",,9.6,So comfortable.
88,United States of America,Superior Double Room,3 nights ,March 2020,Couple," The room was very large and provided excellent up-to-date features such as multiple USB plugs, indirect lighting, soundproofing between the bathroom and the bedroom,plates and dinnerware, analytical adapter for the Australian plugs, and many amenities. The beds were extremely comfortable and the hotel offers a killer menu where they provided us with a foam contour pillow that was the perfect from us! We slept soundly and very comfortably every night. We felt very taken care of by the staff from the moment we walked in the door to our check out. Front desk and concierge were always attentive and very friendly. It was quite an impressive stay! It is a few blocks away from the Circular Quay cruise, ferry port and transportation hub and two blocks from the T train lines, which take you to the airport or other local destinations."," Due to the downtown business district location, breakfast and restaurant offerings are limited in the area, especially on the weekend. The hotel does offer a full-service restaurant in the $$$$ price range, which our budget did not allow.",9.2,Extremely comfortable stay
89,Australia,Standard Double Room - Atrium View,1 night ,March 2020,Couple, Amazing staff at this hotel. Happy from the time we walked in the door where I broke my shoe and the staff helped me with some slippers until I could replace them up until we had the doors opened for us when we left.," The pillow service didn't seem to ruin late. We arrived back at our room around 10:30 and there was no answer when I tried to get a firmer pillow. That could have been our fault though. I'm not sure of their hours.
Bentley was the biggest let down of a restaurant I've had in many many years. Don't waste your money there.",9.0,Great hotel that I've booked again in 2 weeks time. Don't waste your money at Bentley.
90,United Arab Emirates,Standard Double Room - Atrium View,1 night ,March 2020,Solo traveler, Lovely Classic Hotel with history," Toilet wasn’t properly cleaned (hand wash area only)
The Mattress needs an upgrade",9.2,Wonderful
91,New Zealand,Standard Double Room - Atrium View,2 nights ,March 2020,Solo traveler," Great location, quiet room and clean room. I would definitely stay here again!",,10,Exceptional
92,United States of America,Standard Double Room - Atrium View,1 night ,February 2020,Group, Location, None,9.0,Very pleasant stay
93,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Group, was a rather nice hotel,,8.0,Very Good
94,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Family, Comfortable bed and they gave you pillow options,,10,Exceptional
95,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Buffet breakfast included was very good value.  Great location and staff and service excellent with lift access to restaurant and floors and shower only accessible rooms for guests with mobility issues.  In the stormy weather on the 9th February Hotel staff came running out to assist us drenched with luggage and my wifes'mobility aide.,,8.0,Highly recommended for the location and personal assistance of staff.
96,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Group, I like the personal touch of them leaving a birthday card for my friend in the room. Safe luggage storage and late check out. Beautiful room with a balcony! Convenient location!, Wish breakfast was included or high tea! The spa was very disorganized! The spa kept making mistakes and were cancelling and needing to change often the services. Spa was disappointing!,10,Excellent hotel I’d definitely stay there again! The staff were very professional!
97,Australia,Standard Double Room - Atrium View,2 nights ,March 2020,Couple," Property is close to everything if you like exploring. In any direction. 
Staff were excellent and always helpful", Nothing,10,Blissful unwind
98,Australia,Superior Double Room,3 nights ,February 2020,Solo traveler," I stay often at the Radisson Blu when I go to Sydney for work. Location is perfect, hotel is very clean, rooms are spacious and comfortable and the staff are friendly.",,10,Love Radisson Blu
99,Australia,Superior Double Room,1 night ,February 2020,Solo traveler, Loved the spacious modern suite with balcony and bath tub. Great location with most places within walking distance. Staff are attentive and welcoming.,,10,Modern spacious hotel with amazing staff and great facilities
100,Romania,Standard Double Room - Atrium View,4 nights ,January 2020,Couple, Location, Small rooms,8.3,Good location
101,Malaysia,Standard Double Room - Atrium View,8 nights ,February 2020,Solo traveler, The room is nicely designed & beautiful., The pillow provided are too soft.,8.0,Never regret choosing this hotel.
102,United Kingdom,Standard Double Room - Atrium View,3 nights ,February 2020,Solo traveler, Very friendly helpful staff.,,9.6,Exceptional
103,Australia,Standard Double Room - Atrium View,5 nights ,February 2020,Solo traveler," Great central location, clean and comfortable room, friendly staff!", N/A,10,Little Gem
104,United Kingdom,Standard Double Room - Atrium View,4 nights ,February 2020,Couple, It’s location was perfect to see Sydney highlights, Nothing,9.6,Exceptional
105,Australia,Standard Double Room - Atrium View,4 nights ,February 2020,Solo traveler," Close to train stations, centrally located, very quiet and comfortable rooms, really enjoyed the Tim Tams with a cup of tea in the afternoon.",,9.6,Exceptional
106,United States of America,Standard Double Room - Atrium View,4 nights ,February 2020,Family," The location was very central , it was extremely clean , very accommodating and super easy to find . The staff was all extremely nice , they helped out with luggage , would go that extra mile to help and always very very awesome . My mom and myself loved it"," The price of the breakfast , but we opted to eat in other places . Everything else was perfect",10,Exceptional
107,United Kingdom,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Everything was great!, Nothing.,10,Exceptional
108,United States of America,Standard Double Room - Atrium View,1 night ,February 2020,Couple, The staff was very polite and accommodating.  We checked in at 8am and they stored our bags and gave us access to the spa to shower. Very welcome after 18 hour flights. The breakfast was awesome. Highly recommend,,10,Exceptional
109,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Solo traveler," Room cleanliness, concierge and doormen."," Night shift check-in clerk said I paid for one night and need to settle the account for second night upon checkout and it would be taken out of my credit card. I told him I had already paid for both nights but he said for me to sort it out later, even when I tried to show him evidence. This put me in a bad mood that night after I checked in at midnight after a long flight. He then asked how many tags I need to which I replied One. When going to the elevator, I discovered he had given me Two.",8.0,Would be a 10/10 if the night shift check-in clerk learnt some manners and gets more training
110,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Family, Staff were lovely offering my toddler colouring books and other thoughtful gestures throughout our stay., No happy hour/discounts on Saturday Sundays.,9.0,Enjoyable thank you
111,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Like complementary water in reusable glass bottles!! No plastic.," The room was big, bed huge and comfortable.",10,Exceptional
112,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, From the concierge to the cleaners the staff at this hotel have been extremely accomodating. 5 star service from start to finish. I shall definitely return.,,10,Excellent service
113,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Couple, Everything about the place," Nothing at all, wonderful place to stay",10,Exceptional
114,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Family, Location to all the city and to the waterfront, The staff was excellent with helping with car and luggage and our baby in the rain holding the umbrella. Just fantastic!!!,10,Exceptional
115,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Couple, The toilet seat, The cheese burger odour in the room,9.0,Bubbly and fruity
116,Australia,Standard Double Room - Atrium View,3 nights ,February 2020,Solo traveler, Location," Had two separate bookings and when I checked in, the reception linked them and had them booked for the same room. However when the first three days were over my room card expired and had to renew it for the next night. Not sure why but this has happened a few times to me and don’t see why the room card cannot be programmed upfront for the full stay as it is inconvenient not being able to get into the room.",7.9,Good
117,Trinidad and Tobago,Superior Double Room,3 nights ,February 2020,Couple, Great location,,7.9,Good
118,United Kingdom,Standard Double Room - Atrium View,2 nights ,February 2020,Couple, everything. great location.,,10,Exceptional
119,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple," Bed extra comfy. We were upgraded to a king room upon arrival, with a lovely seating area and large window overlooking the city."," Nothing I didn’t like, but I suggest that they do away with the instant coffee and put Nespresso pod machines in the rooms.",10,Brilliant!
120,United Kingdom,Standard Double Room - Atrium View,3 nights ,January 2020,Couple, W asked for a quiet room away from the street noise and were given a room in the quadrant for an extra 8$!  There was a little noise from the aircon units outside but was not noticed after the first night.,,10,We experienced excellent and pleasant service from the staff and would certainly stay at this hotel
121,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Didn't have the breakfast,,10,Great Hotel!
122,Australia,Standard Double Room - Atrium View,5 nights ,February 2020,Couple, Breakfast was fine., It was all good with friendly staff and extremely helpful.,8.0,Enjoyed our stay for a few nights.
123,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Family," Location was brilliant, close to the city centre and to the harbour/rocks areas.",,8.0,"Great position, friendly/helpful staff, great breakfast"
124,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Room was very spacious staff friendly and accommodating throughout the facility including breakfast, Wasn’t aware of the restaurant for dinner wii go there for dinner next time,9.0,Very pleasant will definitely stay there again
125,Australia,Standard Double Room - Atrium View,2 nights ,February 2020,Family, Exceptional service & value for money. Highly recommend,,10,Exceptional
126,Malta,Standard Double Room - Atrium View,3 nights ,February 2020,Couple," Staff, cleanliness and location", Nothing,9.0,Fantastic hotel with great staff. An example of what customer service is all about
127,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Lovely hotel in a great location.  Comfortable room and pillows, The complimentary water in the room but if you take the glass bottle you will be charged.  The offer of free water does not include the bottle.  This is not clearly explained ☹️. Future guests beware.,10,Exceptional
128,Australia,Superior Double Room,1 night ,February 2020,Couple, The king size bed was 10/10 & loved the bathroom., Foyer,8.3,Very Good
129,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple, Everything from check in to check out was amazing. Angie at the reception desk was very kind to meet all our requests and even gave us a complimentary upgrade for our special celebration. The room was clean and bed was comfortable. We asked for firm pillows and they came promptly. Water pressure in the shower was great. Amenities in the room were more than what we could ask for. Would  definitely come back!, Nothing,9.0,Excellent! Highly recommend
130,United States of America,Superior Double Room,4 nights ,February 2020,Couple," Great breakfast. Fantastic, friendly service from all staff. Business level lounge well worth it. Great location- easy walk to everywhere we wanted to go. Comfortable bed!",,10,Would love to go back!
131,Australia,Standard Double Room - Atrium View,1 night ,February 2020,Couple," The Pool, Jacuzzi and steam room. Location is great. Breakfast buffet amazing! We enjoyed our stay!!!",,10,Exceptional
132,United Kingdom,Standard Double Room - Atrium View,3 nights ,January 2020,Couple," Everything, facilities, location and staff.special thanks to the omelette chef who makes fantastic omelettes",,10,Exceptional
