,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
35,United Arab Emirates,Standard Room with Burj Khalifa View,6 nights ,February 2021,Couple,, As per standards & expectations. Super nice.,10,Supernice hotel with reasonable price in Downtown
36,United States of America,Standard Room with Burj Khalifa View,7 nights ,February 2021,Solo traveler, Amazing Staff and Breakfast, N/A,10,Amazing Customer Service
37,United Kingdom,Standard Room with Burj Khalifa View,17 nights ,February 2021,Couple," Love their hospitality. Friendly staff from reception to housekeeping. Especially Bilal, always follow up and make sure things are on standard. Best part of the hospitality is complimentary stuff during your stay , not too sure if its weekly or Occasionally but twice they gave us cookies and soft drinks . Upon arrival we were warmly welcomed. Initially had an issue with the room but it was changed. Room and view is almost same as Description. Hotel location is also great. You can walk to DuBai mall , burj Khalifa, fountains and so on. All sort of food restaurants are on walking distance. In short, our stay was superb!", Location and cleanliness,9.0,Excellent customer service
38,,Standard Room with Burj Khalifa View,1 night ,March 2021,Solo traveler, All was great,,10,Exceptional
39,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,March 2021,Solo traveler, Everything., The bed is a bit short.,9.0,Wonderful
40,Switzerland,Executive Room with Lounge Access,6 nights ,February 2021,Solo traveler, Breakfast was okay - not brilliant but due Corona it was a little bit poor - Need more Asian and Arabic food....!,,9.0,"Excellent, but you know that I had an important complaint before!"
41,Sweden,Standard Room with Burj Khalifa View,4 nights ,February 2021,Couple," Roshan from the reception so service minded and good hearted made my stay so good. 
Many thanks to roshan."," Security,and the manager should really not be working at this kk d of service minded job.",9.2,Roshan is the best employe this hotel can have.
42,Denmark,Standard Room,5 nights ,January 2021,Group, Everything, The WiFi😂,10,Loved it
43,Iraq,Standard Room with Burj Khalifa View,7 nights ,February 2021,Family, Very good, Very good,10,Excellent
44,United States of America,Premium Room with Balcony and Burj Khalifa View,2 nights ,December 2020,Couple, Everything,,10,Exceptional
45,Oman,Standard Room with Burj Khalifa View,14 nights ,December 2020,Family, Comfortable and clean, Nothing,10,Very nice hotel with good location
46,Kazakhstan,Family Room,1 night ,February 2021,Family, Open terrace and breakfast . Room size,,9.0,Wonderful
47,Egypt,Standard Room with Burj Khalifa View,7 nights ,January 2021,Family," The breakfast had great variety, and food was delicious. The rooms were spacious and comfortable, and with nice views. The location was very convenient"," The hotel staff infront of hotel assisting you to find a cab, in most cases, got us a private cab which was at least twice as expansive as the regular one.",10,Exceptional
48,Lebanon,Premium Room with Balcony and Burj Khalifa View,4 nights ,February 2021,Couple," Big rooms, Very convenient, nice and helpful staff, great location"," The sheets had some stains on them which is weird to find in a 5 starts hotel, and with Covid situation I expected higher cleanliness. I hope the pool opens for a longer time",9.0,Wonderful
49,Russia,Premium Room with Balcony and Burj Khalifa View,6 nights ,February 2021,Couple," Location was perfect and staff was friendly and polite. 
Thanks for reception services!"," Everything was good, we enjoyed our stay, but prices for room service are a bit high:)
Food in grills wasn’t so tasty.",8.0,Stay in Radisson Blu Waterfront for a week
50,France,Family Room,6 nights ,February 2021,Family," Excellent breakfast, great location, excellent service, really professional. Clean and beautiful common areas (reception, café near the reception,...). Very nice valet parking service (not used to it)"," not enough privacy in the family rooms as it is a single area for all the family (not used to it, even in hotels). Hopefully the team was very nice and upgraded us. Swimming pool small as well.",8.0,"Very nice stay, made very comfortable by the staff"
51,Slovakia,Superior Room with Balcony,9 nights ,January 2021,Group," Hotel facilities and location, cleaning staff always helpful and room size was perfect.", When arrived for check in we were informed our room is not ready and asked if we could wait 10 minutes ( we arrived later then expected). After 15-20 minutes I had to go and ask for the status instead of guy coming to us telling us it was ready. Only when asked we found it its ready. Also staff at the swimming pool was sometimes not easy to find if we wanted a towel for example. Apart from that only good experience with the hotel staff.,8.0,"I think its a good value for money, good location (depending on what you really looking for)"
52,Serbia,Suite with Burj Khalifa View and Lounge Access,4 nights ,February 2021,Couple," The staff was exceptional! So nice, kind and always there to help. We were traveling now in February when Covid still is an actual topic and they helped us with scheduling a test and everything was just perfectly clean and safe. Breakfast was amazing! DELICIOUS! Our room was on the 15th floor and the view was directed to Burj Khalifa, just stunning. Location of the hotel is perfect, maybe 15min by foot to Burj Khalifa, there is a store right about the corner and just the perfect connection to anywhere you want to go.", There wasn't a single thing that I didn't like!,10,Perfect Valentines day!
53,Iraq,Standard Room with Burj Khalifa View,3 nights ,February 2021,Solo traveler, The bed was the most comfortable one in the world also there was no noise to bother me and the location is very good and everything you need is just a minute away,,10,Everything was exceptional. They gave me suite with the view of Khalifa tower and the staff were welcoming and very help
54,Switzerland,Standard Room with Burj Khalifa View,7 nights ,February 2021,Solo traveler, The breakfast was excellent! Great staff and always very helpful!,,9.0,I am definitely coming back!
55,Israel,Standard Room with Burj Khalifa View,12 nights ,January 2021,Family, Everything, Nothing,10,Marvellous stay
56,Switzerland,Standard Room with Burj Khalifa View,7 nights ,February 2021,Couple, Everything was perfect,,10,Exceptional
57,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,February 2021,Couple, They upgrade the room for free," Bathrooms was not clean, we found a used tissue and an open ear pads",7.0,Good
58,Bulgaria,Standard Room with Burj Khalifa View,4 nights ,February 2021,Couple, Very cheap price for very nice hotel,,10,Valentinka
59,United Arab Emirates,Superior Room with Balcony,1 night ,February 2021,Solo traveler, It was nice and spacious. The staff was extremely sweet and super accommodating to our request. Would definitely stay again.," Not all the small amenities were in the room, had to call and order for them but they were super quick in sending to our room.",8.0,Very Good
60,Russia,Premium Room with Balcony and Burj Khalifa View,5 nights ,February 2021,Group," To be honest I was surprised how good was it. Since the moment I made this booking their stuff started helping me to arrange everything I needed and continued during my stay. Our manager was Hamdy and he was extremely helpful and provided me with any information and travel tips I needed.
Also I was surprised to see such a good breakfast menu.", Nothing,10,Wonderful experience
61,United Kingdom,Standard Room,15 nights ,February 2021,Family," I spent 15 days, 14 nights at the Radisson and had a lovely stay. On arrival, my sister and I (who’s birthday was the following day) were upgraded and given a room with a balcony and full view of the Burj Khalifa, which was brilliant. 
We also arrived at 9am, a fair few hours before check-in time and were able to go straight to our rooms as soon as we finished at the front desk. 
The room was spacious and clean, bathroom was a great size and the room service menu had a fantastic variety of choices. 
Staff were attentive, warm and extremely helpful. We were able to book our COVID tests (in order to travel home) with concierge and have them administered in our room which was tremendously convenient. 
All in all, a wonderful stay.", -,10,"Great stay, will definitely come back"
62,Russia,Executive Room with Lounge Access,7 nights ,February 2021,Solo traveler," Everything was really good, especially the business lounge and service. Excellent hotel for business trips."," The neighbourhood was so and so, but I believe when the construction is completed, it will be one of the most comfortable hotel in Dubai.",9.0,Wonderful
63,Uganda,Standard Room with Burj Khalifa View,4 nights ,February 2021,Couple, The location.," 1)The traffic is a lot and the lift/elevators are small.
2) The bath robes are old and small.
3) The cleaners are not good enough.
4)There are no glasses and tea spoons in the room.",7.0,C’d do batter.
64,Zimbabwe,Standard Room with Burj Khalifa View,4 nights ,February 2021,Solo traveler, The staff is extremely good at their job, Very beautiful place . standards are excellent.,9.0,Wonderful
65,United Arab Emirates,Standard Room with Burj Khalifa View,3 nights ,February 2021,Solo traveler," Location 
Staff 
Food"," Nothing 
Everything is fine",9.0,Very nice staff
66,Switzerland,Standard Room with Burj Khalifa View,3 nights ,February 2021,Solo traveler, Just great - a hole 10; thank you for the stay, .........,10,Just great - 10 !
67,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,February 2021,Family," Mr Hamdy is an amazing person he solved my problems and made my two days amazing stay i would like to thank mr hamdy for his great effort with us ,,he is such an amazing manager", All are amazing and awesome,10,Amazing stay
68,United States of America,Executive Room with Lounge Access,4 nights ,February 2021,Couple, Location was good - several restaurants around and short distance to the downtown (10-15 min walk) staff and hotel were nice. Business lounge was great addition. Breakfast is very good.," Pool is small but biggest issue is not enough sun beds.. we came and there were no beds available so we waited and were promised to get the next free bed, this did not happen since as soon as bed got free other people who came after us jumped on it while the staff did nothing about it... it happen few times and fir long hour until I had to act like others and insist to get the next bed - more beds should be added (and even with social distance it is possible) and hotel staff need to control and manage a wait list if such exist - if you like to spend time on a pool and you are not a “predator” better search for another hotel... beside this, everything else was great!",8.0,Great value and good location - small pool and not enough sun beds
69,United Arab Emirates,Premium Room with Balcony and Burj Khalifa View,3 nights ,February 2021,Couple," Friendly staff, good location, comfortable rooms. Didn’t hear any noise through out my 3 nights stay.",,10,Great stay
70,Romania,Premium Room with Balcony and Burj Khalifa View,6 nights ,February 2021,Couple," The most comfortable bed, helpful and friendly staff, nice area.", Didn't quite like the breakfast and wished that the pool would have been a little bit more Dubai style if u know what I mean :)),8.0,Very Good
71,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,January 2021,Group, Everything is more than my expectations ♥️,,10,Exceptional
72,Kenya,Standard Room with Burj Khalifa View,2 nights ,February 2021,Solo traveler, Service,,10,Exceptional
73,United Arab Emirates,Standard Room,1 night ,February 2021,Couple, Everything !!!!!!, ...,10,"Staff all the way from supervisors to housekeeping, amazing wonderful service. Great experience as always. I can’t wait"
74,United States of America,Standard Room,7 nights ,January 2021,Solo traveler, The staff was very nice and all employees in The Larder (Breakfast Area) were very nice. The location is very good for tourists and business trips. The staff was great and took good care of me and my needs.,,9.0,One of the most professional hotels in Dubai.
75,United Arab Emirates,Standard Room,1 night ,December 2020,Couple, Everything,,10,♥️♥️♥️♥️♥️♾
76,Belgium,Standard Room with Burj Khalifa View,6 nights ,January 2021,Group, Design,,10,Perfect service ! Thank you very much !
77,United Kingdom,Superior Room with Balcony,4 nights ,December 2020,Solo traveler, Nice spacious room overlooking the canal.  Nice pool and terrace area. Friendly and helpful staff., Room was starting to look a bit 'tired' but bed was comfortable.     Room make-up was very late (after my return late afternoon).,9.0,"Nice location, Comfortable room. Good wifi. Happy to stay again. Friendly and helpful staff."
78,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,January 2021,Solo traveler," I’ve been to this hotel 5 times now. Kindly upgraded to a suite! Bed super comfy, love the reading chair/lamp/stool combo, staff very pleasant"," Man wandering around with no mask at breakfast talking to 2 separate staff members who didn’t ask him to put one on!! I asked a staff member who went to approach him but he left - no one perused him. Disappointing given cases so high 
Never seen pool area so busy I couldn’t get a lounger which was a shame but given no one was wearing a mask walking around I wouldn’t have felt comfortable anyway 
You can only turn the reading lamp on above the chair in the bedroom if you have all the lights on which I found annoying - I only wanted that lamp on",7.0,Relaxing but enforce mask wearing
79,Australia,Standard Room with Burj Khalifa View,3 nights ,December 2020,Family," This Radisson maintains the high-quality facilities and services provided by the entire chain. Staff was always friendly and helpful with me and my little brother, the room was very comfortable and had a great view. A few minutes walk to Burj Khalifa, and the area surrounding the hotel is under development, I reckon it'll be great in a couple of years."," Unfortunately the hotel is not suitable for a business trip, the internet was the worst I've ever even seen in a hotel (1-2Mbps).",8.0,Very Good
80,United Kingdom,Standard Room,4 nights ,January 2021,Solo traveler," Very good location, excellent staff throughout the hotel!", Breakfast could be improved.,9.0,Good location for business bay and excellent service from staff throughout the hotel!
81,Romania,Premium Room with Balcony and Burj Khalifa View,8 nights ,January 2021,Couple," Helpful staff, great location ( walking distance from Dubai Mall and Burj Khalifa ), wonderful view,
soundproof room, cleanliness.", Breakfast could have been better. It was repetitive and not a lot of choices.But the food was fresh and tasty.,9.0,Excellent stay
82,Jordan,Superior Room with Balcony,8 nights ,January 2021,Group, all excellent, nothing,10,excellent 7 stars
83,United Arab Emirates,Standard Room,1 night ,October 2020,Couple," The hotel was well located, enjoyed the view from the room.",,7.0,Enjoyed
84,United Kingdom,Family Room,9 nights ,January 2021,Solo traveler, Very spacious room and good facilities, Very friendly staff and superb service,9.2,Business trip
85,Germany,Standard Room with Burj Khalifa View,4 nights ,January 2021,Solo traveler, Didn't clean my room I have to call ask for clean towls," bed, shower, clean room",8.0,Very Good
86,Jordan,Standard Room with Burj Khalifa View,6 nights ,January 2021,Family," - The frindly staff.
- View."," The hotel rooms old, but they upgrade my room so this make me satisfied.",8.0,Very Good
87,United Arab Emirates,Standard Room with Burj Khalifa View,1 night ,January 2021,Couple, up graded to primuim Room,,9.0,Wonderful
88,Egypt,Standard Room with Burj Khalifa View,1 night ,January 2021,Couple," All staff were helpful , David in the front office was very helpful and welcoming 
Food was amazing", Swimming pool very small for the size of the hotel,9.0,Perfect
89,India,Standard Room,1 night ,October 2020,Family," Everything about the property was perfect . The staff was very warm and welcoming. The main highlight of the property is the FireLake grill restaurant , the ambience and the food is on point.",,10,Exceptional
90,United Kingdom,Standard Room,7 nights ,December 2020,Family," Good location
Lovely rooms
Comfortable atmosphere", The pool is rather small,8.0,Very Good
91,Germany,Standard Room with Burj Khalifa View,4 nights ,January 2021,Group," Beautiful room, very clean and lovely view of the bay and burj Khalifa 
Staff were particularly friendly and helpful. 
Breakfast service was safe and adapted very comfortability for covid times.",,10,Great location - wish I had more time to relax after business
92,United Kingdom,Standard Room with Burj Khalifa View,3 nights ,January 2021,Family, Very friendly staff, I did not dislike anything,9.0,Very friendly and helpful staff made us very comfortable
93,Bahrain,Standard Room with Burj Khalifa View,10 nights ,January 2021,Solo traveler, The location was excellent.. staff were really nice.. 15 minutes walk to dubai mall .. so many cafes and supermarkets were close by, The hotel was very busy.. it was hard to reach the operator or room service .. once it took me almost 30 minutes to speak to someone in room service .,7.0,Good
94,United Kingdom,Premium Room with Balcony and Burj Khalifa View,5 nights ,January 2021,Couple," Very clean, spacious and well-equipped rooms. We had a lovely balcony with a view over the canal and Burj Khalifa. Most facilities remained open including the restaurants, gym and swimming pool. Staff were welcoming, friendly and helpful. Easily accessible by taxi and Uber. Dubai Mall can be reached in a 30 minute walk and several restaurants along the canal within a 5-10 minute walk.", Nothing!,8.0,Clean and comfortable hotel with great facilities
95,United Arab Emirates,Premium Room with Balcony and Burj Khalifa View,1 night ,January 2021,Couple," Excellent location 
Staff are super 
Bfast was great 
Beds comfy", The room floor can do with a bit more refreshing,8.0,Very Good
96,Russia,Premium Room with Balcony and Burj Khalifa View,1 night ,December 2020,Solo traveler," I choose Radisson Blu Hotel, Dubai Waterfront for my last night stay in Dubai and that was an amazing experience. The room with balcony,  view to Burj Khalifa and breakfast. Super comfortable bed with soft as clouds pillows. I dozed off once my head touched the pillow. I really liked breakfast at the terrace, some birds also joined me and i felt as Cinderella )
Location close to Dubai mall is also a big advantage.
Also friendly stuff allowed me to stay 1 more hour after check out even though hotel was full."," The sliding balcony door didn't close tightly, I was worried the noise from outside would bother me but it was ok, anyway check and fix it at room number 1811 ;)",9.0,Great location with anazing breakfast.
97,France,Standard Room,2 nights ,January 2021,Solo traveler," Best bed I ever slept in, felt in a cloud. 
Nice pool and breakfast (delicious latte) on the terrace.", On the 1st night I was hearing the beats of music from downstairs maybe the club.. not sure.,8.0,Great Hotel in Downtown
98,France,Standard Room,5 nights ,January 2021,Solo traveler," Everyone in the team are amazing, great service everywhere.",,10,Exceptional
99,Pakistan,Standard Room,1 night ,January 2021,Couple, Awesome, Noting,9.0,Good services
100,United Arab Emirates,Superior Room with Balcony,2 nights ,January 2021,Couple," Great place for spending New Years, nice view, amazing food, very friendly staff, and comfortable rooms"," Slow elevators,
And bad valet service",9.6,Exceptional
101,Nigeria,Junior Suite with Lounge Access,6 nights ,January 2021,Family, I particularly liked the location of the hotel. The neighborhood was friendly and really modern. The hotel also had a clear view of the Burj Kalifa which was great for viewing the new year's day fireworks. Also the staff were extremely helpful in every situation., The major thing I didn't like was that I didn't get any rewards point for staying in the hotel because the booking was made through a third party (Booking.com). That was quite disappointing but unfortunately it's the hotel policy even though it's one that I think should be changed. I have booked other hotels through booking.com and gotten my rewards point. That's why I am scoring this hotel experience low on value. Also some African dishes should be added to the breakfast menu to make it truly international.,7.0,Great stay without the rewards points
102,Nigeria,Standard Room,1 night ,December 2020,Family, I particularly liked the location of the hotel. The neighborhood was friendly and really modern. The hotel also had a clear view of the Burj Kalifa which was great for viewing the new year's day fireworks. Also the staff were extremely helpful in every situation., The major thing I didn't like was that I didn't get any rewards point for staying in the hotel because the booking was made through a third party (Booking.com). That was quite disappointing but unfortunately it's the hotel policy even though it's one that I think should be changed. I have booked other hotels through booking.com and gotten my rewards point. Also some African dishes should be added to the breakfast menu to make it truly international.,7.0,Great stay without the rewards points
103,India,Standard Room with Burj Khalifa View,2 nights ,January 2021,Couple, Great place to stay. Best one in Dubai, Nothing,10,Exceptional
104,Morocco,Standard Room,2 nights ,January 2021,Group, Location and price,,8.0,Very Good
105,United Kingdom,Standard Room,5 nights ,December 2020,Group," I stayed here last year for my baby moon, it was so clean and the staff were great so I came back this year with a friend for a surprise graduation/birthday trip. The staff remembered me, upgraded our room with burj khalifa view and left a birthday cake! We absolutely loved it and had a great stay. It’s also in the perfect location, 5mins drive to get to Dubai mall. La mer and city walk are also nearby and worth going to! Didn’t think it could get better after the first stay. I wish I got the name of the guy at reception who was so helpful with everything. From the minute I came in till I left everyone was helpful and really made my stay memorable. Cannot fault it at all  and will always stay here when in Dubai :)", Nothing,10,"Beyond helpful staff, good location and clean!"
106,United Kingdom,Standard Room,3 nights ,December 2020,Family," Clean beautiful helpful staff
Excellent value", Breakfast could have been better,8.0,Worth every PENNY
107,United Kingdom,Standard Room with Burj Khalifa View,2 nights ,January 2021,Solo traveler," The property was very  clean, staff very kind and helpful and the beds very comfortable.", All good. A recommendation to include breakfast as a package.,9.0,Fantastic Short stay
108,Switzerland,Suite with Burj Khalifa View and Lounge Access,7 nights ,January 2021,Family," The staff are incredible. The welcome team is wonderful, extremely polite & helpful and great with children. Alo in particular was a big hand and lots of fun with the kids.
The breakfast team is simply fantastic. Very kind, warm, friendly and always helpful. Roderick, Vera and Marielee will make sure your experience is great. 
The pool area was lovely. Samson gave us a lot of personal attention and made sure our 2 year old twins were happy.
Thank you, Radisson Blu Dubai Waterfront!", The Kids Club could use a refreshing.,10,Exceptional
109,United Kingdom,Premium Room with Balcony and Burj Khalifa View,6 nights ,January 2021,Solo traveler, Plenty of space to keep guests safe,,9.0,All staff are A++
110,United Kingdom,Standard Room with Burj Khalifa View,6 nights ,January 2021,Couple, Location was spot in being by the creek and not so busy and yet only 8 mins walk to Dubai mall and it’s surroundings," The rooms were in need of maintenance and looked grubby especially being a 5 star property, it was more around 4/4.5",8.0,Friendly staff and lovely location
111,United Kingdom,Executive Room with Lounge Access,6 nights ,January 2021,Couple, Clean and in a good location, N/A,8.0,"Staffs are very professional and absolutely happy to assist, they are Diamonds!"
112,Bahrain,Superior Room with Balcony,8 nights ,December 2020,Family," Everything was good and exceptional. Great location, easy access to taxis, nearby supermarkets and other outlets. Staff at breakfast was really excellent and worked so hard to insure that they are providing the best service possible despite the pandemic and having to serve a really big amount of people. Good restaurants inside hotel, didn’t need to go out to get drinks during evenings everything was available. overall good experience and would be back."," The really upsetting part that ruined the chances of coming back to the hotel is every night when coming back to the hotel OR facility, iam stopped and questioned if i stay in the hotel by security and bodyguards outside the hotel AND the security next to the elevator!! Mind you, i stayed in the hotel for more than a week and almost every night i was stopped and asked which made it very uncomfortable for me and my small sister and all the guests was staring at us each time. As a guest that paid for a 5 star hotel i would have much appreciated the privacy and dignity i deserve. I have travelled the world and stayed in all kind of world class hotels and this is the first time to happen. really a shame as the hotel facilities were great but i wouldn’t consider coming back too soon.",8.0,Great hotel
113,Switzerland,Suite with Lounge Access,11 nights ,January 2021,Family, Special thanks to Rod & Lorieman at the breakfast for their kindness with us and our son.  Excellent services!!, Cleaning was not on time. We had to request too many times for cleaning. Not 5 star standard.,8.0,Very Good
